,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.288741585567544,0.098169744820113,0.080756030775769,0,0,0.268928364353866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143687496535164,0,0,1.73472347597681e-18,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0946467874223978,0,0,0,0,0,0,0,0,0,0,0,-0.0506719821672192,0,0,0,0
X601318.CH.EQUITY,0,0,0.224828388619782,0,0,0,0,0,0.174918442752044,0,0,0,0,0,0.0895298341548458,0,0,0,0.0982939827475574,0,0.128147117270298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632305792448811,0,0,0.0110488369650711,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0100232124902654,-0.155466061789537
X601939.CH.EQUITY,0.415595061165524,0.261044388862606,0,0,0,0,0,0.390811721006556,0,0,0,0,0,0,0,0,0.0352618735816,0,0,0,0,-0.0908426495700182,0,0,0,0,0,0.130855976973592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142686021611898,0,0,0
X601288.CH.EQUITY,0,0.0316320151354902,0,0,0,0.0760986842552047,0,0.462681511402892,0,0,-0.109869049786644,0.135383415172411,0,0,0,0,0,0,0,0,0,0,0.063547372969159,0.0485369351601244,0,0,0,0.049564282575363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240643664039344,0,0,0,0.0565478220264755,0,0,-0.00412742809711188,0,0.0796373420473336
X600036.CH.EQUITY,0,0.117201098894806,0,0,0,0,0.233183795285929,0,0,0,-0.0203751747357323,-0.0462279102863803,0.0968800128097776,0,0,0.122474374132021,0,0,0,0,0,0,0,0,0.467677911853477,0,0.125897766897883,0.104601755283394,0,0,0,0,0,0,0.00621085686208827,0,0,0,0,0,0,0,0,0,-0.0328638885874896,0,0,0,0,0,-0.102940405788626,0,0.0496148763833497,0
X601628.CH.EQUITY,0,0,0,0.0775324866191147,-0.0208951874001834,0,0,0,0,0,0,0,0,0,0,-0.186912624566676,0,0,0,0,0,0.0552169499162494,0,0,0.035205775541432,0,0,0,0,0,0,0,0,0.0093657376274691,0.66416134152494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079163306216927,0.0079670313303276,0,0,0.239152287193967,0
X1299.HK.EQUITY,0,0,0,-0.0178717220005503,0,0,0,0,0,0,0.0736291864714676,-0.0525021362795853,0,0,0,0,0,0,0,0.0315200509297119,0,0,0.153434299208992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108628706060594,0.12289748516875,0.162395676200332,0,0.147815073168883,0,0,0,0,0,0,0.269223166226301,0,0,0,0
X601988.CH.EQUITY,0,0,0.100137176141859,0.482166170417863,0.0822930022361889,0,0,0,2.71050543121376e-20,-0.00277272335953788,0,0,0.214026904532951,0,0,0,0.0721056216247032,0,0,0,0,0,0.0399083816140088,1.73472347597681e-18,0,0,0,0,0,0,0.0219748816103554,0,0,0,0,0,0.029965225919612,0,2.16840434497101e-19,0,0,0,0.036884094881324,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0917612951127434,0,0,0,0,0,0,0,0,0,0,0.000485028733678883,-0.107488626034562,0,0,0,0,0,0,0.145921683015768,0,0.167816236816439,0,0,0.120084206956111,0,0,0,0,-0.0447576005779307,0,0.103978459200154,0,0,0,0,0,0.331797604558485,0,0,0,0.20313434749926,0,0.0526116786171218,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0485724040079288,0.0332944771308182,0,0,0,0,0,0.082608946366996,0.0755652001288998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144427970764187,0.411281520412683,0.0190705966883662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359171158903971,0.0641490907381592
