,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.205525733905057,0,0.0734748725807376,0,0,0,0,0.282182535285492,0.0559709877770656,0,0,0,0,0,0,0,0.16814509902365,0,0,0,0,-0.00416738177373268,0,0,0,0,0,0,0,0.124317150778908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370134096591452,2.16840434497101e-19,0,0,0,0.0163824113339861,0,0,0
X601939.CH.EQUITY,0.458477891436593,0,0,0.0178389355230029,0,0,-0.0321395405820554,0,0,0,0.191779785403984,0,0.22817526994027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861436178442547,0,0,0,0,0,0,0,0,0,0.000187283494408147,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.14816451182442,0,0,0,0,0,0.00573460084819226,0.287472823480299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241653507378286,0,0,0,0,0,0,0.00686959858051907,0,0,0.0738477717429958,0,0,0.0691909860722673,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.424677690765489,0,0.0177964456069353,0,0.209108452213485,0,0,0,0,0,0,0,0.0163074382794771,0,0,0,0,0,0,0.0720902988726377,0.119488393432385,0.0417544823305525,0,0,0,0,0,0,0,0,0.018364423060988,0,0,0,0,0,0,0,0,0,0.0307544172827182,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0586352794404074,0,0.228666538564917,0,0,0,0,0,0,0.162960135228272,0.223913467287957,0.12526299259453,0.0828260804623703,0,0,0.0248401348860331,0,0,0.0555672178688664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565010680123415,0,0,0,0,0,0,0,0,0,0,-0.0942229574354961,0,0,0
X600036.CH.EQUITY,0,0,0.0196609344102839,0,0,0,0,0,0,0,0,0.409571068856041,0,0,0,0,0,0,0,0,0,0,0.0527905766034461,0.0138072110035432,0.126798096259507,0,0,0,0,0,0,0,0,0,0,0.0863293017559446,0,0,0,0.0580437570259459,0,0,0,0,0,0,0,0,0,0.265162483595709,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.117635429939635,0,0,0,0,0,0,0,0,0,0,0,0.00564785077614251,0,0,0,0,0,0,0,0,0.074373379882204,0,0,0.158495730657838,0,0.0455335466453391,0,0,0.1984930811111,0,0,0,0,0,0,0,0,0,0,0,0,0.199582869779804,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.255958600477211,0,0,0,0,0,0,0,0,0,0,0,-0.0295155755090199,0,0,0,0,0,0,0,0,1.17100779192714,-0.765544510117431,0,0,0,0.495016936651498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402880646793273,0,0,0,0,0,0,0,0,0,-0.0719041818538388,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.147082164059747,-6.93889390390723e-18,0,0,0,0,0.0896155653116527,0,-6.93889390390723e-18,0.186060017449011,0.116843433812749,0,0,0,0.163600637055333,0,0,0,0.0394886939193496,0,0,0,0,0,0,0,0,0,0,0.0327969465473074,0,0,0,0,0,0,0,0,0,0.0505435087891979,0,0,0
X601658.CH.Equity,0,0,0,0.286589654156232,0,0,0,0.124930638645593,0,0,0,0,0,0,-0.222789402769933,0,0,0,0,0,0,0,0,0,0,0,0,-0.1843887107674,-0.0271404809061436,0.871204470746965,0,0,0,0,0,0,0,0,0,0,0,-0.113288727241454,0,0,0,0.602869163491288,0.0124706133978036,0,0,-0.151426871159783,0,0,0,0.202548064735198
