,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.134446642863034,0,0.111013436649695,0,0.0699471375210851,0,0,0.335546040896305,0.0501789249462161,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.122932265207521,0,-0.0724646058916992,0,0,0,0,0,0,0,0,0.196594742794127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.294977077292392,0,0,0.0204253584947008,0.188047799007888,0,-0.0951497966093095,0,0,0,0,0,0.379235498864853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528252676881803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133395491195268,0,0,0,0,-0.00603629078797963
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.23459422670999,0,0,0,0,0,0,-6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201534760613711,0,0,0,0,0,0.153258222526841,0,0,0.0798862263714011,0,0,0.175216971028561,0.18514168489818,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.343632780242112,0.0712805394356364,0,0,0.380472126691346,0,0,-0.0185214885624628,0,0,0.0798753347470804,0,0,0,0,0.107751700689959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103847722910273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.397948825724008,0,0,0,0.0222166426794745,0,0,0.156306597291793,0,0,0.13247310609068,0,0,0,0,0,0.183525757713746,0,0,0,0,0.0636153456254642,0,-0.0362470855804131,0.03016607619654,0,0,0,0,0,0,0,-0.043956419566335,0,0,0,0,0.0641825321637521,0,0,0,0,0,0,0,0,0.0561939711156762,0,-0.00844221923827289,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.146657732499018,0,0,0.00218304317874895,0,0.475226092759975,0,0,0,0,0,0,0,0,0,0.0168386728040996,0,0,0,0,0,0.139363250871756,0,0.132887494635279,0,0,0.0201178290988642,0,0,0,6.93889390390723e-18,0,0.182461521149687,0,0,0,0,0,0,0,0,0,0.0105756778921945,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0.0534118328121926,0.0304103517540917,0,0,0,0,0,0,0,0,0,0,0,0,0.187549150317031,0,0.0201859784019326,0,0.0650143250391779,0,0,0,0.102068699664905,0,0,0,0,0,0.263447846081601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298513345417843,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.184076999793505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236213590716743,0,1.15581465116975,0,-0.763301377327002,0,0,0.528560251293609,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350247261203214,0,0,0,0,0,0,0,0.13358494338113,0.0643046842361428,-0.0471483714969315,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.213727151185107,0,0,0,0,0,0,0,0,0.272906180610846,0,0.0450552406657735,0,0.180033399018389,0,0,0,0.0894676931260084,0,0,0,0,0,0,0,0,0,0,0.00148011029555808,0,0,0,0,0,0,0,0,0,0,0.0436569286230259,0,0,0
X601658.CH.Equity,0,0.0913728477231997,0,0.221816157826459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537112188762731,0,0.362027184622156,0.514906104482021,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.268793760839594,0,0,-0.638829117682769,0,0,0,0
