,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.22192929518173,0,0.4047419347839,0,0,0,-0.0104866655651638,0.146842210251596,0,0,0.0937087725116778,0,0,0,0,0,0,0,0,0,0,-0.0751306398389739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444287006029358,0.00698811936479479,0,0.122818984558419,0,0,0
X601939.CH.EQUITY,0.354075750749569,0,0,0.286124519496197,0,0,-0.0952290730290095,0,0,0,0.00278949538607448,0,0.14031170115914,-0.0648171657283807,0,0,0,0,0,0,0,0,0,0,0,0.0316913801116344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20185693676437,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0,0,0
X601288.CH.EQUITY,0.450021107383079,8.67361737988404e-19,0,0,0.209318915607198,0,0,0,0,0,0,0,0.0159908622175271,0,0,0,0,0,0,0,-6.93889390390723e-18,0.170212284446314,0,0,0,0,0,0,0.0199267448043748,0,0,0,0.0264075079081412,0,0,0,0,0,0,0,0,0,0.0643315966528997,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0982112127248135,0,0.381077255839029,0,0,0,0,0,0.282318262125012,0,0,0,0,0,0,0.196588456446786,0,0,0,0,0,0,0,0,0,0,0,0,0.0156413950689381,0,0,0,0,0,0,0,0,0,0,0.0478177039700581,0,0,0,0,0,0,0,0,0,0,0,0.0283233112810368,-0.0719530105119391
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.088246260213625,0,0,0,0,0,0,0,0,0,0.142080990304787,0,0,0,0,0,0,0,0,0,0,0,0.0135824994434156,0.176943969253879,0,0,0.0313450887812879,0,0,0,0.188423070179174,0,0,0,0,0,0,0,0.0234710473498053,0,0.225271142467365,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.187281376237342,0,-0.088635965919542,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.1970424767337,0,-0.776200924884219,0,0.492399454443411,0,0,0,0,0,0,0,0,0,0,0,0,0.4334779233776,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0833581008442382,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0,0,0
X601658.CH.Equity,0,0,0,0.1654399089248,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138378424325365,0,0,0,0.14113002353156,0,0,0,0.294859737440908,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
