,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0962731670257623,0,0.354693019676309,0,0,0.113134232178168,0,0.265607982169379,0,0,0.0680386784406743,0,0,0,0,0,-4.33680868994202e-19,0,0.0760646334696807,0,-0.0305005583580155,0,0,0,0,0,0,0,0,0,0,0,0.0830361545775184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.370177978212962,0,0,0,0,0,0.000621672297089879,0,0,0,0,0,0.482952046955322,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375238292914391,0,0,0,0,0,0,0,0,0.0724793582321096,0,0,0.0372833417078188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0815668888428841,0,0,-6.93889390390723e-18,0,0,0.0594277158204118,0,0,0,0,0.288403177085939,0,0,0,0,0,0,0,0,0,0,0,0,0.0493126539859546,0.0122198348401177,0,0,0,0,0,0,0,0,0.0593706445364071,0,0,0.0625023814641815,0,0.177108456733514,0,0,0,0,0.128993044069229,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.429813849517613,0,0,0,0.341556273606877,0,0,0,0,0,0.104777542848508,0,0,0,0,0.00971180928118751,0,0,0,0.0537918823125045,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0126404801672854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.271402654087363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133559077603955,0.137363718449055,0,0,0,0,0,0,0,0,0,0.000197221932198666,0.0661857940221572,0,0.0157191409706969,0,0.0458109233232013,0,0,0,0,0,0,0,0,0.165899791741443,0,0,0.14824125205126,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.355002698313638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18407227596853,0.083621499323934,0,0,0,0,0,0,0,0,0,0,0,0.0693735596962654,0,0,0.33965930518287,0,0,0,0,0,0,0,0,0,-0.110441060317621,-0.0534745147221033,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.136578610122798,0,0.0428454390263381,0,0.430736982774007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113690403641117,0,0.0207382344174615,0.018884130321828,0,0,0,0,0,0.0463076123486569,0.0853030181011715,0,0,0,0,0,0,0,0,0,0,0,0,0.255512756304052,0,0,0,0.0528371114488498
X1299.HK.EQUITY,0,0,0,0,0,0,0.051218881133882,0,0,0,0,0,0,0,0,0.081552333796673,0.0609205151659416,0,0,0,0,0.211720482475215,0.080716024215805,0,0.154355016727622,0,0,0.00223938673707942,0,0,0.0878952768504894,0,0,0,0.105498296752375,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.257761737990114,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0712716040273315,0.104056369285761,0,0,0,0,0,0,0,0.285966271631001,0,0,0,0,0,0,0,0,0,0.0408900254115029,0,0,0,0,0,0,0,0,0.202376171939454,0,0,0,0,0,0,0.055832253922941,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176432113314061,0,0,0,0,0,0,0.157722080076206,0,0,0,0,0,0,0,0.442451477038593,0,0,0,0,0,0,0,0,0,0.221452260107608,-0.459542580090201,0,0,0,0,0.549732699004981,0,0,0,0,0,0,-0.155146600704584
