,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.332680019850037,0.0169588991732472,0.337614047715561,0,0.0281804720022396,0,0,0,0,0.0410166481068158,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639411180232159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303508866482406,0.11083710416104,0,0.0301982538686326,-0.0933293126449259,0,0
X601939.CH.EQUITY,0.417533903012881,0,0,0.21721514394944,0,0,-0.145674855170793,0,0,0,0.00973183537125986,0,0.146247619842074,0,-0.0768793002561297,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00728646713835805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254297153403407,0,0,0,-0.0637257863796589,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.216560219164112,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260379833465732,0,0,0,0,0,0,0.181026728844359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258984482202177,0,0,0,0,0.218496813950043,-1.73472347597681e-18,0,0,0,0,0,0.111099338710473,0,0,0,0
X601288.CH.EQUITY,0.500258710244506,6.93889390390723e-18,0,0,0.198612054438349,0,0,0,0,0,0,0,0.0747664118459786,0,0,0,0,0,0,0.0129154181316135,0.118435213121963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050784280023443,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,3.46944695195361e-18,0,0.381087073513561,0,0,0,0,0,0.264993613386346,0,0,0,0,0,0.356548764338269,0.0873577473945016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.368403182264144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278494604681567,0,0,0,0,0.0920710277727375,0,0,0,0,0,0,0.010191827754605,0,0,0,0,0,0.043362424825382,0.185151313125279,0,0,0.0916187640837307,0,0,0,0.0159817134354425,0,0,0,0.172707131539466,0,0,0,0,0,0.105441957379379,0.0157016292457397,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.084859106171689,0,0,0.0588441503659252,0.122709930944108,0,0,0,0,0,0,0,0,0,0.0246779525622958,0,0,0,0.147116746600876,0,0,0,0,0,0,0,0,0.219903664006494,0,0,0,0,0,0,0.0922901142460721,0,0,0,-1.38777878078145e-17,0.117246861968028,1.73472347597681e-18,0,0,0,0,0
X5.HK.EQUITY,0,-0.0538843648415677,0,-0.123543150834691,0,0,0,0,0,0,0,0,0,0,-0.00818443352783922,0,0,0,0,0,0,0,-0.591090538917846,1.04022866861013,0,0,-1.38777878078145e-17,0,0.499379015624052,0,0,0,0,0,0,0,0,0,0.420883463172096,0,0,0,0,-0.103916910965511,0,0,0,0,0,0,0,-0.0724744630866249,0,0
X601628.CH.EQUITY,0,0,0.00559693968825836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157356661809707,0,0,0,0.0183948084059111,0.193414241155137,0,0,0,0,0.123166334258806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538437387685621,0.0742278548757868,0.0403044183076226,0,0,0.0875434829674336,0,0.0126583830598032,0,0.0942074814366206,0,0.0149310475314837,0
X601658.CH.Equity,0,0,0,0.0418595072210146,0.197318192328042,0,0,0,0,0,0,0,0.262613923906036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876387874084914,0.173452268537265,0,0,0,0,0,0,0,0,0,0,0.0447210603531353,0,0,0,0,0,0,0,0.352157110116722,0,0,0,0,0,0,0
