,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,1.73472347597681e-18,0,0.266923253085472,0,0,0,0,0,-0.134544394155143,0,0,0,0,0,0,0,0,0,0,0.489828969898968,0,0.502371261282489,0,0,0.173162976738411,0,0,0,-0.00715936527995155,0,-0.147722288370375,0,0,-0.288897821935859,0,0,-0.830063247927205,-0.0673702337537996,-0.00253272384586099,0,0,0,0,0,0,0,0,0,0.0888692100130445,0,0,0
X601939.CH.EQUITY,0,0,0,0.347350226577829,0,0,0,0,0.154434851758027,0,0,0.0088920510171847,0,0,0.0990126428056888,-0.0194079893632201,0,0,0.00466614189362072,0,0,0,0,0.0652553402664772,0,0,-0.0668191555978911,-0.043249124377686,0,0,0,0,0,0,0,0,0,0,0,-0.0318719588940234,0,0,0,0,0,0,0.0422162044485609,0.410291791537592,0.0214543823489905,0,-0.0975145127399058,0,0.15139775140563,0
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0,0,0,0,0
X601288.CH.EQUITY,0,0.353719182831383,0,0,0.276224927151015,0,0.0716052661400244,0,0,0,0,0.18604333871736,1.73472347597681e-18,0,0.0362683210197144,-0.0405203860100547,0,0,0,0,0,0,0.159266147098015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045728536468602,0,0,-0.096004874113023,0,0,0,0,0,0,0.0200715722006129
X601988.CH.EQUITY,0,0.223340138980975,0,0.235170664512245,0,0,0,0,0,0.044350035711698,0,0,0,0,0,0,0.121197694737318,0,0.120061617413335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.56190113748305,0,0,0,0.153909010979769,0,0,0,0,0,0,0,0,0.263936342609455,-0.0510439242428151
X600036.CH.EQUITY,0,0.0716673016609864,0,0,0,0,0.081074541913853,0.0388620453213616,0,0,0,0,0.105511687592927,0,0,0,0,0,0,0.00103549876443558,0.141823381453589,0,0,0,0,0.0161062783531178,0,0,0,0,0,0,0,0.425250062451381,0,0,0.00596813756848098,0,0,0,0,0,0,0,0.0915840921843473,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,3.46944695195361e-18,0,0,0.0494980248088399,0,0,0,0,0,0.138187017813049,0,0,0,0.0610368388578822,0,0,0,0.226182028863517,0,1.38777878078145e-17,0,-0.0921197820671559,0,0,0,0.0657826996351791,0,0,0.0846834205023445,0,0,0,0,0,0.0513645382020768,0.0459338194266257,0,0,0.0560231556086098,0,0,0,0.342796730226778,0,0,0,0,0,0.0481642936451004,0,0.0905106289646035,0
X601628.CH.EQUITY,0,0,0,0,0,0.365042925088088,0,0,0,0,-0.161717714715264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136949017492415,0,0.063026296260074,0.164257729635777,0,0.0838551818984251,0,0,-0.0859305321026468,0,0.0946937131401552,0,0,0,0.0509027483323722,0,0,0,0.0150405528945014,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323049279806687,0,0,0.0080959079896825,0,0,0.0355120535834716,0.871624758659485,-0.62013645775196,0,0,0.644174741276053,0.120845382834121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122325489048622,0,0,0,0
X601658.CH.Equity,0,0,0,0.101952116280847,0,0,0,0,0,0,0,0,0.144938477544786,0,0,0,0,0.145606560410045,0.219005360676401,-0.343062965652028,0,-0.160387347961854,0.0638749839635774,0,0,0,-0.194766941504604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715210336482239,0,0,0,0,0,0,0,0,0,0,-0.0838610075227088,0,0
