,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.374771766763813,0.0616133848649778,0.0935129153094554,0,0,0,0,0,0,0.203749959499217,0,0,0,0,0,0,0,0,0,0,0.000631973728204588,-0.0102673810791636,0,0,0,0,0,0,0.0638148895311603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505102614728132,0,0,0,0.10556290187339,-0.0674998147516945,0,0
X601939.CH.EQUITY,0.510257796106969,0,0,0.117387963301313,0,0,-0.136687026869099,0,0,0,0,0,0,0.161347983875948,-0.0548555014736652,0,0,0,0,0,0,0,0,0,0,0.0278903748626477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223518552910351,0,0,-0.0838378956164349,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.222440519543373,0,0,0,0,0,0,0,0,0,0.0400735707717957,0,0,0,0,0,0,0.19051265813898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252185229962493,0,0,0,0,0,0.205511854567414,0,0.00553478969639451,0,0,0,0,0.0812477112586102,0,0,0,0
X601288.CH.EQUITY,0.372241570042018,0,0,0,0.215052204703121,0,0,0,0,0,0,0,0,0.145785801265976,0,0,0,0,0,0.0914213572253756,0.0312821375154541,0,0,0,0,0,0,0,0,0,0,0,0,0.0830312402959226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00472912255115518,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.498464504275434,0,0,0,0,0,0.302152185031852,0,0,0,0,0,0.00249278496401165,0,0.0221901506704658,0,0,0,0,0,0,0,0,0,0.104025314188992,0,0,0,0,0,0,0,0,0,-0.396434841340918,0,0,0,0,0,0,0.213771976296775,0,0,0,0,0,0,0,0.476453184989255,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278306881739022,0,0,0,0,0,0.0920471572914921,0,3.46944695195361e-18,0,0,0,0.0101091002918832,0,0,0,0,0,0.186830516613042,0.0433598833036156,0,0.0906640809771807,0,0,0,0.0161002123754638,0,0,0,0,0.172107556949031,0,0,0,0,0.105900461068455,0,0.0157206530069896,0,0,0,0,0
X1299.HK.EQUITY,0.087930762209987,0,0,0,0,0,0,0,0.186132823277314,0,0,0,0,0.0940046420255056,0,0,0.0569105811424654,0,0,0,0,0,0.0112353918879585,0,0,0,0,0,0.250939501691783,0,0,0.101228772487371,0,0,0,0.0487202117404372,0,0,0,0,0,0,0,0.0253881151912281,0,0,0.0642961869688443,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0176597318099634,0,-0.159638535779095,0,0,0,0,0,0,0,0,0,0,-0.0589031577366567,0,-0.103783483105232,0,0,0,0,0,-0.43461024175863,0.927117461555593,0,0,0.561132755773979,0,0,0,0,0,0,0,0,0,0,0,0.428883978376288,0,0,0,0,-0.132132783064335,0,0,0,0,0,0,0,-0.0816375925288091,0,0
X601628.CH.EQUITY,0.0373639160239515,0,0.0651381093687158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201669342132861,0,0,0,0.194195545824672,0,0,0,0,0,0,0.0898133918892551,0,0,0,0,0,0,0,0,0,0,0,0,0.0824531457454182,0.041427972625522,0,0,0,0,0,0.0396084566874233,0,0.0916457944016865,0,0.0107285080097764,0
X601658.CH.Equity,0,0,0,0.17704156573791,0.0576411954336404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-3.46944695195361e-18,0,0,0.111049022293907,0.282020734404245,0,0,0,0,0,0,0,0,0,0.0601726493005961,0,0,0,0,0,0,0,0,0.33664128081283,0,0,0,0,0,0
