,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.336793810446381,0.144584150581596,0.00765901111123312,0,0,0,0,0,0,0,0,0,0,0.210013337289027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138444003952389,0,0.0360828753717428,0,0.0126633759683121,0,0.0229583030253401,0,0.190730395104544,-0.0627777613996405,0.0678507776254875,0.0035954542226235,0
X601318.CH.EQUITY,0,0,0.0377180100034288,0.137348228026382,0,0,0,0,0.12697608215391,0,0,0.0546674387147112,0.0386426775413207,0,0,0.0249443966969375,1.73472347597681e-18,0.130870388423684,0,0.185616695456589,0,0,0.121956538414718,0,0,0,0,0,0.0203547940227123,0,0.0745134138678035,0,0,0,0,0,0.0060131860761826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113141766967492,0
X601939.CH.EQUITY,-6.93889390390723e-18,0,0,0,0.13265451776289,0,-0.00812819739049889,0,0,0,0,0.123034786708162,0,0.0804508387912064,0,0,0,0,0.0413433932828015,0,0,0,-0.103325059147864,-0.0169425425240445,0.582821439609047,0,0.152844903338147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310225922048918,0,0.0359573987646244
X600036.CH.EQUITY,0,0.201073957102411,0,0,0,0,0.134117277763385,0.0967049364386739,0,0,0,0,0.189113659703234,0.0855229598444754,0,0,0,0,0,0,0,0,0,0,0,0.254554640009698,0,0,0,0.0610002505762649,0,0,0,0,0,0,0,0,0,0.0271489578712545,0.01054967985364,0,0,0,0,0,0,0,0,0,0,0,0,0.00291731128832567
X601288.CH.EQUITY,0.117113593137035,0,0.0629624025669025,0,0,0.142636669500282,0,0.337100521568968,0,0,0,0.0830756245899756,0,0,0,0,0.00233289100285266,0,0,0,0,0,0,0,0,0,0,0.134626744850926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513939189155055,0,0,0,0,0.0912101957411391,0,0,0,0,-0.0739698588628843,-0.0752531532403371,0
X601628.CH.EQUITY,0,0,0,-0.0280663692376266,0.0331579108253116,0,0,0,0,0,0.0763712776329507,0,0,-0.091184026354367,0,0,0,0,0.0448139004790768,0,-0.0311952994101299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697211337984307,0,0,0,0,0,0,0.115537591447748,0,0,0,0,0.186731234806083,0,0,0,0,0,0.211802377286803,0
X1299.HK.EQUITY,0,0,-0.0792140591993531,0,0,0,0,-0.045349576146357,0,0,0.140584824617903,0,0,0,0,0,0,0,0,0,0,0,0.0500135576604825,0.108490945917646,0,0,0,-0.243822086407784,0,0,0,0.0189986914585282,0,0,0,0,-4.33680868994202e-19,0,0,0.265607135252385,0,0.236706705872326,0.116461613536445,0.225239157505932,0.0273035142221533,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.394164837473349,0.170400210749062,0,0,0,0,0,0,0,0,0,0,0,0,0.200373038054029,0,0,0.0115870354271213,0,0,0.168926690517447,0.135807596858468,0.0397173915253298,0,0,0,0,0.0755757778397512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327600987879419
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0321644570351073,0,0,0.0103216454059237,0.0188928418081604,0,0,0,0,0,0,0,0.207643551022776,0,0.0996210417068439,0,0.128278081171457,0,0,0,0,0.0296110628986479,0,0,0,0,0,0,0,0.0128244820641352,0,0.243964794415204,0,-0.0669461821935016,0,0,0.191388868898994,0,0,0,0,0.0830323675588112,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.050288618234133,0.0572503152669522,0,0.0276188689798857,0,0,0,0,0,0.0193901046327821,0.106099127622134,0.0682132139838972,0,0,0,0,0,0,0,0,0,0,0,0.163805144644282,0,0.368977726422666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.00490720335562715,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.110819144038276,0,-0.0781681014895179,0.148911859232444,0,0,0,0,0,0,0,0.452113993271234,-0.14504293991121,0,0,0,0,-0.144905671009735,0,0.183717524042234,0.207271818785755,0,0,0,0,0.0400854099509717,0,0,0,0.189125263327255,0,0,0,0,0,0,-0.0149579731001027,0.00209350623299493,0,0,0,3.46944695195361e-18,-0.208820004638683,-0.00818633593890253,0,-0.0499729860568443,0,0.176526815844209,0,0,0
X601658.CH.Equity,0.254248471488381,0.086492513131265,0,0,0.0372788717172523,0,0,0,0,0.320165847029916,-0.034114636633681,0,0,0.175568075046838,0,0.0154232635600176,0,0,0,0,-0.00638729965863473,0,0,0,0,0,0,0.163799076143612,0.0567587482740637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126419807708841,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0363878878388886,0,0.468212276343606,0,0,0,0,0,0,0.0984477202288986,0,0,0,0,0,0,0,0,0.0884231594902416,0,0,0.0270114554179041,0.205006555081835,0,0.331987771735576,0,0,0,0,-0.25411692490733,-0.103131983620932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104708403657261,0,0.0351522929031841,0,0,-0.0415773876573593
X000002.CH.EQUITY,0,0,0,0.121731385241505,-0.0163019155193236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649322692455656,0,0,0,0,0,0,0,0,0,0,0,0.00511259064064216,0,0,0,0,0.0490898846943523,0,0,0,0,0,0,0.00892021332468102,-0.103751798455067
