,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.010976991168769,0,0,0,0,0.0767252085895585,0,0,0.349638188189911,0,0,0,0,0,0.11047241298225,0.120820901672219,0,0,0,0,0,0,0,0,0,0,0,0.119376674312021,0,0,0,0,0,0,0,0,0,0,0,0,0.126767324619425,0,0,0.101701371337601,0,0,0,0,0.0399124438715041,0,0.0158620762535288
X002142.CH.EQUITY,0,0,0,0,0,0.124379856533707,0.12065963402551,0,0.10154896860318,0,0,0,0,0,0.302264985812608,0,0,0,0,0,0,0,0.212771431782044,0,0,0,0,0,0,0.1383374636275,0,0,0,0,-0.100536974029271,0,0,0,0,0,0,0,0,0,0,0,-0.0815449745870995,0,0,0.00479380507717431,0.393360773774826,-0.0151362853579139
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.223747756976539,0,0,0,0.117948493745249,0,0,0.104157920904096,0,0,0,0,0.118348210193742,0,0,0,0,0.0580051921196709,0,0,0,0,-0.0998336769229434,0,0,0,0,0.274892486286236,0.0514261372012132,0,0,0,0,0,3.46944695195361e-18,0.0558889929134754,0,0.111511957412025,0,0,0,0,0.049040543451829,0,0
X600015.CH.EQUITY,0,0,0,0,0.0658072469103418,0,0,0,0,0,0.132816614670131,0.118106811294121,0,0.03258112042894,0,0,0.480937844204859,0,0,0,0,0.0359495765764236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144182955686073,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131963913791248,0,0,0,0,0.262782874454451,0,0,0,0.125811210084177,0.464454346127829,0,0,-0.123635741139653,0,-0.0694279150203086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180298000199616,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.226421257061955,0,0,0,0,0,0,0,0,0.2848299485164,0,0,0,0,0,0,0,0,0,0,0,0.201950427496477,0,0,0,0,0,0,0.227210784327441,0,0.159582707579444,0,0,0.0122692410279326,0.118751182855252,0,0.0364416492160387,0,0,0,0,0,0
X600919.CH.EQUITY,0.0573619967643121,0.394954678476593,0,0,-1.38777878078145e-17,0,0,0,0.0300588212794971,0,0,0,0,0.0680215121749749,0,0,4.33680868994202e-19,0,0,0.413523883243483,0,0,0,0,0,0,0,0.0738223492051349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184040364607602,0,0,0,0.0112353299599525,0,0.0609565379075163
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.184634129585655,0,0,0,0.0222351529480367,0,0,0,0,0.109459088968176,0,0,0,0,0.361424731903859,0,0,0,-0.00684805450442681,0,0,0,0,0,0,0,0.270000803227675,0,0,0,0.127012013196591,0,0,0,0.051910666911397,0,0,0,0,0,-0.0493122052123538,0,-0.019362908313622,0
X601009.CH.EQUITY,0,0,0,0,-0.111042498759483,0,0.459684076150597,0.282016332502029,0,0.152274049508242,0,0,0,0,0.0816747890879453,0,0,0.0296836232778705,0,0,0,0,0,0,0.0330952818360917,0.0705529083368291,0.0347434243552085,0.0222176544057039,0,0,0,0,-0.0562230959638008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187398849128391,0,0,0,-0.240091502984207,0
X601166.CH.EQUITY,0.212512214694423,0,0.0218195245597404,0,0,0,0,0,0.114456733197203,0,0,0,0,0,0,0,0,0.251290879139791,0,0.112236800737874,0,0,8.67361737988404e-19,0,0,-0.0547937436278341,0,-0.163384640403843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432976881477536,0.31884478318521,0,0.0278624160718872
