,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0,0.0417747868518142,0,0,0,0,0,0,0,0.151371391693306,0,0,0,0,-0.0254869347756554,0,0,0,0,0,0,0.225909434993284,0,0,0.209996982868562,0,0.0354591925527251,0,0,0,0,0,0.0290481689027183,0,0,0,0,0.0290663291945302,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.200429386476813,0,0,0,0,0,0,0,0.0576338194981866,0,0,-0.0862131179487389,0,0.24755462705274,0.00626803104323523,0,0,0,0,0.0113414247702182,0,0,0,0,0,0,0,0,0,0.304718783455307,0,0.135014280351095,-4.33680868994202e-19,0,0,-1.73472347597681e-18,-0.0847952587530355,0.0241861729521673,0,0,-0.218910130313467,0,0,0,0,0,0,0.0261238937901714,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.134296302775593,0.421741041520564,0,0,0,0.331443367718122,0,0,0,0,0.0617923594969187,0,0,0,0.329870830746762,0,0,0,-0.163584882888601,0,-0.0987277167682041,0,0,-0.0761422840892681,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0438148130665833,-0.0158973321632477
X600015.CH.EQUITY,0,0,0.178865041665649,0,0.0705206660774857,0,0,0.4698479308647,0,0,0,0,0,0,0,0.0671830302031142,0,0,0,0,0.0259491797653543,0,0.197968699108959,0,0.0495664815120767,0,0,0,0,0,0,0,0,0,0,0,0,0.0161205746063557,0,0.101208398786367,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0754027489365039,0.502691138596541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020613359431121,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.144614693449775,0,0,0,0,0,0,0,0.434924101190543,0,0.061221204605106,-0.110384630283049,0,0,0.0959087271115426,0,0,0,0,0,0,0,0,0,0,0,0,0.172325262161873,0,0,0,0,0,0,5.27728776654216e-05,0,-0.0947978014357129,0,0,0,0,0,0,0,0.241178340235344,0,0,-3.46944695195361e-18,-0.226730662531931
X601166.CH.EQUITY,0,0,0.092570849818424,1.38777878078145e-17,0,0.0034217501156518,0,0,0,0.141995284168979,0,0.0545829646646143,0,0,0,0,0,0,0,-0.149088903046315,0,0,0,0,0,-0.178078373370557,0,0,0,0,-0.05080284366676,0,0,0.145870691326284,0,0,0,0.0446712582538228,0,0.28037944982822,0,0.0827335311103491,0,0,0,0,0,0,0,-0.135736417700932,0
X601169.CH.EQUITY,0,-0.027897029562052,0,0.950882647696276,0,-0.12713188770108,0,0,0,0,0,0,0,0,-0.108553334048637,0,0,0,-0.0355811228480638,0,0,-0.0563350398052213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401825838947265,0,0,0,0,0,0,0,0,0,0.0765525396745226,0,0
X601229.CH.EQUITY,0,0.189984282851974,0,0,0,0,0,0,0,0,0,0.472618211130253,0,0,0,0.0621055501482853,0,0,-0.0691031881419639,0,6.93889390390723e-18,0,0,0,0.3495662265897,0,0,0,0.0331520545635216,0,0,0,0.0126198523732462,0,0,0.105373605436648,0,0,0,-0.0362294667459814,0,0,0,0,0,0,0,0,0,0,-0.170317443581194
X601288.CH.EQUITY,0,-0.0024659978199487,0,0,0,0,0.660059386414208,0,0,0,0,0,0,0,0,0,-0.160395897966669,0,0,-0.252986898504797,0,0,0,0,0,0,0,-0.166413866639328,0,0,0,0,0,6.93889390390723e-18,-0.152117629845218,0,0,0,0,0,0,0,0,0,0,0,-0.199903736840145,0,0,0,0.433183455428326
X601328.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0.637684723068438,0,0.0203849499796034,-0.0937882022508204,0.0449527457413725,0,0,0,0.0884438899146693,0,0,0,0,0,0,0,-0.371730277350089,0,0,0,-3.46944695195361e-18,0,0,0.0257790456124161,0,0,0,0,0,0,0,0,0,0,0,0.229047771732533,0,0,0,0,0,0.217240433502957,0,0,0,0
X601398.CH.EQUITY,0,0,-0.171975222424506,0,-0.127117573730886,0,0,0,0.83509496437929,0,0,0,-0.155671285703249,0,0,-0.0114474562088837,0.10151588665766,0,0,0,0,0,0,0,0,-0.09508767323931,0,0,0,0,0.259657791789836,0,0,0,0.132992645571143,0,0,0,-0.214987368302728,0,0,0,0,0,-0.0394889120705074,0,0.266945896375687,0,-0.212818469891558,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.160328552101179,0,0,0,0.289766374929215,0,0,0,0,0,0,0,0,0,0,0.331653287191732,0,0,0,-0.527783594737839,0.496139305855289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188972065532554,0.226773699923815,0.0431519594394543,0.30794822572831,0,0,0,0,-0.192253985004108,0,0
X601939.CH.EQUITY,0,0.571519219403158,0,0,0,0,0,0,0.20250933476641,0,0.169891811931267,0.293482380290028,0,0,0,0.0159363005425521,0,0,0,0,0,0.0990768873307453,0,0,0,0,-0.235606337828423,0,4.33680868994202e-19,-0.0682288422511713,0,0,0,0,0,0,0,0,-0.133965573796325,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.272098397281832,0,0,0,0,0,0,0,0,-0.00884831116918302,0,-0.0575145496447942,0,0,0,0,0,0,0.514134494938331,0,0,0.0890256817318424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169871778200241,0,0,0,0,0,0,0,0,-0.095426537792811,-0.152025678122833,-0.323243518507822,0,0
X601998.CH.EQUITY,0,0,0.0413101365064721,0,0,0,0,0.259006917447474,0,0,0,0,0,0.0136952292987384,0,0,0,0,0,0,0.0636563975124189,0,0,0,0,0,0,0,0.056241490322448,0,0.230187622828368,0,0,0,0,0,0,0,0,0,0,0,0,0.268416043616642,0,0,0,0,0,0,0
X11.HK.EQUITY,0.0989392366026201,0,0,0,0,0.0161026540640935,0,0,0.191496019567159,0,0,0,0,0.00453726661620533,0.0167947175772682,0,0,0.324756679395854,0.222002623286191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211942016899353,0,0,0,0,0,0,0,0,0,0,0,0,0.420033900449473,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0528937279180486,0,0,0,0,-0.30236982547699,0,0,0,0.00209505781604785,0,0,-0.0355239635887672,0,0,0,0,0,0,0.680595651557474,0.361436035736093,0,0,0,0,0,0,-0.0346483850797444,0,-0.285294373948517,0.225000740311645,0,0,0,0,0,0,0,0.286839722632733,-0.369342989969581,0,0
X5.HK.EQUITY,0,0,0,0.131159931525853,0,0,0,0,0,0,0,0,0,0,0.142484145192578,0.062023531440069,0.0947259268125541,0.0421794018274903,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.0223298144426943,0,0,0,0.243107619192141,0.220978338244756,0,0.0887357657294604,0,0,0,0,0,0,0,0,-0.0246468900742388,0,-0.0429905250735997,0,0
X2886.TT.EQUITY,0,0,0.207529453036307,0,0,0,0,0,0,0,0,0.042907976683914,0,0.158238066848571,0,0,0,0,0.0400973724868986,0,0,-0.00144608646924528,0,0,0,0,0,-0.543018902593142,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.172518200402827,0.106045823871774,0,0,0,0.163560932606419,0.466294229800104,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0.129957547764618,0,0,0,0,8.67361737988404e-19,0,0,0,0.00442476609488163,0,0,0,0,0,0,0,0,0.0979382205549487,0,0.279741472324843,0.2242532375876,0,0.132359054693947,0,0,0,0.165318757662016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0660584328420843,0
X002736.CH.EQUITY,0,0.081784661803153,0,0,0,0,0,0,0,0,0,0,0,0.0462997258791758,0.0305562099262709,0.0723894965944338,0,0,0,0.0286182779116674,0.0958653621556811,0,0,0,0,0,0,0.333772221326389,0,0,0,0,0,0,0,0,0.0467114148296981,0,0,0.0367182212957895,0,0,0,0.264745441724138,0,0,0.000208749314146382,0,0,0,0
X600030.CH.EQUITY,0.11966017188219,0,0.0979259261685796,0,0,0,0,0,0,0,0,0.00760489880380944,0,0,0,0,0,0,0,0,0,0,0,0.462791644882531,0.292387994585153,0,0.11704165453508,0.0254555210852942,0.0113204753537796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112789441391891,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192866403367466,0,0.165342596012274,0,0,0.1629153699152,0.00473156846494904,0.119980254038318,-0.0153933399104581,0,0,0,0,0.238745941200112,0,0,0,0,0,0,0,0,0,0,0,0,0.0279856864065212,0,0,0,0.0348671855248936
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0.104512752790989,0,0,0,0,0,-0.0613758125584669,0,0.0435910126514925,0.088591086567639,0,-0.012347224474981,0.0437983673106241,0.146197009413993,0.249087581016377,0,0,0.198308399103389,0.465745337715178,0,0,0,0,0,0,0,0,0,0,0,0,-0.035296871547076,0,0,0,0,0,0,0,0,0,-0.0546484680531664,-0.0890857866336284
X601066.CH.EQUITY,0,-0.269180468532977,0,0.0760074833395289,0,-0.0888869559382164,0,0,0,0,0,-0.0267629541885565,0.361865357389777,0,0,0,0,0,-0.36847409750097,0.144279849118044,0,0,0,0.263674798199841,0.144055574364746,0,0,0,0,0,0,0,0,0,0,-0.127453953149333,0,0,0,0.076195526844994,0,0,0,0,0.0490643424289066,0,0,-0.0876396406008776,0.0162070814615823,0,0
X601211.CH.EQUITY,0,0,-0.0173605816302254,0,0.0253942804201426,0.0476286569069607,0,0,0,0,0,0,0.110201547293782,0,0,0,0,0,0,0,0,0,0.480668455354862,0,0.325704718186542,0,0,0,0,0.0103766171670244,0.0974325495415382,0,0,0,0,0,0,0,0,0.0717561710512161,0,0,0,0,0,0,0,0.00845185467987211,0,0.0118472311769394,-0.0130441929094788
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.18275184386325,-0.00241737905222185,0,-0.0812880351171319,0,0,0,0,0,0,0,0.587667618988797,0,0,0.37478151998005,0,0,0,0,0,0,0,0,0,0,0,-0.0904574863687125,0,0.0688219210677869,0.107868907530203,0,0,0,0,-0.0784285259626594,0.0371003392756137,0,0,0,0.132480209272112,0,0
X388.HK.EQUITY,0.0340992399287506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256385530519948,-3.46944695195361e-18,0,0.445438814803932,0.0299858603027145,0,0,0.0172681798755625,0,0,0,0,0,0,0,0,0.143400920244175,0,0,0,0,0,0,0,0,0,0,0.0221996731404172,0,0,0,0.259698526089733,0.0158988308028317,0,0,0
X601318.CH.EQUITY,0,0.0132726660326892,0,0,0,0.0709313094933293,0,0,0.267195031510646,0,0,0,0,0,0,0,0,0.0918985934937238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134341902381268,0.113062203402367,0.157186427758847,0,0,0,0.0892574573544755,0,0,0,0,0,0,0,0.0154759865016332,0,0.0579246526426904,0,0,-0.0337807839404716
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131850876069287,0,-0.0854167818773266,0,0,0.00948052262973752,0,0,0,0,0,0,0,0,0,0,0.377983203278702,0.290714209652236,0,0,-0.12439761691798,0,0,0,0,-0.0314759967779741,0,-0.0365107453730535,0,0,0,0,0.0911316833990171,0,0,-0.0356500166631089
X601336.CH.EQUITY,0.077087931734935,0.222189692309767,0,0,0,0,0,0,0,-0.00411936578712317,0,0,0,-0.215833496438307,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.243650526311967,0,0.132461564758668,0,0.114328621576363,0,0.0780036310091724,0.199256573296237,0,0,0,0,0,0,0,0,0.0496854636302466,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0.0174403626324753,0,0,0,-0.0207558545362509,0,0,0,0,0,0.0517529906924467,0,0,-0.164505386454779,0,0,0,0,0,0,0,0,0,0,0,0.0356461597055639,0,0,0.685909134097556,0,0,0,0,0,0,0,0,0,0.0278355865121827,0,0.0714005866206816,0,0,0,0,0.0498484199729919
X601628.CH.EQUITY,0.0248183335740909,0,0,0,0,0,0.156559095154396,0.229135583601154,0,0,0,0,0,0,0,0,-0.0780747734452641,0,0,0,0,0,0,0,0,0,0.1991964542548,0,0,0.183940217327087,0,0,0.209700507472846,0,0,0,0.181776660106663,0,0,-0.0119017712304692,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0931987771536645,0,0,0,-0.0323471736530562,0,0,0,0,0,0,0,0,0,0,0,0.267558269538502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110548193450916,-0.106785535375493,0,0,0,0.153838016562011,0.122967534826835,0.106258817855111,0.00562495335376064,0,0.0351010081677668,0,0,0,0,0
X2881.TT.EQUITY,0,0.176984543162554,0,0,0,0,0,0,0.23405664902497,0,0,0,0,0,-0.106013471982514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167908189508155,0,0.147962672363606,0,0.448845443745227,0,0,-0.0703029685907169,0,0,0,-0.371335054674517,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,-0.0139078023163529,0.0600587038830861,-0.0332702874184969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13512560145625,0,0,-0.00823340836758614,0,0,0,0,0,0,0,0,-0.0893820567677056,0,0,0
X000002.CH.EQUITY,0.172055661023983,0,0.0775399229835413,0,0,0,0,0,0,0,0,0,0,0,-0.0338178760879951,0,0,0,0,-0.0963672442585606,0,0,0,0,0,0,0,0,-0.0579500247855144,0,0,-0.0892760778925898,0.249009706670761,0,0,0,0.22830531469162,0,0.408782692009273,0.267485927757096,0,0,0,0.0669659175552144,0,0.239430263136434,-0.125107374692988,0,0,0,0
X001979.CH.EQUITY,0,0,0,0,0,0,0,0.578826324060193,0,-0.0726352980511202,0,0,0,0,0.0420830837518859,0,0,-0.316373086738686,0,-0.0804465984677014,0,0.188202495472929,0,0,0,0,0,0,-0.0662537620595462,0,0,0,0,0,0,-0.00418317732195267,0,0.123429877927569,0,0.195201330507711,0.0190339261370307,0.0515660879033099,0,0,0,0.0664771470778259,-0.0137523203265893,0,1.0842021724855e-19,0,0
X600048.CH.EQUITY,0.133825158439501,0,0,0,0,0,0.201447805719604,0,0,0,0,0,0,0,0,0.143512121408824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989700782534986,0,0,-0.0654738446207378,0,0,-3.46944695195361e-18,0,0,0,0.281561361057717,0,0,-0.180022183671792,0,0,0,0.215571706885812,0.225975657131685,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0710691790180251,0,0,0,0.117883593250715,0,0,0.0413528687604655,0,0,0.0987878467859929,0,0,0,0,0,0,0,0,0,0,-0.169127728355629,0,0,0.331461600740123,-4.33680868994202e-19,0,0,0,0,0,0.238284938227246,-0.0612484786298084,0.240507513341545,0,-0.17822050553992,0.111669419510543
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039308600814507,0,0,0.229035895059995,0,0,0,0,0,0,0,0,0,0,-0.0521657170470204,0,0,0,0,0,0,0.162844921438779,0,-0.115088276253781,0,0,0.102792115050262,0.417150652113733,0,0,0.131744215069595,0.0123488726842115,0,0.0558877333059845,0.0391312182967088,0.0884981318248204,0,0
X12.HK.EQUITY,0.101379206828909,0.0370041773093926,0,0,0,0,0,0,0,0,0,0,0,0,-0.127496666223984,0,0,0,0,-0.173634439441649,0,0,0,0,0,0,0,0,0,0,0,0.325946694529337,0,0,0.424024566880999,0,0,0,0,0,0,0,0,0,0,0,-0.160538503158127,0,0.283735690639376,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0237041143562877,0.0202605637899391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163340182455823,0,0,0,-0.0699986293704995,0,0,0,0.224999372695968,0.145426691632676,0,0.254279112748112,0,0.417379150236909,0,0,0,0.228783608876482,0,0.177717435518268
X1997.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799021308356713,0,0.0575352256114949,0,0,0,0,0,0,0,0,0,0.079936543046042,0,-0.0209968658249205,0,0,0,0,0,-0.0606196056963538,0,0,0,0.0258957809687602,0.225386794137295,0.290174787455019,0.099184390809829,0,0,0,0,0.391737776673701,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00153101080477672,0,0,0,0,0,0,0,0,-0.127967580228057,0,0,0,0,0,0,0,0,0,0,0.17832700738439,0,0,0,0,0,-0.137627795402012,0.0449676417818834,0,0.264857768522551,0.219009282786591,0.159925733739059,0,0,0,0,0,0,0,0,-0.02345527554281
X267.HK.EQUITY,0,-0.281534383037042,0,0,0,0,0,0,0.0431145064242101,0,0.0314002822709646,0,0,0,0,0,0,0,0,0,0,0,0.340085453323766,0,0,0,0,0,0.00741267848454194,0,0,0,0,-0.190551486774613,0,0,0,0,0,0,0,0.150671452479739,0,0.0904648824035791,0,0,0,0,0,0,0
X688.HK.EQUITY,0.0385127148760659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214790683843485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158196183697621,0,0,0,0,-0.206570989073113,0.148036669128088,0,0,0.0566503754297645,0.222746497513147,0,0,0,0,0,0,0,0,0
X823.HK.EQUITY,0,-0.0951756249681671,-0.194046983678725,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.000853091624061857,0,0.148131254550129,0,0,0,0.00167250810832279,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216473010804653,0,0,0,0,0,0,0.19043258872628,0.219803023621551,0,0.466644737543548,0,0,0,0,-0.0749012878564364,-0.0425484178862808
MKRturn,0,-0.195847539416047,0,0,0.622525009065618,0,0,0,0,0,0,0,0,0,0.0810831729581194,0.0410907069557193,0,0,0,0,0,0,0,0,0,0,0,0,-0.238980912674054,0,0,0,0,0,0,0,0.0610968634122344,0,-0.219481991166949,0.269327452371078,0,0,0,0,0,0,0,-0.0345861409922456,-0.149844805711603,0,0
TED,-0.772816961309533,0,0,0,0,0.370279088401651,0,0,0,0.112313925943746,0,0,0,0,0,-0.234594413425032,0.194322700193138,0.391341842349724,0.150986771026546,0.0958517045894878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297741539903876,0,0,0,0.0873984776508756,0,0,0,0,0.0296554202196299,0,0,0,-1.38777878078145e-17,0,0,0.251084747475421,0
