,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0260929267716463,0.00274981231168805,0.274625971388905,0,0,0.172922289891093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559565918571058,0,0,0,0.0798930922999558,0,0,0.0435706521128788,0,0,0,0,0.0543191111507597,0,0,0,0,0,0,0,0.258881817506875,0,0,0,0,0.0151959881377147
X002142.CH.EQUITY,0.19209150160206,0,0,0,0,0.0570744864990518,0,0,0,0,0,0.153257003577643,0,0,0,0,0.137796663212746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890202828334231,0,0,0,0.019491504824609,0.112365551866772,0,0,0,0,0,0,0.133377007629035,0,0,0,0,0,0,-0.104832141464072,-0.0181543109968178
X600000.CH.EQUITY,0,0,0,6.93889390390723e-18,0.396345131176374,0,0,0.100248958787971,0.228147233657583,0,0,0,0,0,0,0,0,0,0.00945312224971245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417284326328208,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0142389495593764,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.0317345491705194,0,0,0.0877027405283631,0.384618886408295,0.0404446421660387,0,0,0,0,0.00500201543699503,0.192410913672892,0,0,0,0,0,-0.06497080627955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299263391670087,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.319729870482522,0,6.93889390390723e-18,0.1976499817158,0,0,0.180019476577173,0.219074704666646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569591879462314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,-1.73472347597681e-18,0,0,0,0,0.287926522156798,0,0,0,0,0,0,0,0,0,0.0444888843343895,0.0246658907682289,2.77555756156289e-17,0,0,0,0,0.0112508238242955,0,0,0,0.132052069573255,0,0,-6.93889390390723e-18,0,0,0,0,0,0.201228595723473,0.263791379677262,0,0,0.150223854211662,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.242423497729089,0,0.0667267023355295,0.101912813658019,0,0.155944245229974,0,0,0,0,0,0,0.318335773620262,0.0247600271132629,0,0,0,0.0010591467138637,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784085894123613,0,-0.0131072009413659
X601169.CH.EQUITY,0,0,-8.67361737988404e-19,0.056645138587654,0.0127308003713129,0,0,0,0.372799292620487,0,0.0671576720100806,0,0,0,0,0.261615697875269,0,0,0,0,0,0.0798815451785146,0,0,0,0.0199069487003842,0,0,0.0310046431656004,0,0,0,0.078394757933297,0.0215534716907169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.178469177829615,0,-6.93889390390723e-18,0,0,0,0,1.73472347597681e-18,0.215444014225258,0,0.093727755780967,0,0,0.142771840444262,0.0650502587291905,0,0,0,0,0,0,0,0,0,0,0,0.210503358102551,0.00492356337349731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577491891598007,0,0,0,0,0
X601288.CH.EQUITY,0.0327214103848657,0,0,0,0,0,0,0,0.0895497947292654,0,0.0950263960343782,0.369314842815691,0,0,0.30967617207718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751530027615256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254320658515364
