,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.322235984355515,0,0,0,0,0,0,0.153004429557095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692478398779805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275517851430092,0,0.170303145206704,0,-0.0794977865898699,0,0.120508408156536,0,0,-0.0793053092582225,0.0716807180656995,0,0,0,0
X002142.CH.EQUITY,0.235177364036966,0,0,0,0,0,0.154293311787735,0.00132538773348417,0.0463753563969196,0,0,0,0,0.295471087722037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129454853640779,0,0,0,0,0,0.116157432011717,0,0.143513438908011,0,0,-0.164017514770383,0,0,0,-0.0063281370964579,0,-0.0380204797071897,0,0,0,-0.117844843706916
X600000.CH.EQUITY,0,0,0,0,0,0.345105585045255,0,0,0,0.0489192550055253,0,0,0,0,0.230436157726992,0,0,0,0,0,0.0634599772962818,0,0,0,0,0.0531839142247658,0,0,0,0,0,-0.104356203729487,0.349260321552878,0,0,0,0,0,0,0.0288918164539718,0.196062708435075,0,0,0,-0.0927696441707236,0,0,0,0,0,-0.200372827592954
X600015.CH.EQUITY,0.00441209705166972,0,0.249846646996933,0,0,0,0,0.469750636785732,0,0.098922207961545,0,0,0,0,0.0406411807485575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138066810593334,0,0.0429336707917625,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0258295590171959,0,0,0.0963761332760641,0,0,0,0,0,0.19430175253474,0,0,0,0,0.110022437675065,0.0686807360621648,0,0,0,0.142277737243838,0,0,0,0,0,0,0.027176725136376,0,0,0,0,0,0,0,0,0,0,0,0,0.118324075566099,0,0,0,0,0,0,0,0,0,0.0963141855667197,-0.102072510044592
X600036.CH.EQUITY,0,-0.0817172815006696,0.394779298005878,0,0,0,0.0435074231912507,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.271816430520175,0,0,0,0,0,0,0,0.0725219043545264,0.394981075415794,0,0.0927884042121275,0,0,0,0,0,0,0,0.0713104499598877,0.00775116271648796,0,0,0,0,0,0,0,0,0,-0.297461803508902
X601166.CH.EQUITY,0,0.269475018222256,0,0,0,0,0,0,0,0,0,0,0,0,0.3229332887493,0,0,0,0,0,0,0,0,0,0,0.0235639707414342,0,0,0,0,0,0,0.17647206694792,0.251882576363545,0,0,0,0,0,0,0,0,0,0,0,0.0950400786136196,0,0,0,0,0.162235835700855
X601169.CH.EQUITY,-0.0132819828328589,0,0,0.703626096778814,0,0,0,0,0,0,0,0,0.294061505627312,0,0,0.0351659032779721,0,0.0846850239632247,0,0,-0.127355051512791,0,0,0,0,0.0670123297009097,0,0,0,0,0.0232031792870138,0,-0.0433498711436965,-0.373871427126971,0,0,0,-0.0952878581655375,0.505392090463957,-0.0198140617142047,0,-0.171457468469144,0,0,0,0,0.0814529215800514,0,0,0,0
X601229.CH.EQUITY,0.187760084066675,0.0443701755860252,0,0,0,0,0,0,0,0,0,0.465434475303988,-0.176844033922118,0,0,0.101730302908809,0,0,0,0,0,0.0176925670735735,0,0,0,0.150637417565372,0,0,0,0,0,0,0.21904021499472,0,0,0.199818294276541,0,0,0,-0.00130692102667508,-0.153567559478226,0,0,0,0,0,0,0,-0.0269029387146553,0,0
X601288.CH.EQUITY,0,0,0,0.212828903127951,0,0,0,0,0,0,0.0243741509644036,0,0.0923329933111702,0,0.277576713448451,0,0,0,0,0,0,0.1316685451538,0,0,0,0,0,0,0,0,0.0659158481690241,0.121271982303342,0,0.0614561689462384,-3.46944695195361e-18,0,0,0,-0.116373846394561,0,0,0,0,0,0,0,0.179490107282368,-0.0624621998922805,0,-0.00532094380957483,0
