,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0.123988050744458,0.121865971143604,0,0,0.011593349704598,0.130707794243977,0,0,0,0,0,0,0,0.0197672318171531,0,0,0.0303075736125793,0,0.198801134621246,0,0,0,0,0,0,0,0.0493523941321206,0,0.0428122384865956,0,0,0,0,0,0,0,0,0,0.157286097070107,0,0,0,0,0.0270430698758995,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.0542860970394944,0,0,0,0.327347344063063,0,0,0,0,0,0,0,0.259634359012247,0,0,0,0.020288331021817,0,0,0,0,0,0,0,0,0,0,-0.0455668965976627,0,0,0,0,0,0,0,0,0.159880582381505,0,0.0336381600274452,0.102118257761774,0,0,0.167368834812573,0,-0.0256880365319167,0.00310726445640467,0.0265274655112127
X600000.CH.EQUITY,0,0,0,0.208196485076742,0,0.00749542380598973,0,0,0,0,0,0.276503442995127,0,0,0.278063164204297,0,-6.93889390390723e-18,0.11376562920753,0,0,0,0,0,0,0,0,0,0,0,0,0.0504214517219212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824556451545319,0.0606726009768966,0,0.0119573919951694
X600015.CH.EQUITY,0,0,0,0,0,0,0.00468195391788854,0,0,0,0.181303169309605,0.34290293019369,0,0,0,0,0,0,0,0.0303962896630451,0,0,0,0,0.240227856697292,0,0.151866637578083,0,0,0,0,-0.0622598844355743,0,0,0,0,0,0,0,0,0.173924051982746,0,0,0,0,0,0,0,0,0,-0.0502603322899291,0
X600016.CH.EQUITY,0.0345265119848958,0,0,0,0,0.0716010947200346,0,0,0,0,3.46944695195361e-18,0.0861614109104979,0,0,0,0.309448516264497,0,0,0,0,0,0,0,0.293227102995358,0,0,0,0,0,0,0,0,0.0998738926212405,0,0.00736765574888334,0,0,0.00294628858850911,0,0.0394218662921241,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.4487233096898,0.0835796532588527,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.0877028657843116,0,0.178251603574293,0,0,0,0,0,0.277241429781455,0,0,0,0.0247003138785215,-6.93889390390723e-18,0,0,0.0738477701919555,0,0,0,0,0,0,0,0,0,-0.107465864721162,0,0,0,0,0,0,0,0,0.0583898759839649,0.102533915887627,0.0467853009311383
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.418794029506743,0.209926125287884,0,0,0,0,0.0450796405112134,0.0460692594369144,0,0,0,0,0.223877237360964,0,0,0,0,0,0,0,0,0.125381579207839,0,0,0,-0.0240698287867189,0,0.029767184029572,0,0,0,0,0,0,0,0,0,0,0,0,0.0230433938264795,0,0,-0.0520376263906933,0
X600926.CH.EQUITY,0,0.258836318835671,0,0,0,0.0209666573519716,0.426884624221948,0,0,0,0,0,0,0,0,0,0,0.222137176382671,0,0,0,0,0,0,0,0,0,0,0.175286305399482,0,-0.100444509035304,0,0,0.0432677355559411,0,0,0,0,0,0,0,0.0334365200301726,0,0,0,0,-0.170900154862353,0.0279166528000545,0,0,-0.00393129415160114,0.0784250709647253
X601009.CH.EQUITY,0,0,0,0,-0.125343742438221,0,1.73472347597681e-18,0.394763793470989,0,0,0,0,0,0,0,0,0,0,0.364861112121507,0,0,0,0,0,0.0230210295892291,0,0,0.0467222133476468,0.323585957410989,0,0,0,-0.0911805652341903,0,0,0,0,0,0,0.0618256704975439,0.344952800214583,0,0,0,0,0,0,0,0,0,-0.263350091987748,0
X601166.CH.EQUITY,0,0.297428907965338,0.206706837580096,0.0296285936244936,0,0,0,0,0.0311162986095384,0,0,0,0,0,0,0,0,0,0,0,0.137021906899486,0,0,0,0,0,0,0,0,0.0542111081982423,0,0,0,0,0.201505472697003,0,0,0,0,0.0194037343944839,0,0,0,0.0834138658462451,0,0,0,0.0592518624669651,0,0,0,0
