,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0.103876929751785,0,0.127077718256212,0.0578215656544792,0,0,0,0,0.1845663157825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434770715579605,0,0,0,0,0.161863667608034,0,0.0040016587291317,0,0.0081149553325972,0,0,0,0,0,0,0.0662496183579729,0.0524643162366264,0,0,0,0
X002142.CH.EQUITY,0.311075990811743,0,0,0.153154295496158,0,0,0,0,0,0,0,0,0,0,0,0,-0.025844952337937,0,0,0,0,-0.136785267090899,0,0.372575320673928,0.0189884010595468,0,0,0,0,0,0,0,0,0.113340231073885,0,0,0,0,0,0,0,0,0.0694804610801604,0,0,0,0,0,0.0163322004866983,0,0
X600000.CH.EQUITY,0.0942128622471279,0,0,0,0.138885237121341,0.20984840493518,0.00416174432975534,0,0,0,0.142894472110008,0,0,0,0,0,0,0,0,0,0.173505015536836,0,0,0,0,0,0,0,0,0,0,0.102080495949265,0,0,0.0341924010894047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.0404944559444971,0,0,0.379486587454842,0.055520502789165,0,0,0,0,0,0.375131834989546,0,0,0,0,0,0.0936766297020643,0,0,0,0,0,0,0.0236374236555882,0,0,0,0,0,0.00363498788364779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0890565493746065,0,0,0.306780049175817,0,0.0433029228841589,0.00735882892192116,0.267625827263122,0,0,0,0.0450468872911987,0.0253123273019903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230907667326509,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.400171955453045,0,0.210171095341768,0,0,0,0.061996452854322,0,0,0,0,0,0,0,0,0,0,-0.0462172924769367,0,0,0,-0.0465444741752524,0,0,0,0,0,0,0.035261271512232,0.171254458920726,0,0,0,0.0954463591290179,0,0.0197162513831185,-0.0380246249299664,0,0,0,0,0.108487263667072,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0785572868026149,0,0,0.293859287417276,0.142739358169241,0,0,0,0,1.73472347597681e-18,0,0,0.139544978120378,0,0,0.00440906233564656,0,0,0,0,-0.0193494583897838,0,0,0,0,0,0,0,0.0658125143645769,0,0,0,0.115830684752628,0.00812399366430393,0,0,0,0,-0.00737875319564409,0,0,0,0.0285007298601573,0,0,0,0,0,-0.00911002863407984,0
X601169.CH.EQUITY,0,0,0,0.0785245477796366,0.0917906894179179,0.295564699761063,0,0,0.198155487172357,0,0,0,0,0,0,0,0,0,0,0,0.247735563990573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539541858547869,-0.0293662641543082,0,0,0,-0.0168179361094584,0,0,0,0,0,0.0589689509376202,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.415480899518964,0,0,0,0,0,0,0.0233807527513198,0,0.138903914685078,-2.77555756156289e-17,0,0,0,0.0548875419627508,-0.0273876766067323,0,0,0,0,0,0.0808660770039207,-0.0846628062402188,0.34341821563122,0,0,0,0,0,0,0,0,0,0,0.0990170308872747,0,0,0,-0.0416118188000058,0,0,0,-0.0497107028163219,0,0,-0.0348586106916105,0,0
X601288.CH.EQUITY,0,0.0771584318538695,0,0,0,0,0,0,0,0,0.0957436115596245,0.373899322768043,-1.38777878078145e-17,0,0.0101590422885372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23590441789842,0,0,0,0,0,0,0.125000301763847,0,0.0648515146608473,0,0,0,0.0303334240552218,0,0,0,0,0
X601328.CH.EQUITY,0.00466225087467096,0,0.0771943246681593,0,-8.67361737988404e-19,0.0500404018925921,0,0.258467649056166,0.169592933007119,0,0,0,-1.73472347597681e-18,0,0,0.208360822053704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101864595160244,0,0,0,0,0.0082038441798287,0,0,0.0884840920377735,0,0,0,0,0,0,0,0,0.0236934756249529,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0.0664863508464163,0,0,0,0.092943840031257,0,0,0,0.528365920977654,0.0809716499803905,0,0.036099769787321,0,0.0261864476584067,0,0,0,0,0,0,0,0,0,0.0640827664812789,0,0,0,0.0221046736769192,0,0,0,0,0,0.00760906471364875,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.0529916339159861,0,0,0,0,0.0575870008314531,0.24267202579005,0,0.105113563467069,0,0.0619237226874043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965287761951659,0,0,0.122810215932035,0.0225108611837063,0,0.0624102444336873,0,0,0,0,0,0.141882832973724,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0.0845593543149903,0.0663829282469066,0.0317594736037111,0.0794344902229635,0.0886733430761605,0.405187767957507,0,0,0.100383193851246,0,0,0,0.00251601670546389,0,0,0,0,0,0,0,0,0.00539880441886128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409307986725824,0.0451633870811964,0,0.0220672462265301,0,0,0
X601988.CH.EQUITY,0,0,0,0.403988645495991,0.352459296660216,0,0,-1.38777878078145e-17,0,0.0111320138812758,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0700749836769493,0,0.00329434686958947,0,0,0,0,0,0,0,0,0.0367605200692035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
