,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.319503640760887,0,0,0.0440333099663353,0.499381268897182,0,0,0,0,0.132732416064177,0,0,0,0,0,0,0,0,0,-0.0204964594514017,0.152539673364364,0,0,0,0,0,0,-0.00297970054578035,0,0,0,0,0,0,0,0,0,0,-0.188347740020296,0,0,0,0,0,0,0,0,-0.118873649229797,0,0,-0.0783265459784101
X002142.CH.EQUITY,0.217061382661323,0,0,0,0.0315511585861767,0.109481947716918,0.0245440482901454,0,0,0,0,0,0,0,0,0,0,0,0.0565674018173991,0,0,0,0,0,0.144610897452342,0,0,0,0,0,0,0,0.197205176577346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201716428586893,0
X600000.CH.EQUITY,0,0,0,0.102650720830955,0,0,0,0.0393387948197968,0.300704736721298,0,0,0,0.139250922337487,0,0,0.0894121242131018,0,0,0.0859020277971864,0,0.0951607871333822,0.0618828492449054,0,0,0,0,0,0,0,0,0,0,-0.00293973113901976,0,0,0,0,0,0,-0.0639151368279442,0.104827275637062,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.0337254855394067,0,0,0,0.470104434082767,0,0,0,0,0,-0.0791353543496865,0,0.0618994059591517,0,-0.185628605713792,0,0,-0.0190123539898228,0,0,0,0,0,0.404714610104971,0,0,0,0.187222556529012,0.0964741095667426,0,0,0,-0.0940789238607102,0,0,0.216240667894454,0,0,0,0,0,0,0,-0.0776011084160333,0,0,0,0
X600036.CH.EQUITY,0.0353749784070773,0,0.0486618303168467,0.474694863833609,0,0,0,0,0,0,0.0385784816147088,0,0,0,0,0,0,0.0199512336942001,0,0,0,0,0,0,0,0,0,0,0,-0.125537546647566,0,0,0,0,0,0.203345424968086,0,0,0.118911369371934,0,0,0,0,-0.0496269359670864,0,0,0,0,0,0,-0.0204615946874299,0
X601166.CH.EQUITY,0.416640186016437,0,0,0,0.0268264347584302,0,0,0,0,0,0.277104148428697,0,0,0,0,-0.0246413226369994,0,0,0,-0.0654227802132455,0,6.93889390390723e-18,0,0,-0.0166252892254978,0,0,0,0,-0.0742233721862613,0,0,0.101577925495228,-0.073845518193068,0,0,0.0353602192011651,0,4.33680868994202e-19,0,0.131215610725212,0,0,0,-0.139487064595556,0,0.0203184889083872,0,0.0968836027238113,0,0,0
X601229.CH.EQUITY,0,0.0832866756354512,0,0,0,0,0,0,0,0,0.553012032493126,0,0,0,0,0,0.015957289919132,6.93889390390723e-18,0,0,0,0,0,0,0.00918539307262866,0,0,0,0,-0.00774821674802269,0,0.285665200923915,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.117164785845372,0,0
X601288.CH.EQUITY,0,0,0.0500444373687972,0,0,0,0,0,0,0.00387784174784167,0.10318957866314,0,0.515388259688828,0.164273740985519,0.0324468381747273,0.0616075757494323,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0763986567124577,0,0,0,0,0,0,0.0311833042993867,0,0,0,0,0,0,0,-0.00045580382888168,0,0,0,0.0884311293811191,0,0.0523609008192914,0
X601328.CH.EQUITY,0,0,0.367772828853098,0.0951514649273406,0,0,0,0,0,0,0,0.0166035041643837,0.0655306353286618,0.023857907966978,0.209166972308582,0.0496237538759881,0,0,0,0,0,0,0,0,0,0,0.0679594103195907,0,0,0,0,0,0,0,0.0652465608325798,0,0,0.0370024089508908,0,0,0,0,0,0,0,0,0,0.0631404253672383,0,0,0.0798296915006888,0
X601398.CH.EQUITY,0,0,0,0,0,0.0132601869589348,0,0,0,0,0,0.213678608194312,0.405082168831064,0.24676368968893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239776573288686,0,0.0118670714104101,0,0,0,0,0,0,0,0,0,-0.0912097621416974,0,0.0640846608659952,0.0671516490554892,0,0,0
X601818.CH.EQUITY,0,0.150863369040021,0,0,0,0.268708719789324,0,0,0,-0.0758942185395753,0,0,0,0.309890652238037,0,0,-0.0686409209195986,0,0,-0.0135269655180888,0,0,0,0,0,0,0,0,0,-0.0421009339446667,0.336091837231923,0,0,0.0255709946931556,0,0,0,0,0,0,0,0,0,0,0,0,0.217473784743779,0,0,0.0773951353191863,0,0.0690267505786997
X601939.CH.EQUITY,0,0,0.0265860733445191,0.0410558454463724,0,0,0,0,0,0.322292156191832,0.026792783818091,0,0.457740868336242,0,0,0,0,0.134176713320373,0,0,0,0,0,0,0,0,0,0,0,0,0.188799033593979,0,0,0,0,0,0,0,0,0,0,-0.0340152003412184,0,0,0,0,0,0,0.0773046526495489,0,0.172507937300304,0.0973257863362268
X601988.CH.EQUITY,0,0,0.0428222927620956,0,0,0,-0.0982949257590886,0.523834964191222,0.283684639733288,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.00784539800743872,0,0,0,0,0,0,0,0.146066465985811,0,0,0.00141235989991396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417949914727067,0,0,0
X601998.CH.EQUITY,0,0,0.0342077765130765,0,0,0,0.0415720410488013,0.296412847350715,0,0.118708145858282,0.164489840146013,0,0.264736972225237,0,0,0.0282192876937975,0,0,0,0,0,0,0,0,0,0.0248868218699384,0,0,0,0,0,0,0,0,0,0.0843069125455932,0,0,0.16377158540009,0,0,0,0,0,0,0.0255288940931869,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,-0.261463609658489,0.369303212958982,0,0.275832798537339,0,0,0.0748908344825763,0,0.293938124333517,0,0,0,0,0,0,0,0,0,0,0,-0.196875489605062,0,0,0,0,0,-0.0239453164159599,0,-0.0665612239992703,0,0.0164413139679942,0,0,0,0,0,0,0,0,0,0,0,0,0.0883223751538338,0,0,0.0696014819232487,0.186059138468338
X11.HK.EQUITY,0,0,0,0,-0.0966751485609686,0,0,0,0,0,0,0,0,0,0,0,0.0979432920516657,0.583820828453894,0,0,0,0,0,0,-0.00567155965453823,0,0,0,0,0,0,0,0,0,0.0488290856650051,0.0463173697609861,0,0,0,0,0,0,0,0,0,0,0,0.226360472225171,0.12184122401082,0,0,0
