,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.208735151374545,0,0,0.152239660128985,0.447867713880383,0,0,0,0,0,0,0,0,0.0633543191313547,0,3.46944695195361e-18,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0534723584308599,0,0,0,0,0.245451658828077,0.00600714863387669,0,0,0,0,0,0,-0.0228494461023954,0,0,0,0,-0.0233342445245832,-0.128349756568077,-0.197325484678169,0,0,0
X002142.CH.EQUITY,0.181583257807916,0,0.0131282723830896,0,0.0445237769806845,0.139174492821549,0,0,0,0.0262691124569608,0.0331400418493471,0,0,0,0,0,0,-0.0343562995521038,0,0,0,0,0,0.0619289320970488,0.125793104495153,0,0,0,0,0,0,0,0.204717654911666,0,0,0,0,-0.0287312092840788,0,0,0,0,0,0,0,0,0,0,0,0,-0.050626228485219,0
X600000.CH.EQUITY,0,0,0,0,0.113239772194249,0,0.0164188315386353,0,0.461131960743849,0,0,0,0,0.0690563881416997,0.00663040521543948,0,0,0,0,0,0.0547839967642588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270843562547884,0.0172908143757859,0,0,0,0,0,0.00627831190687068,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.210259447009644,0,0,0,0.231471280928537,0,0,0.161450782669543,0,0,-0.0393934161565536,0,0.198133606514358,0,-0.128309981742607,0,0,0,0,0,0,0,0,0.648439936757384,0,0,0,0.0701523619124467,0,0,0,0,-0.0194710500449111,0,0,0,0,0,0,0,0,0,-0.0231072946992602,-0.0790520493038531,0,0,0,0
X600036.CH.EQUITY,0.148513984918768,0,0.163911678518177,0.406637161596156,0,0,0,0,0,0,0.0329999842758142,0,0,0,-0.10142423661689,0,0,0.0639688967253003,0,0,0,0,0,0,0,0,0,0,0,-0.106310310522153,0,0,0,0,0,0.159833595063147,0,0,0.158810439729377,0,0,0,0,-0.0735354235221909,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.399974198894988,0,0,0,0.0154878268196523,0,0,0,0,0,0.292915406555309,0,0,0,0,-0.0305420642840466,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051839616851873,0,0,0,0,0,0,0,0,0.109714053080974,0,0.0388862205867948,0.0553778131785893,0,0,-0.076567106545801,0,0.0317073550257608,0,0.0430204811077016,0,0,-0.1725667287821
X601229.CH.EQUITY,0,0.186967261314779,0,0,0,0,0,0,0,0,0.657795330461899,0,0,0,0,0,0.131390078231096,0,0,0,0,0,0,0,0.171603094291581,0,-0.0280569683925898,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0532440915505844,0,0,0,0,0,0,0,0.107332818946171,0.0826699452335404,0.452445050026721,0.0523130889115536,0.0658693568245355,0.130796323655897,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519283451066775,0,0,0,0,0,0,0.0316004772739518,0,0,0.044588709761027,0,0,0,0,0,0,0,0,0.00724882359967516,0,0,0
X601328.CH.EQUITY,0,0,0.359469215881524,0.102628331708798,0,0,0,0,0,0,0,0,0.0942695166147874,0,0.14124162914878,0.0596808090318874,0,0,0.0206868711663921,0,0,0,0,0,0,0,0.0545442112630144,0,0,0,0,0,0,0,0.0583510206375581,0,0,0.0361712416293223,0,0,0,0,0,0,0,0,0,0.055613036065709,0,0,0.0815763358080836,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0312022868708696,0,0,0,0.204634722993549,0.400750517974825,0.254506445150793,0,0,0,0,0,0,0,0,0,0,0.03492069378186,0,0,0,0.0116125582428001,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0925043569743002,0,0.0501430290294839,0.0807127000848306,0,0,0
X601818.CH.EQUITY,0,0.264666761753344,0,0,0,0.159112031834786,0,0,0,0,0,0,0,0.233483751371219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217568842602848,0,0,0.0420131998942427,0,0,0,0.0866758651455317,0,0,0,0,0,0,0,0.0369428219376716,0.0328208090886601,0,0,0,0,0
X601939.CH.EQUITY,0,0,0.0630191143922299,0.0744271667932159,0,0,0,0,0,0.357377937799069,0,0,0.370863387884762,0,0,0,0,0.187645409459631,0,0,0,0,0,0,0,0,0,0,0,0,0.12728964482754,0,0,0,0,0,0,0,0,0,0,-0.0378367297869086,0,0,0,0,0,0,0.0892247164817396,0,0.156376313428545,0.148199771521432
X601988.CH.EQUITY,0,0.0271239688244113,0,0,0,0,0,0.505728138071955,0.270173809478928,0,0,0.016166821684022,0,0.0495664699115555,0,0,0,-0.0223860323434023,0,0,0,0,0,0,0,0.000804232483523144,0,0,0.0691094040056556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340075992132243,0,0,0,0,0,0,0,0.100630716914911
X601998.CH.EQUITY,0,0,0.110047419680029,0,0,-0.114267441266529,0,0.136183308277128,0,0,0.274492265427029,0,0.279784828557998,0,0,0,0,0,0,0,0,0,0,0,0,0.129613220419701,0,0,0,0,0,0,0,0,0,0.176508176661767,0.0485095657137256,0,0.166750460266563,-0.100189174927917,0,0,0.109458717264979,-0.134271896002329,0,0,0,0,0,0,-0.0182091066004223,0
X601658.CH.Equity,0,0,0,0,-0.230231601737312,0.359811726663098,0,-1.38777878078145e-17,0.268891565784951,0,0.0609822892311108,0,0.437401235518675,0,0,0,0,0,0,0,0,0.197024491461485,0,0,-0.384767350001596,0,0,0,0,0,0,0,-0.0438136760099266,0,0.0592599174706425,-0.077245162650147,0,0,0,0,0,0,0,0,0,0,0,0.195545647795246,0,0,0,0
X11.HK.EQUITY,0,-0.0354140316373583,0,0,0,0,0,0,0,0,-0.0240579609820779,-0.0798681867241139,0,0,0,0,0.045500765372586,0.586972957961678,0,0,0,0,0,0,-0.0609359406859178,0,0,0,0,0,0,0,0,0,0.10383801707379,0.0638645223587987,0,0,0,0,0,0.0375577500917521,0,0,0.0462577769282776,0,0,0.128529331710776,0.140476832384474,0,0,0
X2388.HK.EQUITY,0,0,0,0.0789150227952622,0.12045235362862,0,0.0148639810482397,0,0,0,0,0,0,0,0,0.456607413625569,0,0.10799719275328,0,0,0,0,0,0,-0.0669641986830505,-0.223293933232252,0,0,-0.0412144943283921,0,0,0,0,0,0,0,0,0,0,0.101540288447332,0,0.0520161774750804,0,0,0.209185375385389,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.157215840844463,0,0,0,0,0,0.0701712827659385,0,0,0,0.113828001995098,0.0624036383429403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368722146313309,0,0,0,0.0448539123893626,0.152576406085023,0.0423840696044902,0,0
X000166.CH.EQUITY,-0.0722082473104172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048926230390348,0,0.274899299752758,0,0.0805337207950483,0,0,0.34883479134707,0,0.326857146652674,3.46944695195361e-18,0,0,0.0627586035204409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
