,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0.0419475960310142,0.0186184728771305,0.357742815485988,0,0,0,0,0,0,0,0,0,0,0,0,0.0269230757477881,0,0,0,0.271710322492054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111764340560044,0,0,0.0733486675007749,0,0,0,0,0,0,0,0,0,-0.00716943006084536
X002142.CH.EQUITY,0.182855538078498,0,0,0.18075294491281,0.273879986000893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685266935339731,0,0,0,0,0,0,0,0,0,0,0.259213734180232,0,0,0.307708821797028,0,0,-0.323211508091158,0.113123428027477,0,0,0,0.121622835822,0,0,0,0,0,-0.0456028942052795,0,0,0,-0.196326949078514
X600000.CH.EQUITY,0,0,0,0,0.0901210387615502,0,0,0,0.0248409175992381,0,0.0307331529810106,0,0.401454860691921,0,0,0,0,0,0,0,0,0,0,0,0,0.284192397528106,0,0,0,0,-0.0368801592580252,0,0,0,0,0,0,0.0962297569515034,0,0,0.688653963935724,0,0,0,0,0,-0.211027664599926,0,0,0.155178517554962,0,0
X600016.CH.EQUITY,0,0.212476503616509,0,0,0,0.110623214769845,0,0.0379381295442241,0.0360651061472057,0.113905259987585,0,0.000742205125520553,0,0,0,0,0,0.133803393937945,0,0,0.201311437281372,-0.0775794034268604,0,0,0,0.0758659220648101,0,0,0,0,0,0,0,0,0,0,0,-0.0226471582572245,-0.0748945002854677,0,0,0.0083786655473128,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X600036.CH.EQUITY,0.11465510883291,0.126064191115563,0.150003601541278,0,0,0,0,0.0420460314205347,0.333184780903872,0,0,0,0,0,0,0,0,0,0.0722739590273373,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0155110039211184,0,0,0,0,0,0,0,0,0.137883808861085,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0593087367616663,0.066549461955622,0.0783811669015606,0,0.334748274079696,0,0,0,0,0.112222798008424,0,0.291611730837118,0,0.0390959020786304,0,0,0,0,0,0,0,0,0,0.00207010236638314,0,0,0,-0.0225778542793818,0,0,0,0.0592350961935061,0,0,0.0139160595964993,0,0,0,0,0,0,0.0216138487763933,0,0,0.0155569848295085,0,0,0,0,0.0300494978675199
X601169.CH.EQUITY,0,-0.0383455549841442,0,0,0,0.0116733361418519,0,0,0,0,0,0,0,0.778743347778714,0.0662709064728614,0,0,0,0,0.0338052034588329,0.00656900675886121,0.0380047331387374,0.00998380314970828,0,0,-0.0299852582171395,0,0,0,0,0,0,0,0,0,0,0.0252933805800006,0,0,0.00793541700031922,0,0,0,0,0,0.0491523502094731,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.464656144443812,0,0,0,0,0,0,0,0.4285498292132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118141552817264,0,0.0455055348503433,0.043349598642917,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.910646496815605,0,0,0,0.0299196347787641,0.0446229465519574,0,0,0,-0.025732728199005,0,0,0.0186240338389677,0,0,0,0,0,0,0,0.122426940194909,0,0,-0.089331149630993,0,0,0,0.0313833260087387,-0.0787056955023476,0,0,0,0,0,0,0,0,0.00654434251095123,-0.0534939706913838,0
X601328.CH.EQUITY,0,0,0.0290061258813973,0.373962272553511,0.112399150597507,0,0,0.251562758642245,0.0463206257438029,0,0,0,-6.93889390390723e-18,0.020590433973937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
