,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.240164405375322,0,0,0,0,-2.77555756156289e-17,0,0.0853172062635375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.151481540142217,0.0259166293312864,0,0,0,0,0,0.0966028896134627,0.0980154276898434,0,0.212929969894472,0,0,0,0,0.160143757033789,-6.93889390390723e-18,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.103312136999213,8.67361737988404e-19,0,0.239246104315594,0,-0.0374605904328834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163527277009108,0.0789930206693542,-8.67361737988404e-19,0,0.11230797910849,0,0.0460328366716989,0,0,0,0.307005521893713,0,0,0,0,0,0,0,0,0.0620482753094579,0,0,0,0
X600000.CH.EQUITY,0.0181981244081814,0,0,0,0.0193625142105511,0,0.219236036057565,0,0,0.260066921327544,0,0,0,0,0,0.0405505699109565,0,0,0,0,0.00238331882062304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089218367417259,0,0.0598501214712962,0,0,0,0,0,0,0,0,0,0.15506396207487,0,0,0,0,0
X600015.CH.EQUITY,0,0.0334202441211541,0,0,0,0,0.288663498592982,0.247626810961544,0,0,0,0,0.161378495861744,0.138163418032695,0,0,0,0,0,-0.0527077410627266,0,0,0,0,0,0,-0.123366749059905,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.285575111825275,0,0,0,0,0,0,0,-0.0566553340017047
X600016.CH.EQUITY,0,0,0,0,0,0,0.10310110623922,0.0634323266672006,0.115894518476605,0.131041662794698,0.336946738433086,0,0,0,0.0296190410768205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429322056455735,0,0,0,0.211543857443992,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.16983471254365,0.36793166291981,0,0,0,0,0.12430770027529,0.0615627517810417,0,0,0,0,0,0.179031586003039,0,0,0,0,0,0,0,0,0,0,0.0310476472689281,0,0.02962119402805,0,0,-0.0295540621047421,0.0164164395574249,0,0,0.131438514133434,0.0987793703177211,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217753134933534,0,0,0
X601166.CH.EQUITY,0.0245037382851168,0,0.0337141923593098,0.111369485942061,0,0.487906826380912,0,0,0,0,0,0,0.22647741114239,0,0,0,0.031326932420038,0,0,0,0.036316832583217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335148644641271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.103955081681351,0.226071914802405,0.323902495936544,0,0,0.167638820650211,0,-0.0669386356768776,0,0,0,0,0.0840766780997298,0,0,0,0,0,0,0.0825904962093301,0,0,0,0.143909074840095,0,0,0.0952327208253309,0,0,0,0,0,0,0,0,-0.0858097716607427,-0.00741613126685397,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0975673958667892
X601229.CH.EQUITY,0,0,0.0463693251373431,0,0,0,0.224529120345629,0,0,0,-0.174652145657837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202541748315995,0,0,0.269278705716883,0,0,0,0,0,0,0,0.0821284923220088,0,0,0,0,0,0,0,0.0797281474060924,0,0,0,-0.0907071078441415
X601288.CH.EQUITY,0,0,0.0228067807517667,0,0.142704138237154,0,0.116539387087609,0,-0.0289520766009283,0,0.0996060233216175,0,0,0.492556651386812,0.119438255345999,0,0,0,0,0,-0.0952683062233348,0.0338708628328167,0,0,0,0,0,0.155671284091756,0,0,0,0,0,0,0,0,0,-0.0416439404285081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
