,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0,0.262715527161225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224556253958291,0,0,0.0033370155078237,0,0,0,0,0,-0.0384117274754717,0,0,0,0,0,0,0,0.378709610080168,0,0,0.0598174194642031,0.00316640047739477,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0906469321563849,0,0,0,0,0,0.157173855664862,0.305946141355086,0,0,0,0,0,0.0650550651415138,0,0,0.0227854164374099,0,0.0209664588086801,0,0.0199729085577196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351425312370783,0,0,0,0,0,0,0.0294017794764901,0,0,0
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205324784739473,0,0,0.216668574049011,0,0,0,0,0.111520297592127,0.158052031776534,0,0,0,0,0,0,0,0,0,0,0,0.0711634520506361,0,0,0,0.116246935742813,0,0,0,0.181145411950728,0,0,0,-0.144360062166843,0,0
X600000.CH.EQUITY,0,0,0,0,0.153890116351692,0.0660727291314307,0.0374382118098316,0,0,0,0,0,0.234816628949273,0.0500966033556438,0.0459439004688416,0,0,0.195296836467773,0,0,0,0,0,0,0,0,0,0,0.0690257855502479,0,0,0,0.108978244970367,0,0,0,0.00619391715287729,0,0,0,0,0,0,0,0,0,0,0,-0.0203600143010378,0,0,0
X600015.CH.EQUITY,0,0,0,0.402833676240025,0,0.0163648104279731,0,0,0,0,0,0.262689716933865,6.93889390390723e-18,0,3.46944695195361e-18,0,0,0,0.0594885223547663,0,0,0,0,0,0,0.255790861907931,0,0.124877392445201,0,0,0,0,0,-0.110506004422957,0,0,0,0,0,0,0,0,0.0404848240872278,-0.0254808729289311,0,0,0,0,0,-0.0242117120369337,-0.113886483858904,2.71050543121376e-20
X600016.CH.EQUITY,0,0,0,0.0571852423349565,0.193151642939052,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.19398046876839,0.0341318596266159,0,0.268513983025026,0,0,0.0931419580544459,0,0,0.130042279103025,0,0,0,0,0.0333868972907702,0,0,0,0,0,0,0,0.0605994628392194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296316597603319
X600036.CH.EQUITY,0.409482360622935,0.0554597061353028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113853216928209,0,0,0,0,0,0,0,0,0,0.249831992822951,-0.0550607810963465,0,0,0.0206974883150371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182007592286079,0.0738588383102235
X600919.CH.EQUITY,0,0.136672449851952,0,0,0,0,0,0,0,0.209799479408994,0.0352911937409822,0.0451673554709627,0,0,0.185704329388644,0.00677870463774669,0,0,0,0,0,0.165857928565665,0.0184356660059228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275768761560409,0,0,0,0,0,0,0,0.0370981893384134,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.426772839155165,0,0,0,0.0105291286830276,0.247507615359101,0,-0.00271890593239571,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0144011092644945,0,0,0,0,0,0.0386900857052073,0,0,0,0,0,0,-0.0404123312534906,0
X601009.CH.EQUITY,0,0,0,0,0.0470110093007074,0,0,0,0.350519919843803,0,0.254798406366485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925907837778585,0,0,0,0,0,0,0,0.0738448769577051,0,0.0955560518720371,0,0,0,0,0,0.0792317242876808,0,0,-0.192443777916406,0
X601166.CH.EQUITY,0,0.202799298692123,0,0,0,0,0.0929099390822458,3.46944695195361e-18,0,0.151062057664857,0,0,0,0,0.165375718408144,0,0,0,0,0.0213646340141633,0.0157096100718456,0,0.27987767750203,0,0,0,0,0,0,0.0234737411249532,0,0.0196596353333972,0,0,0,0,0,0,0,0,0,0,0,0,0.0171661274105376,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.0418590467147332,0,0,0.0707853720102736,0,0,0,0,0,0,0,0,0.0357589240367834,0.0142468732995602,0,0.346692573759826,0,0,0.0772580417586568,0.221668337190334,0,0,0,0.219793141571294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241139786531987,-0.061001616493825,-0.0568706583619757
X601229.CH.EQUITY,0,0,0.058669186516472,0.227684290938136,0.0271491192316826,0,0,0,0,0,0,0.246860135594413,0,0,0.171759817262049,0,0.0710414625922626,0.0437211690688082,0,0,0,0,0,0,0,0,0,0.0842393574057608,0,0,0.0559766806859628,0,0,0,0.0681065347442778,0.0568054681068376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030495556874098
X601288.CH.EQUITY,0,0,0,0.122414951219427,0,0,0,0,0,0,0,0.0633111537058823,0,0,0.388244397279217,0,0,0,0,0.163978779059692,0.199086316029703,0,0,0,0.0676731490043359,0,-0.0124439832206405,-0.104867095726458,0,0,0.0651878818795082,0,0,0,0,0,0,0,-0.0447669189232835,0,0,0,0,0,0,0,0,0,0.0691516667929563,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,-0.0330443412683299,0,0,0,0,0.159946414416764,0.178615824815166,0.301206681533989,0,0,0,0,0,0,0,0,0,0.217335992444464,0.0481033296601901,0,0,0,0,0.0445069476635489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0741533904816228,0.105930646228255,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,7.1823958803203e-05,0,0,0,0.0153085206863192,0,0,0,0,0,0,0.0664969109367158,0,0.0974313578049755,0.358116639144829,-1.73472347597681e-18,0,0.365191243399776,0,0.0704967589453566,0.168643751624655,0,0,0,0,0,0,0,-0.233700826935441,0,0,0.161033421747034,0,0,0,0,0,0,-0.040604728068031,0,0,0,0.0330994910986272,0,0,-0.0648161578415404,0
