,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0,0.500308084211737,0,0,0,0,0,0,0,0,0,0.0775259906544384,0,0,0,0,0,0,0,0,0,0,0.102396657172363,0,0,0,0,0,0,0,0,0,0,0.000341680097194244,0.127791495809784,0,0,0.029646966711107,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.23809560165989,0,0,0,0,0,0,0,0.377787843179414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856748805711522,0,0,0,0,0.0421682774424461,0,0.0178192008784409,0,0,0.00726829899732897,0.108061948402672,0.0401563878387775,0,0,0,0
X600000.CH.EQUITY,0.0297603974317393,0,0,1.73472347597681e-18,0.0531031248363065,0,0,0,0.0542009765269087,-6.93889390390723e-18,0,0.299504901984483,0,0.0501162958982146,0.123215810435179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245910726771738,0,0,0.0715606699718297,0,0,0.107831215195385,0,0,0,0,0,0,0,0,0,0,0.0272719540153073,0,0,0,0,0
X600015.CH.EQUITY,0,0.109090498059832,0,0,0,0,0.258269511800425,0.200714216562923,0,0,0,0,0,0.145859635303748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430408495719737,1.73472347597681e-18,0,0,0,0,0.263838655730678,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0448040527295011,0,0,0,0.0870700000823959,0.0404182866438733,0.117897747724879,0.12980891193091,0.295690112469526,0.0588254086627614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171533511967631,0,0,0,0.213767459200373,0,0,0,0,-0.0171910287533591,0
X600036.CH.EQUITY,0.0910735749882711,0.195268937070111,0,0.0169653146165301,0.0587567799530691,0,0.148267053483994,0,0,0,0,0,0,0.0281313268270294,0,0,0,0,0,0,0.111821877372441,0,0,0,0,0,0,0,0,0,-0.0574481108105324,0.0707921386063246,0,0.136785758846554,0.231724614098925,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0564193882387184,0,0,0.112934710710432,0,0.397373428224294,0,0,0.0560518577494464,0,0.0755874060895508,0,0.215419352992546,0,0,0,0,0,0,0,0.0678272726890008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026182396886132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.180642516729965,0,0.457538369793903,0.120084526764403,0,0,0,0,0,0,0,0,0,0,0.0746520010300088,0.132830224654547,0,0,0,0,0,0,-0.0334738190364917,0,0.202104065751117,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102919706839646,0,0,0,0,-0.0131334791176338,-0.0263956949884041,0,0,0,0,-0.00950903122742697,0,-0.043219575881808
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756073726290947,0,0,0,0,0,0,0.33935777261295,0,0,0.158987376590177,0,0,0,0,0,0,0,0.202858623548069,0,0,0,0,0.0499642641403748,0,0.00418808704150168,0,0,0,0
X601288.CH.EQUITY,0,0,0.112958091978505,0,0.085426955182231,0,0,0,0.0200259187616831,0,0,0.412086599409883,0,0,0.217409725592372,0,0,0,0,0,0,0,0.0152754608070001,0,0,0,0,0,0.0248832048007161,0.0201923927186339,0,0,0.0582099536174833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
