,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0130016580499703,0,0,0,0.171767836775385,0.0589306406555159,0,0,0.435073289140878,0,-8.67361737988404e-19,-0.0338369489530384,0,0,0,0,-0.0706266120339706,0,0,0,0,0,0,0,0.082435013717067,0,0,0,0,0,0,0,-0.0400803085570151,-0.0053143253469959,0,0.131135620848002,0,0,0,0,0,0,0.163746992877717,0,0,0,0,0,0,0,0.0986158802481086
X002142.CH.EQUITY,0.284715265729393,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0.18478434322157,0.258550256341669,0,0,-0.0166457133468753,0,0,0,0,0,0,0,0,0,0.175056648360259,0,0,0,0,-0.0128098892736242,-0.187106827918702,0,0,0,0,0,0,0,0,0,0,0.151205363388266,0,0,0,0,0,0.0640898265136071,-0.111103408845664
X600000.CH.EQUITY,0.0235639394618484,0.170518237641879,0,0.000939655136287356,0,0.173884556718533,0,0.088880130719875,0.113556957279565,0,0,0.157537693906831,0,0,0,0,0,-0.0665968088629449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287448740995528,0.30138315967055,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.153603740834027,0,0,0,0.0246008270928681,0,0,0,0,0,0,0.222763290515058,0,0.171596775506437,0,0,0,0,0,0.00695864900116267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156265584589462,0,0,0,0,0,0.00346185535779038,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.321434884685669,0,0,0,0,0,0,0,0.162103890424868,0,0,0,0.187267368495527,0,0,0,0,0.262018838867371,0,-0.128247868763945,0,0,-0.14784312389735,0,0,0,0,0,0,0,0,0,0,0,-0.0553016115867579,-0.102435230666167,0,0,0.164354870761085,0,-0.263076591577087,0,0,0,-0.0428970574307708,0.072981143106824
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.384262511781359,-0.0589120661173463,0,0,0,0,0,0,0,0.338125623178546,0,0,0,0,0,0,0,0.18541727460453,0,0,0,0,0,0,0.280939556719553,0,0,0,0,0,0,0,0.094316307938604,0,0,0,0,0,0,0,0.0147686935963632,0,-0.0444770628430685
X600919.CH.EQUITY,0.331128709513671,0.0956827567531751,0,0,-4.33680868994202e-19,0,0,0.0619129699210434,0,0,0,0,0,0.368818851194584,0,0,0,0,0,0.188117357557333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019824257040068,0,-0.0603714018376336,0,0,0,0,0,0,0,0,0.13165281204313
X600926.CH.EQUITY,0.0493578828881854,0.24249280996603,0,0,0,1.38777878078145e-17,0.317262746486715,0,0.00597477810313062,0.012358691005721,0,0,0,0,0,0,0,0,0,0,0,0,0.231885872161237,0,0,0,0,0,0.0250149673567335,0,0.0820535856665815,0,0,0,0,0,0,0,0,0,0,0,0.00103702491683549,0,0,0,-3.46944695195361e-18,0,0,0,0,0
X601009.CH.EQUITY,0,0.485830669174953,0,0,0,-0.681141955130282,0,0.0835256678320703,0,0,0,0,0,0.166765414109052,0,0.0720812470121065,0,0,0,0.124542580333682,0,0.185832129050702,0,0.253503804095914,0,0,0,0,0,0.329418735545012,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256617620080593,0,0,0,0.113899500062822
X601166.CH.EQUITY,0.431291312350869,0,0,0,0,0,0,0,0.359853653056297,0,0,0,0,0,0,0,0,0.118567273434578,0,0.133963748736404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22880497417977,0.0115652297466111,0,0,-0.180676342925139,0,0,0,-0.107669784301037,0
