,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0.394540814740518,0,0,0,0,0.0225613404224244,0,-0.222448963561996,0,0,0.0873990435690196,0,-0.000485119804222102,0,0,0,0,0,0,0,0,0,0.127122631071932,0,0,0.00436864980448761,0,0,0.0738122659966628,0,0.108263002358135,0,0,0,0,-0.0390850839383466,0.141997628219428,1.38777878078145e-17,0,0.101377079850786,0,0,0,0,0,0.140052483585016,0
X002142.CH.EQUITY,0.0488215105327795,0,0,0,0,0.325581701899888,0,0.0985741672400391,0,0,0,0,0,0,0,0.0297611679588104,0,0,0,0,0.0452916523006388,0,0.202446885668943,0,0,0,0,0,0,0,0.116357926221539,0,0,0,0.0532790412865728,0,0,0,-0.0643893047860871,0.0975890832134216,0,0,0,0.114899580424993,0,0,0,0,0,0,-6.93889390390723e-18,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600631287437879,0,0,0.709798427309216,0,0,0,0.266187692631246,0,0,0,0,0,0,0.0565048678901305,0,-0.0134161026187606,-0.0257926330154866,-0.060167022070642,0,0.0410303540163064,0.00390752120839451,0,0,0.0156905666551881,0,0,-0.0229571119512021,0.0318780806346443,0.0902170529272007,0,0,0,0,0,-0.0051316545301707,0,0,0.0663036162226243
X600015.CH.EQUITY,0.107121523825811,0,0,0,0.141952289982077,0,0,0.12049089827461,0,0,0,0.428338126732496,0,0,0,0,0,0.0458613887032355,0,0,0,0.01757798591915,0,0,0,0,0,0,0,0,0.0670274541253286,0,-0.183985562600328,0,0,0,0,0,0,0,0.745585954684234,0,0,0,0.123003948254724,0,0,0,0,0,0,-0.162560097916914
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0105214094734891,0,0,0,0.176288643819527,0,0.0914967733710958,0.0325357186721206,0.195434900175107,0,0,0,0,0,0,0,0,0,0.00411136450796619,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,-0.16407257692795,0,0,0.457971337604809,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.520560096080104,0,0,0,0,0,0.0156029662599473,0,0,0,0,0,0,0,0,0,0,0,0,0.0070861508687856,0.0206196635549348,0,0.0385610442655529,0.0570132466374463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.194448751623928,0,0.0484623867201328,0,0,0,0,0,0
X600919.CH.EQUITY,0.127673288340123,0,0,0,0,0,0,0.0644679321698531,0,0,0,0,0,0,0,0.0980295279917016,0.0122196620052346,0,0,0,0,0,0,0,0,0.280778492850107,0,0,0,0,-0.101033265578723,0,0,0,0,0,0,-0.196649145438928,0.436874376678253,0,0,0,0,0,0.321593439395611,0,0,0,0,0,-0.0515204387780477,0
X600926.CH.EQUITY,0.0272903009641324,0.293666848947822,0,0,0,0,0.182873337276797,0,-0.302339287567581,0,0,0,0,0,0,0.20112143246262,0,0.460056131206949,0,0,0,0,0,0,0.0749196080319176,0,-0.190261586963269,0,-0.195210182806587,0,0,0.149334587198112,0,0,0,0,0,0,0,0.00578995113471258,0,0,0,0,0,0,0,0,0,0,0,-0.0633075006393958
X601009.CH.EQUITY,0,0,0,0,0.0179645748253282,0,0,0,0,0,0,0,0,0,0,0.0215611642568162,0,0.188044220753988,0,0.0889227655735294,0.049881072368505,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0502084006372953,0,0,0,0.0678839127590491,0,0.0913355946178743,0,0,0.102074158855696,0.0265379132720336,0.248323660805352,0,0.0878115534079674,0,0,0,0,0,0,-0.0229721789201568
X601166.CH.EQUITY,0.0238636643869814,0,0.0263042506021569,0,0,0.113988391323611,0,0,0.127039761526901,0,0.0109405508575168,0,0,0,0,0.0342538569886096,0,0,0,0,0,0,0,0,0.013192129825687,0,0,0,0,0,0,0,0,0.161541212684158,0,0.0555190278912994,0.0995142637201276,0,0,0,0,0,0.0700200376021824,0.0550392341647305,0.0371466936406784,0,0,0.0213266959892036,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.423282247852262,0,0.0417423468070914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289089092908875,0,0,0,0,0,0.0111624545832116,0,0,0,0.122642834782999,0.0331575774795251,0,0,0,0,0,0,-0.118769079558496
X601229.CH.EQUITY,0,0,0,0,0.0400711929995192,0,0,0,0,0,0,0,0,0,0.739823288509296,0,0,0,0,0,0,0,-0.10739657995417,0,0,-0.0381596725701229,0,0,0,0,0,0,0,0.0467424475250338,0,0,0,0,0,0.0208272039850421,0.242627567589235,0,0,0,0,0,0,0,0,0,0.143374941557627,-0.0606029342228258
X601288.CH.EQUITY,0,0,0,0,0,0,0.0542754183179494,0,0.044014446922102,0,0,0,0,0,0,0,0,0,0.30817915227409,0.159267689653259,0,0,0.0384124696439335,-0.0918967799187641,0,0,0,0,0,0,0,0,0,0.0523145202323313,0.111555186693764,0.116233833335853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600815873586684,0
X601328.CH.EQUITY,0,0,0,0,0.217787151528378,0,0,0,0,0.10630454375262,0,0,0,0,0,0.0970755380887308,0,0,0,0.0243610784646626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,-0.00973935324797569,0,0,0,0,0,0,0,0,0,0,1.05355921714834,0,0.0228391046029478,0,0,0,0.0147240025532887,0,0,0,0,0,0.0178331203527331,0,0,0,0,0.0189096779173517,0,0,0,0,0,-0.048726530087652,0,-0.0226149162866094,0,0,0,0,-0.0451374624321744,0,0,0,0,0,-0.127249061069463,0,0,-0.0846924644041992,-0.0617603417296691
