,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0.143687514808345,0,0,0,0.383622284080652,0,0,0,0,0,0,0.118985951163082,0,0,-0.0105194137606176,1.73472347597681e-18,0,0.0119612746333831,0,0,0,0,0,0,-0.0178939508037629,0,0,-0.127477169778139,0,0,0,0.144090256406781,0,0,0,0,0,0,0,0,-0.180819099493903,0,0,0,0,-0.124185299080296,0
X002142.CH.EQUITY,0.155318665625824,0,0,0,0,-6.93889390390723e-18,0,0.533979520918409,0.126082592601932,0,-0.0432594235320104,0,0,0,0,0,0.0899657597562617,-0.106635207692596,0,0,0,0.135867335371577,0,-0.103370599847369,0,0,0,0,0,0,0,0,0,0,0.229719838159086,0.0632567135895315,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580707107741539,-0.106160384118464,0,0
X600000.CH.EQUITY,0.13242423810751,0,0,0,0.127015961426816,0,0.0678640875489809,0,0,0,0.086733131295535,0.031898799942786,0,0,0,0.0477184734614716,0,0,0,0,0,0,0.0502534145221715,1.73472347597681e-18,0,0,0.0246617581104109,0,0,0,0,0,0,0,0,0,0,0.191924516083178,0,0,0,0,0,0,0,-0.0265312192022591,0,0,0,0,-0.171209927564715,0
X600015.CH.EQUITY,0.0325807990932207,0.00451668929014631,0.118842730670097,0,0,0,0.443668426332768,0,0.0577765403748644,0,0,0,0,0,0,0.0503738572593822,0,0,0,0,0,0.205781821473421,0,0,0.064099913894794,0,-0.00885507141659905,0,0,0,0,0,0,0,0,0,0.0210171734399721,0,0,0,0,0,0,0,0,0,0,-0.112699644903782,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0457773758452028,0,0,0,0.0733715852733544,0.415059220259825,0,0,0.228077884346291,0,0.107130346914134,0,0,0.0687615952855539,0,0,0,0,0.0858627478240811,0,0,0,0.0243514234299987,-0.0709758717464781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136873178967595,0,0,0,-0.0868679455878951,0,0,0,0
X600036.CH.EQUITY,0.255216468705824,0,0,0,0.396193526034208,0,0,0,0,0.084959984898054,0.0461281784511115,0,0,0,0,0,0.0462871170361265,0,0,0,0,0.057763542422576,0,0,0,0,0,0,0,0,0,0.0570740174544516,0,0,0,0,0,0,0,0,0,0.00570287546865258,0,0,0.103601188026946,0,1.73472347597681e-18,-0.127872274346112,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0.0144175867858258,0,0,0,0.259556335162764,0,0,0,0,0,0,0,0.407480128211968,0,0.360840273718922,0,0,0,0,0,0,0,0.111857093220984,0,0.113837254222015,0.108190636597272,0,0,0,0,0,0,0,-0.066585816246418,0,0,0,0,0,-0.124083847868403,0,0,0,0.1110465855348
X600926.CH.EQUITY,0,0.04015871579548,0,-0.0300816668399973,0,0.0237022722018444,0,0,0,0.656283471991441,0,0,0,-0.106353963860671,0,0,0,0.0802276562952109,0,0,0,0,0,0,0,-0.0294882761362717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583235240907787,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.20230160804008,0,0,0.295537829233975,0,0,0,0,0,0,0,0,0,0,0,0,0.114761196974675,0,0.150590996518748,0,0.0381519640304693,0.0380788639968982,0,0,0.0410742175241615,0,0,0.0568208964205856,0,0,0,0,0,0,0,0,0,0.022320113207212,0,-0.00109589033140744,0,0,0,0,0.0348689432557736,0,-0.0920697128733846,0,0,0,0.0544915613620494,0
X601166.CH.EQUITY,0.470865300287592,0,0,0,0,0.230993994076205,0,0.141168866407841,0,0,0,0,0,0,0,0,0,0.044259353813576,0,0,0,0,0.00155886041459104,0,0,0,-0.0895965854192233,0.165749411458526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015082626067288,0,0.150793514386603,0,0,-0.0664097017698632
X601169.CH.EQUITY,0,0,0,0,0.754253612099595,0.130034276380428,0,0,-0.0548335765558336,0,0,0,0,0,0,0,0.0173581816724329,0,0.123619710592259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549558705399549,0,0,0.0356712765731288,0,0,0,0,0,-0.173767228036116,0,0,0.0821511395104984,-0.123903411264156,0,0
X601229.CH.EQUITY,0,0.0297487087548907,0,0.38708176208261,0,0.152031861541458,0,0,0.151948596307209,0,0,0,0,0,0,0.251708717166937,0,0.0163768459158424,-0.00122967195052287,0,0,0,0,0,0,0,0.126114757492044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0410148768062135,0.08305577515509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405901473705805,0,0.24556347563219,0.474206803258412,0.0481734518947227,0,0,0,0,0,0,0,0,0.0259447148111657,0,0,0,0,0,0,0,0,-0.00568847700561024,0,0,0,0,0,0,0,0,0,0,0,-0.0420066455486242,0
X601328.CH.EQUITY,0,0,0.0741887492134504,0.0855859887829031,0.105353448766771,0,0,0,0,0,0,0.146263576685028,0,0,0.150455080612317,0,0,0,0.0967952491872401,0.221582554002378,0,-8.67361737988404e-19,0,0,0.0471383943018508,0,0,0,0,0.0543131165428317,0,0,0,0,0,0,0,0.0695119886046677,0,0,0,0,0,0.031510027588947,0,0,0,0,0,0.007831077639462,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0129496819082286,0,0,0.143949766408591,0,0,0,0,0,0.35315813649577,0.23412843605161,0,0.137965657446149,0,0,0,0,-0.00432867039846749,0,0,0,0,0,0,0,0,0,0.0299114547199303,0,0,0,0,0.0389268254168535,0,0,0.0306124712518196,0,0,0,0,0.0754074446444195,0,0
X601577.CH.EQUITY,0,0,0.011555377467956,0.070080225895064,0,0,0,0,0.126560495891972,0,0,0.259717096311094,0,0,0,0,0,0.275242417137169,0,0,0,0,0,0.0622332922023293,0,0,0,0,0,0,0,0,0.0342376034092698,0,0,0,0,0.0310712419221075,0,0,0,0,0,0,-0.0389273374376068,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.0697798103239016,0.0954197347312043,0.11700480816051,0,0,0,0,0,0,0,0,0,0,0,0,0.0729392272780398,0,0,0,0,0.234969635326493,0.164475137823615,0.0255486289330007,0,0,0.0919783760826419,-0.116275652312579,0,0,0,0,0,0,0.106036487354385,-0.0231516090596812,0,0,0,0,0,0,0.0811079638153187,0,0.0622624313242954,0,0,0,0,0,0.034011469480945,0,0.137866758631995
X601838.CH.EQUITY,0.13577580144631,0,-0.0630123505446472,0,0,0,0,0.394365535669932,-0.0541713535889704,0,0,0,0,0,0,0.208947991435808,0,0,-0.0673673117157325,0,0.0449220491009284,0,0,-0.107972327172294,0.309241271197763,-0.045533436228611,0,0.113354002844813,0,0.0523381180153972,0,0,0,0,0,0,0,0,0,0,0,0.0650362664741464,0,0,-0.179533383602257,0,0,0.0240932452908653,0,-1.73472347597681e-18,0,-0.0254105587990988
X601939.CH.EQUITY,0,0,0,0,0,0,0.0150217718869889,0,0,0,0.115766953200261,0,0,-4.33680868994202e-19,0.603223771936745,0,0,0.0117659468989604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229423790355017,0,0,0,0,0,0,0,0,0,0,-0.00099901564518933,0,0.134749657677639,0,0.000388504755084503,0.0686346821696277
X601988.CH.EQUITY,-0.16951080765461,0,0,0,0,0,0,0,0,-0.0161581420029523,0,0,0.377576238025915,0.502320961552957,0,0,0,0,0,0,0,0.0927726575288348,0,0,0,0,-0.0236022625692658,0,0,0,0,0,0,0,0,0,0.0925544004751764,0,0,0,0,0,-0.113233813446308,0.111567872875989,0,0,0.0806877122233481,0,0,0,0,0
X601997.CH.EQUITY,0.00541002556270639,0,0,0.130890449501468,0,0,0.0447070308961017,0,0,0.140425633035614,0,0.171233577013139,0.091959377641597,0,0,0.273670295459524,0,0,0,0,0,0.102929239761803,0.0360498423492787,0,0.162342228560268,0,0,0.0143874120105023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364932452169601,0,-0.013404220521691,2.71050543121376e-20,0,0,0,0.0481610214372092,0,0
X601998.CH.EQUITY,0,0,0.0079643140301506,0,0,1.38777878078145e-17,0,0,0,-0.0295005700885251,0.0396408940635359,0,0.0402739529478035,0,0,0,0.317673763895649,0,0,0.283374347989638,0.0166016877620087,0,0,0,0.0344207438402621,0,0,0,0,0,0,0.334284746765228,0,0,-0.0614740893147782,0,0,0,0,0,0,0,0,0,0,0,0,-0.362343867590157,0,0,0,0
X601658.CH.Equity,0,-0.132003346497588,0,0,0,0,0,0,0,0,0,0.121962969097276,0,0,0,0,0.166946006389343,0,0,0,0.182888198345092,0.468927400791668,0,0.0532527667792782,0,0,0.0592309203474442,0,0,0,0,-0.0612123303963315,0,0,0,-0.18725423042866,-0.192646007164186,0,0,0,0,-0.0117640757819088,0,0,-3.46944695195361e-18,0,0.222096569564144,0,0,0,0.195744592639671,0
X601916.CH.Equity,0,0,0,0.234446073841682,0,0,0,0,0,0,0,0,0,0.24117790195194,0,0.194009935501092,0,0,0,0.0401528426346802,0,0,0.163080697201035,0,0,0,0,-0.0739526129654158,0,0,0.111893514028365,0,0,0,0,0,0.158450053977188,0,0,0.00798574500186313,0,0,0,0,0,0,0,0,0,0,0,-0.0506196421288447
X601077.CH.Equity,0,0,-0.197148335565217,0.0411114884265338,0,-0.243673885139213,0,0,0,0,0.337470814092246,0,0,0,0,0,0,0,0,0,0.0594711369231074,0.131940156352284,0,0.250371154844737,0,-0.0518205952031531,0,0,0,0,0,0,0,0,0,0,0,0.0855358389130303,0,0,0.307208855447773,0.167954356217877,0,0.0764987250615423,0,0,0,0,0,0,0.174264894298622,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0669414286762706,0,0,0,0,0,0,0,0.0705124335998725,0.354518173934039,0,0.0618291964179038,0,0,0,0,0,0,-0.185748923200286,0,0.0765366733292362,0,0,0,0.0578580404196113,0.172971156585021,0,0.0967516646651207,0,0,0,0,0,0.0987178309048534
