,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X601155.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.26231174363052,-0.316844132910127,0,0.123671734532177,0.490095364071548,-0.0281288005815426,0,0,0,0,0,0,0,0,0,0,0.057564839525285,-0.17017185078311,0,0,0,0.136019401191771,0,0,0,0,0,0,0,0.228393403016881,0,0,0,0,0,0,0,0,0,-0.0523783282421176,0,0,0,0,0,-0.0893238091650646,0,0,0,-0.0850611657206503,0
X002142.CH.EQUITY,0,0,0,0,0.209878169447897,0.342012842003657,0,0,0,0,0,0,0,0,0.0336515793833737,-0.0441569049171099,0,0,0,0,0,0,0.0586627070925309,0,0.162985244736959,0,0,0,0,0,0,0.0140378493635536,0,0,0.160135110253771,0,0,0,0,0,-0.0346827451975135,0,0,0,-0.280461680160863,0,-0.0219611346026684,0,0,0,-0.00403953144958231,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.224652465311944,0,0,0.16161886841129,0,0,0,0,0.0447918973653888,0,0.0842905320939569,0,0,0,0,0.163830919874405,0,0,0,0,0,0,0,0,0,0,0,0.0472042295821131,0,0.0240146958215344,0,0,0,0.125305879645227,0,0,0.0265995440774009,0,0,0,0,0,0,0,-0.00794655822710652,0
X600016.CH.EQUITY,0,0,0.138356883775302,0,0,0,0.228010358378071,-0.0253061659478764,0,0.162091047167434,0,0,0,0,0,0,0,0,0,-0.362364309491847,0,0,0,0,0,0,0,0,0.493694478312452,0,0,0.150606209359394,0.0314738858022129,0,0,0,-0.127667844023822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.152409426506484,0,0,0,0,0,0.37485293018418,0,0,0,0,0.0863686086384127,0,0,0.1143230686844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719601981094346,0,0,0,0,0.114135801633222,0,0,0,0,-0.0707857615018418,0,0,-0.0502958491135242,0,0,0,0,0.135367210959985,-0.0377095601091601,-0.0268447858525502,0
X601166.CH.EQUITY,0.49955912032047,0,0,0,0.028372822616099,0,0,0,0,0,0,0.136593044975469,0.118493532508474,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422962635134751,0,0,0,-0.152784908526357,0,0,0,0,0,0,0.0741028744002762,0,0,0.0658033520976854,0,0,0,-0.0275973776202333,-0.0575050619894237,0,0.113310989439201,0,0,0,0,-0.0339459783609974
X601169.CH.EQUITY,0,0,0.0639746895212033,0.734326133911334,0.0220617437661865,0,0,0,0,0,0,0.0560261952933932,0.125508174975382,0,-0.0133400375444148,0,0,0.164328717099797,0,0,0,0,0,0,0,0,-0.0195780644072583,0,0,0,0.102820365180386,0,0,0,0,0,-0.260145679161903,0,0,0,0,0.0656455040993788,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.0769488943342995,0,0,0,0,0,0,0.271036871002641,0,0,0,0.0974292475448958,0.0737137983242126,0,0,0.0835540724870286,0,0.121222998698773,0,0,0,0,0,0,0,0,0,0,0,0.0226567406612856,0,0,0,0,0.00948474391420703,0.243527401935085,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0413864720167326,0,0,0,0,0.00886675896691472,0,0,0,0.0768324871293873,0.043590944038492,0.586981165826733,0.109194862703057,0,0.0235846565743229,0,0,0,0,0,0,0,-0.0501819901363764,0,0,-0.037794302794067,0,-0.0284470454226872,0.116054652767382,0,0,0,-3.46944695195361e-18,0,0,0,0.0314102773620391,0,0,0,0,0,0,0,0,0,0.0865125582909372,0,0,8.67361737988404e-19
X601328.CH.EQUITY,0,0,0.188079616750637,0.10682214463566,0,0,0,0.0910789273599752,0,0,0.244842707800199,0,0.0541684428395816,0.119352673332805,0,0.112953412923556,0,0,0,0,0,0,0,0,0,0,0,0.0491432098774458,0,0,0,0,0,0,0.0428572111958086,0,0,0.0162722993321983,0,0,0,0,0,0,0,0.0987920140087533,0,0.0373402025533056,0,0,0,0
