,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0.0421463703419743,0,0.318506348711623,0,0,0,0,0,0.177041306169831,0,0,0,0,0,0.0264607836460992,0,0,0,-0.138326638208711,0,0.102943912575163,0,0,0.173021479069331,0,0,0,0.201967995511143,-0.116236967930624,0,0,0,0,-0.0909706803790927,0,0,-0.00269449592739431,0,0,0.0791878541265573,0.00421638679424713,-0.140342384891577,0,0,0,0,-0.180511699689701,8.67361737988404e-19
X002142.CH.EQUITY,0.426589634500508,0,0,0,0.0250298058899007,0.160327858842808,0.107354999373022,0,0,0,0,0,0,0,0,0.103149388097181,0,0,0,0,0,0,0.0310686315093039,0,0,0.0392250335692469,0,0,0,0,0,0,0.063474145146072,0,0,0,0,0,0,0,0,0,-0.143703414148943,0,0,-0.0163797623284598,0,0,0,0,0,0
X600000.CH.EQUITY,0.166276370604109,0,0,0.0464116132706807,0,0,0,0.187650293568394,0.0281477630885544,0,0,0,0,0,0,0,0.0981462235784338,0,0,0,0,0,0,0,0,0,0,0,0.196330805402035,0,0,0,0,0,0,0,0,0,0,0,0.0337949156263622,0,0,0,0,0,0,0,0,0,-0.151341731802459,0
X600016.CH.EQUITY,0,0,0.017888651713539,0,0.0158362394049381,0,0.141592012588506,0.412955597009802,0,0,0.206170767186218,0,0.0559663507390898,0.0686659499426023,0.0488641988414345,0,0,0,0.0951637285564909,0,0,0,0,0,0,0,0,0,0,0,0,0.0988282225937032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.167326742482034,0,0,0.20449558978637,0,0.0153423673339297,0,0.264146290256105,0,0,0,0,0,0,0,0.0598531145582974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310569005895318,0,0,0.173117912383705,0,0.085597732592789,0.0859108840822416,0,0,0,-0.13415154414932,0,0,0,0,0,-0.0652808072748211,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.563197744710429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242249884787785,0,0,0,0,-0.0890553256938788,0,0,0,0,-0.149387010813073,0,0
X601166.CH.EQUITY,0.220231191035187,0,0,0,0,0.239546762947277,0,0,0,0,0,0,0.309197368716625,0,0,0,0,0,0,0.0128141472861775,0,0,0,0,0,0.0879560254037014,-0.0796730476563407,0,0,0,-0.0687998590523442,0,0,0,0,0,0,0.0193792656691681,0,0,0.0264764390157153,0,0,0,-0.0733654854746122,0,0.0717538121089569,0,0.0717493352655608,0,-0.0187041284982814,0
X601169.CH.EQUITY,0,0,0,0.729431787869922,0.0649141878723283,0,0,0,0,0,0,0,-1.73472347597681e-18,0.135820772384471,0,0,-0.0301611624658929,0,0.0253340868735761,0.0702952919729063,0,0,0,0,0,0,0,-0.0699832287421975,0,0,0,0.0543933160171461,0.0828499623595935,0,0,0,0,-0.170293247373046,0,0,0,0,0,0,0,0,0,-0.0440799354505682,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.162978452299605,0.0717227559438937,0,0,0,0,0,0,0,0.0494998871669142,0.0819673210277512,0,0,0.0458145534292541,0,0,0,0.0510572471508728,0,0.0262517931377444,0,0,0,0,0,0,0,0,0,0,0,0.104642711729828,0,0,0,0,0.0524517655344931,0.010144127316873,0,0.196124992897673,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,-1.73472347597681e-18,0.0167351446858303,0,0,0,0.00293931307344173,0.101779058654296,0,0.0777955439630847,0,0,0,0.0400289125653144,0.171536783410197,0.4280317891307,0.0443269110421303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112981169750839,0,0,0
X601328.CH.EQUITY,0,0,0.158147409605853,0.13109968186893,0,0,0,0,0.164619931460799,0,0,0.158813306940949,0,0.04406355767653,0.199763784824574,0.0768050854923962,0,0.0197667120791802,0,0,0,0,0,0,0,0,0,0,0.0136937113347514,0,0,0,0,0,-6.93889390390723e-18,0.0689816318104906,0,0,0,0,0,0,0,0,0,0.108252443739547,0,0,0,0,0,0
X601398.CH.EQUITY,-0.0201598564622898,0,0,0,0,0,0,0,0,0.0560401223838773,0,0,0,0.335550426340134,0.12726882051916,0.269422904425835,0,0,0,0,0,0,0,0,0,0,0.121578942592536,0,0,0,0,0.0223712089010818,0,0,0,0,0,0,0,0,0,0,0.0498205111597361,0,0,-0.0427761897118561,0,0.0297542426246266,0,-0.049480764808646,0,0
X601818.CH.EQUITY,0.159784709914279,0.14096631800164,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.17465028623428,0.167602841620201,0,-0.0192659451603582,0.00133395748182314,0,0,0,0,0,0,0,-0.0886792786891644,0,0,0,0,0,0.0033811003254345,0,0.246849916302044,0,0,0,0,0,0,0,0,0,0.120067773033083,0.0092925457475584,0,0,0.0663807932814592,0,0.0407816469269427
X601939.CH.EQUITY,0,0,0,0,0,0.163515421091629,0.0722187217803527,0.133274846779419,0,0,0,0.583731767364807,0.0423234437392181,0,0,0,0,0,0,0.186796621766997,0,0,0,0,0,0.0738210108335292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769423224746544,0,0,0,0,0,0,0.0228655040266135,0.0613886078835194
X601988.CH.EQUITY,0,-0.0590378173720124,0,0,0,0,0,0,0,0.338770902615858,0.224248692977315,0.104098940748506,0,0,0,0.22078018585613,0.015632965293039,0,0,-0.0281242785365877,0,0,0,0,0.00494229799032962,0,0,0,0,0,0,0,0,0,0,0.0248702796964866,0,0,0,0,0,0,0,0,0,0,0,0.0390160944933572,-0.253507578218647,-0.00619474118459545,0,0
X601998.CH.EQUITY,0,0,0.218210116392233,0,0.179912525388872,0,-0.0452384753291318,0,0,0,0.0383416398889528,0,0.256389238294227,0,0.465661241582669,0,0,0,-0.00176253695880134,0,0,0,0,0,-0.0207850628676725,0,0,0,0,0,0,-0.0358981889457518,0,0,0,0,0,0.14733446858301,0,0,0,0,0.0575058117319545,-0.10282107603417,0,0.200868161465779,0,0,0,0,-0.0156898122020446,0
X601658.CH.Equity,0,-0.039537143350125,0,0,0,0,0,0,0,0,0,0,0.276397549207073,0,0.403968085446341,0.0891762581797184,0,0,0.10968860873305,0,0,0,-0.301046251857565,0,0,0,-0.0112043223395229,0,0,0,0,0,0,0,0,0.18327140320926,0,0,0.163548515145336,0,0,0,0,0,0,0,0,0,0,0,0.222446198195334,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106640166015512,0,0,0,0,0.0193724677601894,0.606306417552452,0,0,0,0,0,0,-0.0167831810217873,0,0,0,0,0,0,0,0.0506245813021541,0,0.0298271995290087,0,0.0593735162392598,0,0,0,0,0.041884707287543,0,0,0,0.207952328778152,0.107044306076811,0,0,0
X2388.HK.EQUITY,0,0,0,0.0124424529205227,0,0,0,0.115990163347084,0,0,0,0,0,0,0,0,0,0.537186870634925,0,0.115037590280701,0,0,0,0,0,0,0,-0.278408398658253,0,0.109008375655684,0,0,0,0,0,0,0,0,0,0,0,0.0980648550642361,0,0.0452000591877783,0.109113303792045,0,-0.0191981379096452,0,-0.113165261533097,0,0,0.0579135785215794
X5.HK.EQUITY,0,0,0,0,0,0,0.0826301255845508,0,0,0,-0.0566644278236468,0,0,0.170928374067554,0,0,0.113834583331876,0.285657489219442,0.146177846597511,0,0,0,0,0,0,0,0,0,0,0,-0.119469034235258,0.137787169389301,0,0,0,0,0,0.105052918526486,-0.0305153349614262,0,0,0,0,0.210736025866785,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,-0.109130321167501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145555691102475,0,0,0,0,0.138733321304792,0.163627411518561,0,0,-0.00917000114734114,0.828842154164967,0,-0.284249952307722,-0.0645974001527089,0,0,0,-0.102079103759831,0,0,0,0,0.158342981942681,0.0262313590184649,0.0220024212347439,0,0.0303939616224599,1.73472347597681e-18,0,-0.0953680874591775,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131266036454007,0,0,0.098873072605815,0,0,0,0.0816345010740534,0.297805601515909,0.168804498592949,0.0596060225018093,0,0.0305559885279998,0,0.0808448662637505,0,0,0,0,0,0,0,-0.00904339371378523,0,0,0,0,0,0,-0.049931462787464,0,0
X002736.CH.EQUITY,-0.21795757394809,0.149865051542758,-0.540279622517766,0.0974574917904182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301336898003068,0,0.230671589135066,0.165459949529469,0.0973513839465286,0,0,0.175900959186424,0,0.609849286079462,0,0,0,0,-0.075421894143367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,-0.0879655733149716,0,0,0,0,0,0,0,0,0,0,0,0,-0.00314296634865136,0,-0.0418566813665667,0,0,0,0,0.246145691504391,0,0.174349253421009,0.178536526165471,0.0717942015045698,0.134363763917503,0.00991872659729828,0.261640610229988,0.0932511076889575,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467254613513017,0,0,0,0,0,-0.0352052562783153
X600030.CH.EQUITY,0.0118805287198077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214003676760212,0.0628529116614024,0,0.0300347030165578,0,0,0.0316251039562604,0.205309102649419,0.0147922445259062,0.406778494431065,0,0,0,0,0,0,0,0,0,0,0,0,-0.0709932900624153,0,0,0,0,0,0,-0.0183832494920531,0,-0.0963528291945218
X600837.CH.EQUITY,0,0.1870946314919,0,0.274624036553066,0.115364830168796,-0.517145639010333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117821426293445,0,0,0,0,0,0,0,0,0.0215843940067675,0,0,0,0,0,0,0,0,-0.0163104984074315,0,0,0,0,0,0,0,0,0
