,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0.235940481983808,0,0,0,0.153364400316595,0,0,0,0,0,0,0,0,0,0,0,0,0.176288553042016,0,0,0,0,0.0213665813408946,0,0,0.00632593551884771,0,0,0,0,0,0,0,0,0,0,0,0.282240085871968,0.0409996577718205,0,0.0337497383554674,0,0,0,0,0,-0.056617697553454
X002142.CH.EQUITY,0,0,-8.67361737988404e-19,0,0,0.269906617875976,0,0.173095811744306,0.00936580108395991,0,0,0,0,0,0,0,0,0.108837415381401,0,0,0,0.0581007306983668,0.0388870620368936,0,0,0,-0.106789960977132,0,0,0,0.0414884254784759,0,-0.00473276672020146,0,0,0,0,0,0,0,0,0,0,0,0.164436317907228,0,0,0,0.0723074158556969,0,0.00736285758299785,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0214342305055679,0,0,0,0,0.331921884875254,0,0,0.175208548526749,0,0.0912633044941351,0,0.0347000904417678,0.227499043070106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00696270963991068,0,0,0,0,0,0,0.0325664977774988,0,0,0,0,-1.73472347597681e-18,0,0.0894526328990036
X600015.CH.EQUITY,0,0,0.183124967227338,0,0.0332367324743532,0,0,0,0,0,0.20039664377545,0,0,0,0,0,0,0,0,0,0.123680434580429,0,0,0,0.480441595843813,0,0,0.0592972436390732,0,0.02389673486225,0,0,-0.0983824452137032,0,0,0,0,0,0,0,0,0,0,0,0.104822642490721,0,0,0,0,-0.115005946130449,-0.0308299622493858,0
X600016.CH.EQUITY,0,0,0,0.194130523437013,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.361206535476712,0,0.0785772768127089,0,0,0,0,0,0.24850579483685,0,0,0,0,0,0,0.0268159433415788,0,0.0500109850111305,0,0,0,0,0,0.0464847872268432,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.360463164957888,0,0,0,0,0,0,0,0,0,0,0.023718825061224,0,0,0,0,0.0273569924346871,0,0,0,0.04272403792742,0,0,0,0,0,0.118651043762434,0,0,0,0.0426851913295844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119918666049686,0,0,0.0722004618886831,0,0,0
X600919.CH.EQUITY,0,0,0,0.0589101286643543,0,0,0,0.412908441432523,0,0,0,0,0,0.244287269458199,0.100835360962247,0,0,0.0674620645769777,0,0.0210488742806671,0,0,0,0,0,0,0,0,0,0,0,-0.0323830514365751,0,0,0,0,0,0,0,0,0,-0.10757904458252,0,0,0,0,0,0,0,0,-0.0867383774577376,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.452197106695426,0,0,0,0,0,0.123152018523833,0.195727356007648,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117321295416914,0,-0.0646649304753087,0,0,0.123488635099539,0,0,0,0,0,0,0,-0.0592974760596521,0,0,0,0,-0.082873427668074,0,0.0450370458374303,0,0,0.0205057510177469
X601009.CH.EQUITY,0.0863272995323379,0,0,0,-0.34507391511923,0,0.724082734222722,0.081083428230627,0,0.0359227035682243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131466500194977,0,0,0.0588475479975579,0.0565834094563922,0,0.165904176386609,0,0,0,0,0,0,0,0,0,0,0.201134783781001,0,0,0,0,-0.177887273402533,0,0,0,-0.181076462607258,0
X601166.CH.EQUITY,0.270182825434969,0,0,0,0,0.103639171748593,0,0,0,0,0,0,0,0.0650052793418812,0,0,0,0,0.0495357631918195,0.135791248760316,0,0,0,0,0,0,0,0,0,0,0.0347894691332527,0,0,0,0.161125154086713,0,0,0,0,0,0,0,0.0186084501160802,0,0,0,0,0,0.003185034201134,0,0,0
