,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.235769398558554,0,0,0.0872989889588571,0,0.241267573533422,0,0,0,0,0,0.128009688718111,0,0,0,0,0,0,0,0,0,0,0,0,0.0383306605677048,0,0,0,0,0.0942242534626598,0,0,0,0,0,0.0226169235976538,0,0,0,0,0,0,0.107214793293963,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.143101584604425,0,0,0,0,0,0,0,0.176315010203305,0,0,0,0,0,0,0,0.347440720587851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124943349553711,0,0,0,0.0338356137680797,-8.67361737988404e-19,0,0,0,0,0,0.107726882193636,0,0,0,0,0,0.0698498658123623,0,0,0,0,0
X601939.CH.EQUITY,0.0607665153904896,0,0,0.268666333601433,0,0.0503317012724617,0,0,0,0,0,0,0,0.422958249732911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437569579254103,0,0.0660281117028433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.299803140991651,0,0.102307779179411,0,0,0.352295317359363,0,0,0,0,0,0,0,0,0.0250685824096398,0,0,0,0,0,0,0.00568773811163055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462109460238847,0,0,0,0.0596873832333465,0,0,0,0.106419874472662,0.00771531733143071,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0453330075019589,0,0,0,0,0,0,0,0,0,0.0775717701132678,0.0443664444234933,0,0,0.686276670488907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.223862166475241,0,0.0103095771770487,0,0,0,0,0,0,0,0,0.195637191402487,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168220644868538,0,0,0,0,0,0.0548307804057921,0,0,0,0,0,0,0,0,0.286712575681843,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.409744093959335,0,0,0,0,0.195852022605911,0,0,0,0,0,0,0,0,0,0,0,0.00232238899481239,0.0153258113010975,0,0.106723170762228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113980253401182,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378701706633274,0,0,0.170818773171104,0.0133284491607645,0.0714925547315449,0,0,0,0,0,0,0,0,0.27265408034878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0624074554711118,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0260098364694651,0,0,0,0.133755362692448,0,0,0,0,0.22964246922419,0.0886051403245477,0,0,0,0,0,0,0,0.112432857092074,0,0,0,0,0,0,0,0,0,0,0.17868611072162,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.11731824514643,0,0,0,0,0,0.357829995312721,0,0,-0.170337503184864,0,0,0,0,0,0,0,0,0,0,0,-0.116499484822792,0,0,0.0528047672428491,0,0,0,0,0,0,0,0,0,0.278794926994475,-0.722453473432464,0,0,-0.301553562114476,0.948286964629057,0.389583712557532,0,-0.234728296130306,-0.0499696971471752,0,0,0,-0.437313899116096
