,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.376392985556787,0.0130755737892999,0.0342012602777283,0,0,0,0,0,0,0.253399865994099,0,0,0,0,0,0,0,0,0,0,0.113476179216365,0,0,0.0644328296973878,0,0,0,0,0.00500967174015431,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293856327035624,0,0,0,0.0447531616236579,0,0,0,0.00482131960571772,-0.14643193357596,0,0
X601939.CH.EQUITY,0.440846561285237,0,0,0,0,0,0,0,-0.0215298436991711,0,0.210116419008213,0,0,0.0416080874686975,-0.0104097240834297,0,0,0,0,0,0,0,0,0,0.158169840025998,0,0,0,0,0,0,0,0,0,0,0,-0.00637686424090981,0,0,0,0,0,0,0,0,0,0,0,0.0831738102259717,0,-0.0507083795167739,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.176630099507931,0,0,0,0.365778301938374,0,0,0,0,0,0.0401304565289914,0,0,0.0943709047699935,0,0,0,0,0,0.06522877399377,0,0,0,0,0.0958065327069968,0,0,0,0,0,0,0,0,0,0.14684368725069,0,0,0,0,0,0,0,0.0113913736217207,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.380964313949485,0,0,0,0,0,0.228530239826302,0,0,0,0,0,0.062473082448963,0.157958561788692,0,0,0,0.0190863916856091,0,0,0,0,0,0.100172629946315,0,0,0,0,0,0,0,0,0,-0.500028751882457,0,0,0,0,0,0,0.0835134558571836,0,0,0,0,0,0,0,0,0.289809217847549,0
X600036.CH.EQUITY,0,0.0772023140085992,0,0,0,0,0,0,0.000910970896178605,0,0,0.190925616978143,0,0,0,0,0,0,0,0,0,0.273529067837579,0,0,0,0,0,0,0,0,0,0.282852059801204,0,0,0,0,0,0,0,0,0.0648074968435786,0.0539536641133939,0,0,0,0,0.0244015053474476,0.0890969886037499,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164114245269178,0,-0.259694708640594,0,0,0,0,0,0,-0.409458192241788,0,0.731627656312746,0,0.612032111390062,0,0,0.0447665663399015,0,0,0,0,0,0,0.357535684438792,0,0,0,0,3.46944695195361e-18,0,-0.0747319046537827,0,0,0.00178297314269172,0,0,0,0,0,-1.38777878078145e-17
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.107925249296578,0,0,0,0,0.00253512755567825,0,0,0,0.381285160989767,0,0,0,0.034734627633451,0,0,0,0,0,0.00144149798565599,0,0.0512681449664327,0,0.0877700998619996,0,0,0,0,0.212289199490129,0,0,0,0,0,0,0,0,0,0.166184182679552,0,0.0370598263293391,0
X601658.CH.Equity,0,0,0,-6.93889390390723e-18,0.129343209047245,0,0,0,0,0,0,0,0,0.161799608682182,0,0,0,0,0,0,6.93889390390723e-18,0,-1.38777878078145e-17,0,0,0,0.191708555875755,0,0.0909971193902255,0,0,0,0,0,0,0,0,0.160139525340695,0,0,0,0,0,0,0,0,0,0,0.415813118823974,0,0,0.0939743557922606,0,0
