,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.113175258491501,0,0.171694573200406,0,0,0,0,0,0,0,0.199687513992134,0,0,0,0,0,0,0,0,-0.0625687108678705,0,0,0,0,0.0289262899462252,0,0,0,0,0,0,0,0,0.148123196319395,0,0,0,0.143293568694918,0,0,0,0,0,0,0,0,0.164874299046142,0,0.0906450975131708,0,0,0.0339912895983398,0
X601318.CH.EQUITY,0,0,0,0,0,0.0574828788916382,0,0,0.191327479382544,0,0,0,0.184818890044675,-0.0100520829942835,0,0.257769146651067,0,0,0,0,0,0,0,-0.0426930017408221,0,0,0,0,0,0,-0.161008173906457,0,0,0,0.286356564587258,0,0,0,0.0380840219590011,0.199015093869959,-0.232197103889282,0,0.142110405115531,0,0.131374370599507,0,0,0,0,-0.0435649861119693,0,0,0,0
X601939.CH.EQUITY,0.521080299999873,0,0,0,0.00555213091970258,0,0,-0.0369492495122953,0,0,0,0.130890064524389,0,0,0.109135308156415,-0.0436726823857723,0,0,0,0,0,0,0,0.0377609812827202,0,0.217157578966509,-0.127943400382315,0,0,0,0,0,0,0,0,0,0,0.101672851363257,0,0,0.305832738061333,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.268826820518777,0,0.13701881663031,0,0,0.342882231107357,0,0,0,0,0,0,0,0,0,0,0.083012737250466,0,0,-0.0573316498854137,0.0334669929372859,0,0,0,0,-0.0640170190881408,0,0,0,0,0,0,0,0,-0.0854655256811926,0,0,0,0,0,0.211240322977998,0,0,0,0,0,0,0.126420833648293,0,0,0,0,-0.0253076518362122,-0.0331314230048574
X5.HK.EQUITY,0.0205721150510129,0,0.0180816551314894,0.188287768747874,0,0.0377155605440734,0,0,0,0,0,0,0.0356700608449124,0,0,0,0,0,0,0,0,0.428955459831836,0,0,0,0,0,0,0,0,0.39289274998912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805775895720882,-0.165118574436028,0,0,-0.0595012987535603,0,0
X601988.CH.EQUITY,0.255415463054575,0.0835172615254154,0.0899168748966892,0,0,0,0,0,0.192989214742822,0,0,0.273090945191537,0,-0.114191339827141,0,0,0,0,0,0,0,0.0118312948274847,0,0,0,0.050649130024456,0,0,0,0,0,0,0,0.192717275581021,0,0,0,0,0,0,-0.0401559955101887,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,-0.0508832274427755,0,0.230224456389208,0,-0.0443350743762444,0.0217275579796693,0,0.295516199324989,0,0.21864984597502,0,0,0,0,0,0,0,0,-0.0114952802873662,0.100984504039321,0,0,0,0,0.0292417503820082,0,0.0260230591855852,0.0516355554250491,0,0.137624342749087,0,0,0.0254802572807873,0,0,0,0.0322361165546119,0,0,0,0,0,0,0,0,0,0,0,0.0418463141404352
X1299.HK.EQUITY,0,0,0,0,0,0,0.099672740703894,0,0,0,0.115782469164465,0,0,-0.106873581393475,0,0.0183016548184875,0.244245218181438,0,0,0,0,0.0392081615679056,0,0,0.0623785280041732,0.0505829921957974,0.079658056210543,0,0,0,0,0,0.0250836408247425,0.220524269481582,0,0.0239978685562336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.104321103685245,0.346886794265651,0,0,0,0,0,0,0,0.0504668185682161,0,0,0,0,-0.0545444438666694,0,0,0,0,0,0.045372401811462,-4.33680868994202e-19,0,0,0,0,0.128545493714141,0,0,0,0,0,0,0,0,0,0,0,-0.0586012814416622,0,0,0,0,-0.0105415267768466,0,0,0,0.167088811061431,0,0,0,0,0.05544521481955,0.205622430247048
X601658.CH.Equity,0,0,0,0,0,0,-0.105367659748765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293657459505172,0,0,0,0.175692537559231,0,0,0,0,0,0,0,0,0.592398587697626,0,0,0,-0.492400474458504,0.345894063952964,0,0,0,0,0.051090798795346,0,-0.127983945286882,0,-0.27613451611525,0,0,0,-0.326763522001706
