,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,2.77555756156289e-17,0,0.426793333191023,0,0,0,0,0,0.00331936910678836,0,0,0,0,0.365227987194361,0,0,0,0,-0.045818243049574,0,0,0,0,0,0,0,0,0,0.0758161524759136,0,0,1.38777878078145e-17,0,0,0,0.000821631557095547,0,0,0,0,0,0,0,0,0.00467991184330689,0,0.111280315128348,-8.67361737988404e-19,0,0,0,0,0
X601939.CH.EQUITY,0.143603222438868,0,0,0,0,0,0,0,0,0,0,0.0262570371250866,0,0.263030862718094,0.297142180172869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.116493968774401,0,0,0,0,0,0,0,0,0,0,0,0.132355214199849,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0852644646054619,0,0.0884246193312928,0,0,0,0,0,0,0,0,0,0,0.239884551192559,0.0598377556819693,0.0274971888241719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100208632429558,0,0.0360338286561363,0,0,0,0,0.236609432155239,0,0,0.0701228235533663,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377915054826516,0.0839927923826765,0,0,0.31323105510768,0,0,0,0,0,0.111474893726692,0,0,0,0,0.0478301251191567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153542873890388,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.184617758806407,0,0,0,0,0,0,0.186115464698781,0,0,0.0605781324189401,0,0,0,0,0,0,0,0.0322432199203225,0,0,0,0.136931366283365,0,0,0.0166995189272815,0,0,0,0,0,0,0.0652094402854104,0,0,0,0.120346492742951,0,0,0,0,0,0.119263842255792,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.216913198302947,0,0,0.242154905495968,0,0,0,0.647134640305356,0,0,0,0,0,0.500220128965443,-0.673667417790721,0,0,0.164006420519335,0,0.147562200187407,0,0,0,0,-0.0632159223839773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203025839685929,-0.0252646451878696,0
X600036.CH.EQUITY,0.120643167232439,0,0,0.0407680047472239,0,0,0,0.00317506656391537,0,0,0,0.0713624513221965,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0931302961218201,0,0,0,0,0,0,0,0,0,0.08820693737326,0.0908868475417657,0,0.21164836014808,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0766688693455447,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0643996075376445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174503844329762,0,0,0.100728457694338,0,0,0.0777357156438031,0.0784888213891116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364310989974617,0,0,0,0
X601628.CH.EQUITY,0,0.416319992506277,0,0.0410992735356901,0.179353007695219,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.113932271357279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489436110818247,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.216185626116733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482953396320369,0,0,0,-0.0798403330586308,0.236297893542765,0.140867856347146,0,0,0,0.415935715801192,0,-1.38777878078145e-17,-0.112438677128353,0,0,0,1.0434404006987,0,0,-0.630522391440312,0,0,0,-0.101844789319082
X601328.CH.EQUITY,0,0,0,0.144605868376153,0,0,0,0,0,0,0,0,0,0.390051036167992,0,0,0,0,0,0,0,0.275703464610617,0,0,0,0,0,0,0.0270200695023681,0,0,0,0,0,0,0.154067487865877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,4.33680868994202e-19,0.0668155729937257,0,0.040975353545268,0,0,0.0504291419812047,0,0,0,0,0,0,0.231318065273986,0,0,0,-0.0872209197748904,0,0,0,0,0,0,0,0,0,0,0,0,0.368468455558866,0,0.0451465097207403,0,0,0,0,0,0,0,0.0948828288313349,0,0,0,0,0.163795600588437,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140390400650535,0,0.116076448268218,0.599984260354387,0.0620797621866406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.128082861019612,0,0,0,0,0,0,0,0,0,0,0.390980952242056,0,0,0,0.0739471371971135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321000026214021,0,0,1.73472347597681e-18,0,0,0,0
X000001.CH.EQUITY,0.0259036807612678,0.251031637296248,0,0,0,0,0,0,0.0328725716245741,0,0.0120388959874488,0,0,0.169047906315659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389393626108962,0,0,0,0,0.00347274945651807,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0.104882358510104,0.07015641793149,0,0,0,0,0,0,0,0,0.147198522849678,0,0,0,0.0393679831705859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.26710261526552,0,0,0,0,0,0,0,0.122944208336829,0,0,-0.00862293026774448,0
X16.HK.EQUITY,0,0,0,0.0112955061238225,0,0,0,0,0,-0.0130314752267128,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.105045818635288,0,0,0,0,0,0,0,0,0,0,0,0.0595923411196311,0.492844140702588,0,0,0,0.236215630630323,0,0,0,0,0,0.0598942200079858,0,0,0,0,0,0,0,0,0,0.0781423868339617
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123536223790116,0,0,0,0,0,0,0,0,0.047795716436287,0,0,0,0,0.015341730077867,0,0,0,0,0.0150697203171273,0,0.334755042681935,0,0,0,0,0,0,0,0,0.299529836962198,0,0,0.0526133409471959,0.0994126239204613,0,0,0,0,0
X601319.CH.EQUITY,0.0184899008599465,0,0,0,0,0,0,0,0,0,0.0442554218227116,0,0,0,0.154017495743668,0,0,0,0,0,0,0,0,0,0.115022318629775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498366432002004,0,0.0933168823371582,0,0,0.0498201673484973,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0542897249227778,0.160177013914962,0,0,0,0.0837200632770997,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.531315594934461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159115664496693,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.0857484469124308,0,0.311427586369415,0,0,0,0.130100003678182,0,0,0,0.0253390674750671,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.000640872256606605,0,0.0125755781557681,0,0,0,0,0,0,0,0,0,0,0,0,0.0341772432481399,0.303001976959502,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.141171150668557,0.0528800306584538,0,0.178351230556986,0,0,0,0,0,0.164999867225713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609773982757952,0,0,0,0,0,0,0.103301250652215,0,0,0,0,0,0,0,0,0,0.286596985601384,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.139620431613694,0,0.090201351788664,0,0,-0.153181816303827,0,0,-0.0718603902842456,0,0,0,0,0.157116971713262,0,0,0,0,0.937192686756261,0,0,0,0.203794538686979,0,0,0,0,0,0,-0.237089642896267,0,0,0,0,-0.222858871718001,0,0,0,0,0,0,0,-0.0660358539703577,0,0,0.0411719612446137,0.0996450705398592
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0.10795509303527,0,0.318854497727953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205848898558124,0.233259111426158,0,0,0,0.167987989412183,0,0,0,0,0,0,0,0.030046538448706,0,0,0.0669258440942888,0.0980056916496537,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0.0776303552258242,0,0,0,0.0266202495517193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812907596758168,0,0,0,0,0,0,0,0,0,0,0.059682355071467,0.312978932011573,0,0.169875646165457,0.0634904256728308,0,0,0,0,0,0.253213934030649,0.183778969121803,0,-0.179618609298162,0,0,0.0938716661834953
