,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0958193883511932,0,0,0,-0.188589408832652,0.241876468068344,0,0,0.0795299485177394,0,0,0,0.315333937582718,0,0,0,-0.127743953542612,0,0,0,-0.0967855843516663,0,-0.157670968097591,0,0,0,-0.236951740852759,0,0,0.821613698955639,0,-0.0777886271242383,0,-0.0496331908888904,0,0,0,0,0,0,0,0,0,0,0,0.0170275573727036
X601318.CH.EQUITY,0,0,0,0,0,0,0.132390285594025,0,0,0,0,0,0,0.172261394198584,0,0,0,0,0.0951112044884436,0,0.12421333771935,0,0,0,0,0,0,0,0,0,0,0.0880614642672231,0,0,0.329141356710768,0,0.189244221269036,0,0,0,0,0.00752019366890477,0.0336627846760577,0,0,0,0,0,0,0,0,-0.113774425324111,0
X601939.CH.EQUITY,0.190231130561909,-0.0374569735899661,0,0,0,0,0,0,0,0,0.114838894541256,0,0,0,0,0,0,0,0,0,0,0.0333035504351165,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.0480038414123556,0,-0.138441398981367,0,-0.153179107909317,0.270078334819938,0,0,0.581332462225063,0,-0.0580506575141264,0,0,0,0.053214178573013,0,0,0,0,-0.0987690362792708,0,-0.156852237993965
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.211292347460466,0.121893040051402,0.435037579393018,0,0,0,0,0,-0.0556698558916489,0.185963680336783,0,0,-0.137960537473929,0,0,0,0,0.163791778914935,0,0,0,0,0,0,0,-0.601600442929024,0,0,0,0,0,0,0,0,0,0,0,0.252388340358474,0,0,0,0,0,-0.0636960863207625,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145657493974273,0,0.131844198783811,0,0.0702188232586711,0,0,-0.000734238447510782,0,0.166218597291622,0,0,0.116346727758759,0.00559204203160516,0,0,0.0517245119106571,0,0,0,0,0,0,0,-0.0145934622766497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925692317059036,0,0,0,0.201875677452802,0,0,0,0,0
X601988.CH.EQUITY,-0.0574878316880988,0,0,-0.00885529104038936,0.514137555117009,0,0,0,0,0,0,0,0,0,0.169865064590533,0,0,0,0,-0.0954525822923567,-0.15200931445265,0,0.27208198207901,0,0,0,0,0,0,-0.323255191066246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890282876685902,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.426915050983442,0.270172835983054,0,0,-0.0706222453776913,0,0,0,0,0.147912549649593,0,0,0,0,0,0,0,0.0429996709381825,0,0,0,0,0,-0.0876977357259799,0,0,0,0,0,0,0,0.11419223337896,0,0,0,0,0,0,0,0,0,0,-0.223617342576163
X1299.HK.EQUITY,0,0,0,0,0.290104064502866,0,0,0,0,-0.0155644357979706,0,-0.103205939501742,0,0,0,0,0.00623863741522789,0,0,0,0,0,0,0,0,0.145765446793871,0.0146372974031207,0,0.128508292754358,0,0.121538612028551,0,0,0,0,0,-0.00446556534518001,0,0,0,0,-0.118285183809757,0,0,0,0,0,0,0,0,0,-0.036038710486665,0
X601628.CH.EQUITY,0,0.183940217327087,0,0,0,0,0,0,0,0.156559095154396,0,0,0,0.209700507472846,0,-0.078074773445264,0,0,0,0,0,0,0.0248183335740907,0,0,0,0,0,0,0,0,-0.0119017712304693,0,0,0,0.1991964542548,0,0,0,0,0,0.181776660106663,0.229135583601154,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.042911076313184,0,0,0.182967423303158,0,0,0.010374179289886,0,0.117377473311102,0,0,0.0621980293463173,0,0,0.0387692023175631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335011684140471,0,0,0.333490970799416,0,0,0,0,0,0,0,0,-0.198061290159311,0,0,0,0,0,0,0.0145692931254454,-0.130543953137487,0,0.163285547213055,0,0
