,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.030091834483879,0.0505504608469302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.274639700811432,0,0,0,0,0,-0.132179976086484,0,0,0,0.841112824512453,0,0,0,0,0,0,-0.0321859499956282,0,0,0,0,0.178335843245763
X601318.CH.EQUITY,0,0,0,0,0,0,0.100000346060604,0,0.18484585653702,0.00995406600135639,0,0,0,0.0752667885578301,0,0.0778618114111058,0,0,0.0981396058917366,0,0,0.0936207866206024,0,0,0.0343593266605974,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.1879454894964,0.0034167524030038,0.179997759178539,0,0,0.0327980473863884,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0498136624681175,0,0,0,0,0,0,0.0697433519932048,0,0.33487148406402,0,0,0,0,0,0,0,0.0990886486318289,0,0,0,0,0,0,0,0,0,0,0,0.0913082144021777,0,0,0,-0.309540454150664,-0.270558677414459,0,0,0.201387530832006,0,0.495934423465542,0,0,0,0,0,0.170022971916866,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.635472600546745,0.30619350591388,0.102002229090612,0.497468114785061,0,0,0,0.218390328819432,0.222463569928599,0,0,0,0,0,0,0,0,-0.340812843542965,0,0,0,0,0,0,0.077695594327955,-0.709929643241948,0,0,0,0,0,0,-0.370757612814535,0,0.331830602767784,0,0,0,0,0.332892208372969,0,0,0
X5.HK.EQUITY,-0.0768119763134007,-0.113069792550493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592058388409207,0,0,0.434297790770318,0,-0.0235060064100701,0,0,0.14538003796873,-2.16840434497101e-19,0,0,0,0,0,0,-0.043998763749575,0,-0.0340773121334308,0.027369791782222,0,0,0,-0.161813880334733,0,0,0,0.0631603615550212,0,0,0,0,-0.131712869077714,0,0
X601988.CH.EQUITY,-0.117612991257336,0,0,0,0.356110513015027,0,0,0.0402487172099047,0,0,0,0,0,0,0.0728266122609059,0,0,0.0876980835591545,0,0,0.501323185145722,0,0,0,-0.0933148498347933,0,0,0,0,-0.375292877918553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637281003573927,0,0,0,0
X600036.CH.EQUITY,0,0.439100182721122,-0.0510151269077321,0,0,0.0198193244589389,0,0,0,0.0813558097586526,0,0.512870279391242,0,0,0,0,0.0144694037934007,0,0,0,0,-0.190558603338725,0,0,0.191107073285669,0,0,0.0344933845975133,0,0,0.0470674443975253,0,0,-0.0701297057951046,0,0,0,0,0,0,0,0,0.18090800190073,0,0,0,0,0,0,-0.442343602412999
X1299.HK.EQUITY,0,0,0,0,0.174081191558487,0,0,0,0.0225024304936805,0,0,-0.164073881303626,0,0,0.0535155639828842,0.0323776232180611,0,0,0.0261758757162562,0,0,0.187450891242871,0,0,0,0.14326346578774,0,0,0.0208040917501667,0,0.189348484411522,0,0,0,0,0,0.0478411278727832,-0.0167901324935462,6.93889390390723e-18,0,0,0,-0.165553563538799,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.133227262463291,0.00251791740574857,0.0529976002662188,0,0,0,0,0,0,0.120239739465713,0,0,0.402781596939717,0,0,0,0,0,0,0.0334844522770995,0,0,0,0,0,0,-0.0296610979110664,0,0,0,-0.06485827552956,0,0,0,0,0.178942748798915,0,0,0,0,0,0,0,0,0.11688173034487,0,0,0,-0.0014596788965822
X601328.CH.EQUITY,0,0.118157141016603,0.0669069603865337,0.0428940179199694,0,0,0.54611605780024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209698952113035,0.24952230621837,0,0,0,0,0,0,0,0,0,0,0,-0.0137570218470639,-0.0371282848996565,0,-0.0332743857349856,0,0,0,0,-0.361983023418067,0,0,-0.0273482164646302,0
