,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.189588173750684,0,0,0,0,0,0,0,0,0,-0.182689461139249,0.620764756392568,0,0.715310101391312,0,0,0.068410847876992,0,-0.109366423127542,0,-0.0668789572341059,0,0.00845800049208538,0,-0.333124276420099,0,0,-0.124614160916619,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320105587600825
X601318.CH.EQUITY,0,0,0,0,0,0.155643918004713,0,0,0,0,0.0858417525463626,0,0,0,0,0,0,0,0,0.260970131258389,0,0,0,0,0,0,0,0.0992420974895973,0,0.0440386360295186,0,0,0,0,0,0,-8.67361737988404e-19,0,0.244481244055337,0,0,0,0,0,0,0.0157677537741345,0.0143498378086543,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.812574017383609,0,0.0607948649850952,0,0,0,0,0,0,0.0321287042148727,0,0,0,0.0213907145569893,0,0,0,0,0,0.0100995255438453,0.0068276068283562,0,0,0,0,0,0,0,0.0413788621866177,0,0,0,0,0,0,0.00987957265511749,0,0,0,-0.0155112578203747,0.0249174073348265,0,0,0,0,0.0558287214319814,0,0
X601288.CH.EQUITY,0,0,0.878757463595531,0,0,0,-0.0653797588636558,0,0,0,0,0,0,0.0152605588722043,0.0403392132311153,0,0.0322588925590091,0,0.118208089333409,0,0,0,0,0,0,0.0308179462103068,-0.122235038228861,0,0,0,0,0.0052584722116472,0,0,0,0,0,-0.0988982467115098,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19
X601988.CH.EQUITY,0.0584562851628456,0,0,0,0,0,0,0,0,0.0356634714281719,0,0,1.23682825789422,0,0,0.0169949337416876,0,0,0,-0.227254550716479,1.38777878078145e-17,0,0,0,0,0.0844884580973464,0,0,0,-0.160477365810756,0,0,-0.124766899932731,0,0,0,-0.193454543572906,0,0,0,0,0,0.0128957855749166,0,0.0330697200997551,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.411937702164434,0.000405942894093,0,0,0,0,0.0940594028031657,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.00641346817142997,0,0,0,0,0,0,0,0,0,0.0111625539774284,0,0,0.401101831978173,0,0,0,0,0,0,0,0,0,0,-0.00586884501117282,0.0499419085007918,0.106607075646206,0,0,0,0,0.0516852668647743
X601628.CH.EQUITY,0,0,0,0,0,0,0,0.0305253948024127,0,-0.0963042727754385,0.0265244258086084,0.737554482342903,0,0,0,0,0,0,0,0,0,0,0.113087765233945,0,0,0,0,0,0,0,-0.0748632078654536,0,0,0,-0.101037741642247,0,0.0357540941543829,0,0.272439600059482,0,0,0,0,0.222666945402713,-0.0972786653719651,0.00360861208173492,0,0,0.103756388501019,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.183185260732704,0,0.0626054084438081,0.0682700047528881,0,0,0,0,0,0,0,0,0.0848128021971972,0,0,-0.202280084098,0,0.00676700569106541,0,0,0,0.131922010803655,0.219289049762161,0,0,0.0277730079321921,0,0,0,0,0,0,0,0.071922236910668,0,0,0,0.357330877984269,0,0,0.0918484174976697,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.214526323317925,0,0,0,0,0,0,0,0,0,0.397876625760416,0,0,0,0,0,0,0,0.368185719834941,0.150476406055549,0,0.196135732222004,0.0365183898030169,0.00111364646886883,0,0.0139972408168173,0,0,0,-0.176718473876527,0,0,0,0,0,0,0.154129629077109,0,0.0216408067447556,0,0,0,0,0,0.165090457637094
X601658.CH.Equity,0,0,0,0.170745909307149,0,0,0,0,0,0,0,0,0,0,0.251794745772347,0,0,0.104172452421835,0.149116370382446,0,-0.363813732396027,0,0,0,0,0,-0.127087421769476,0,0,0,0,0,0,0,0,0,-0.0185734661447986,0,0,0,0,0.616145986390219,0,0,0,-0.0358120166098897,0,0,0,0,8.67361737988404e-19
