,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.436659851718947,0,0,0,0,0,0,0,0,0,0,0.334736828705921,0,0,0,0,0,-0.0398985594542189,0,0,0,0,0,0,0,0,0.0648779562160563,0,0,0,0,0,0,0.00483781708237393,0,0,0,0,0,0,0,0,0.00986327439656331,0,0.12744026289779,0,0,0
X601939.CH.EQUITY,0.280446986559508,0,0,0,0,0,0,0,0,0,0,0.136543095766834,0,0.383887561601894,0,0,0,0,0.069156278842588,0,0,0,0,0,0,0,0,0,0,0.0173186773667411,0,0,0,0,0.0749428971665596,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0
X601318.CH.EQUITY,0,0.203574170514441,0,0.0843632843223256,0,0,0,0,0,0,0,0,0,0,0.29894509879545,0.0695380037543837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146902575110504,0,0,0,0,0,8.67361737988404e-19,0,0.121915453030217,0,0,0,0,0,0,0,0,0.0214649752902521,0
X601288.CH.EQUITY,0.320688577678775,0.125028863121146,0,0,0.38151775504283,0,0,0,0,0,0,0,0,0,0.0963381324893748,0.0372882033029581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177206840381415,0,0,0,0,0,0,0.23853072223231,0,0,0.0933694458150736,0,0,0,0,0,0,0,0.0235294454991096,0,0,0,0.0979675070533736,0,0,0.0741531856716861,0,0,0,0,0.101483912769105,0,0,0,0,0,0,0,0.0650765527848124,0,0,0,0.0492414120605628,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.312319605273196,0,0,0.227764136050368,0,0,0,0,0.696474877843145,0,0,0,0,0.682349354259697,0,-0.646203139805046,0,0,0,0.0935737250089005,0,0,0,0,-0.00743694205723225,0,0,0,0,0,0.086376407247432,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0978083196798581,0,0,0.0547784864342118,0,0,0,0.0180697871811621,0,0,0,0.0218151423754553,0,3.46944695195361e-18,0,0,0,0,0.0137070078003058,0.0800181850823569,0,0,0,0,0,0,0,0,0,0,0.0978520796501804,0.114020699316095,0,0,0,0.203229894598388,0.0268266170187096,0,0,0,0,0,0,0,0,0,0,0,0,0.0799828213478842,0
X1299.HK.EQUITY,0,0,0,0,0,0.0356996942342126,0,0,0,0,0,0,0,0,0,0.0258121289571847,0,0,0,0,0.168482184345597,0,0,0.0552009028977198,0,0.0967085689393154,0,0.107505961945306,0,0,0,0,0,0,0,0.0541636510864286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36987653222108,0
X601628.CH.EQUITY,0,0.262605382666987,0,0.145961039990691,0,0,0,-2.16840434497101e-19,0,-0.00772057422804394,0,0,0,0,0,0,0.036396155218255,0,0,0.0677907585704347,0.0247619863284406,0,0,0,0,0,0,0,0,0,0.251504478607408,0,0,0,0.00340925121457894,0,0,0,0,0,0,0,0,0.0648896928809031,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0203864809146987,0,0,0,0,0,0,0,0,0.226167823265159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394916283661119,0.172668422750922,0,0,0,-0.0794530633448277,0,0.432680734271999,-0.310349561305944,0,0,0,0,0.912127603744021,0,0,-0.544116415666934,-0.151425332837917
X601328.CH.EQUITY,0,0,0,0,0.303299477754732,0,0,0,0,0,0,0,0,0.140182719459362,0,0,0,0,-1.38777878078145e-17,0,0,0.48026021155771,0,0,0,0,0,0,0.0303809580677512,0,0,0,0,0,0,0,0.0321282843292535,0,0,0,0,0,0,0,0.0310141113632738,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0681156035583074,0,0.0773991566133752,0,0,0.0754328865067965,0,0,0,0,0,0,0.150531667744281,0,0,0,-0.105521434038737,0,0,0,0,0,0,0.13129201585281,0,0,0,0,0,0.309700798803726,0,0.0296654875102394,0,0,0,0,0,0.00628862438557462,0.111756131147677,0,0,0,0,0,0.132599810350273,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147821275943471,0.123760184812567,0.599849752884301,0.057078784605647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0583296685045197,0,0,0,0,0,0,0,0,0,0,0.407061330716613,0,0,0,0.0828676036558865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241112845867786,0.0390361277790614,0.339687902706311,0,0,0,0
