,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.236256006426423,0,0,0.0871195406753538,0,0.238979567746107,0,0,0,0,0,0.128006863018284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381494248723719,0,0,0,0.0939297777819349,0,0,0,0,0,0.0225324708925117,0,0,0,0,0,0,0,0.10642892240336,0,0,0,0
X601318.CH.EQUITY,0.166446872780453,0,0,0,0,0,0,0,0.282458611188976,0,0,0,0,0,0,0,0.233092443382422,0,0.0535051027117191,0,0,0,0.105190514924708,0,0,0,0,0,0.0320200629806614,0,-0.0925552913645381,0,0,0,0.102041510629589,0,0,0,0,0,0,0.0651822641449946,0.0194995786880649,0,0.0537047524139653,0,0,0,0.0430163898112266,0,0
X601939.CH.EQUITY,0,0,0,0.282517567277401,0,0.0747234672132632,0,0,0,0,0,0,0,0.416033197887965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558653351930982,0,0,0.0735829909510075,0,0,0.00942264408482297,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.354592830254636,0,0.0265108873550102,0,0,0.487160657743339,0,0,0,0,0,0,0,0,0.0301780498908605,0,0,0,0,0,0,0.0175537999506176,-0.0285978904423112,3.46944695195361e-18,0,0,0,0,-0.000314196903909871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10490741232514,0,0,0,0.00349083218451539,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.0668060827221872,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.612869350870744,0,0,0,0,0,0.403618801348324,0.0847840575807001,0,0,0.15549888063592,0,0,-0.0734627814008311,0,0,0,0,0.00385838308181217,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.375613884069892,0,0.000204021473626459,0,0,0,0,0,0,0,0,0.0950650266647,0,0,0,-6.93889390390723e-18,0,0,0.0251718994027976,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.159785119001515,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.297359246793297,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.274612499203877,0,0,0,0.314271633420775,0.0572806539038583,0,0,0,0.164247021544695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128142081185681,0,0,0,-0.0554089686486741,0,0,0,0,0,0,0,0,0.0174291741403458,0,0,0,0,0.0375909995045946,0.00541053705046328
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378506938544987,0,0,0.0701664073016,0.171053965481494,0.013330593454293,0,0,0,0,0,0,0,0.273548371840313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.169291602457699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183493239810113,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.194887223083239,0,0,0,0,0.067678364312694,0,0,0.16395907764548,0,0,0,0,0,0,0,0,0,0,0.10821030685468,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.255770776025556,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0969101644867404,0,0,0,0,1.38777878078145e-17,0,0,0,-0.0901429823002792,0,0,0,0,0.525303582873841,-0.723213582063951,0,0,-0.232740210725338,0,0.869316773196328,0,-0.106063400902616,0,-0.339800786096257
