,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.318881213372556,0.23898385605436,0,0.0947972279410833,0,-0.109595357644655,0,0,0.0623822886318505,0,0,0,0,0,0,0.017154953769528,0,0,0,0,0,0,0,0.109570138994344,0,0,-0.0241310064655827,0,0.0592049894836206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403225121729091,0,-0.101176641379703,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.203634949695051,0,0,0.27990006874305,-0.00209847173181349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605669943170403,0,0,-0.00967293323620453,0,0,0,0,-0.263447849187536,0.275683191267303,0,0.203774678108658,0,0,0,0,0,0.0635277503242438,0,0
X601939.CH.EQUITY,0.427596408089093,0,0,0.0715716222727575,0,0,0,0,0,0,0,0,0.247620348720337,-0.0362729923085115,0,0,0,0,0,0.142922015949852,0.04917115572867,0,0.0802065571025791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271170080265466,0,0,0,0,0,0,0,0,0,-0.0305145755757145,0.099640204886947
X601288.CH.EQUITY,0.436039951798146,0,0.137801669074809,0,0.0327570986020265,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0276155903517698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977511075051291,0,-0.037546508559255,0,0.0537430735967523,0.0842557920210426,0,0,0.194897889645972,0,0,0,0,0,0,0.137220550645628,0.0285940727050754
X5.HK.EQUITY,0,-0.194514400443529,0,0.235876699279899,0,0,0,0,-0.199019094213197,0,0.126523838311614,0,0,0,0,0.19399843774449,0,0.26407547151894,0,0,0,0,0.347180044367288,-0.0190309503374798,0,0,0,0,0,0,0,0,0,0,0,-0.155043887991208,0.149461263198092,0,0,0,0.163849267364361,0,0.0713641614319529,0,0,0,0,0,-0.213419412005073,0
X601988.CH.EQUITY,0,0,0.0757839020160756,0.220763510790083,0,0,-0.0673127845380312,0,0,0.228456706605332,0.176298259238139,0,-0.0661494768140474,0,0,-0.136628761993696,0,0,0,0,0,0.47137619625073,0,0,0,-0.0503761784379289,0,0.0257056225860859,0,-0.0141574134465313,-0.0606644620114356,0,0,0,0,0,0,0,0,0,0.0363987034725824,0,0,0,0,0.00974656980524955,0,0,0,0.0755603694353968
X600036.CH.EQUITY,-0.0212947808429064,0.306167460813263,0,0,0,0,0,-0.015006552679198,0,0,0,0,0.12819491728594,0,-1.73472347597681e-18,0,0,0,0.0083494441361241,0.0166128171246788,0,0,0.267517935674184,0,0,0,0.0892677774141932,-0.0466642989401776,0,0,0.315209719916964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607456454657688,1.73472347597681e-18,0,0
X601628.CH.EQUITY,0,0.117788302626546,0,0.128237898731539,0.00608780841154356,0,0,0,0,-6.93889390390723e-18,0,0,0,0.303080279968405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353899084755907,0,0,0,0.0631506134302162,0,0,0,0,0,0,0.084503344373271,0,0,0,0,0,0,0,0,0.187227051061468
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389884599343513,0,0,0,0,0,0.191654521237418,0.134688286502847,-0.0108538854490065,0,0,0.181211903908089,0,0,0,0.0199407551834403,0.384415138357597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562020820543438,0,0,0,0
X601166.CH.EQUITY,0.10064440476595,0,0,0,0,0.0442392431128715,0,0,0,0,0,0,0,0,0.230711322939805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471699351369472,0,0,0.23779859784626,0,0,0,0,0,0.0973468145310626,0,0,0,0,0,0,-0.0386404001427634,0,0,0.0370498899543659
