,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.128699860888664,0,0,0,0,0,0,-0.154203143590297,0,0,0,0,0,0,0,0,0,0,-0.115205733330856,0,0.0771944381397707,0.443942439224271,0,0.558678212949771,0,0,-0.140661835967773,-0.0189074022912436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.195981945905479,0,0,0,-0.068357262682038,0,0,0.139685238292946,0,0,0,0,0.0286947750081334,0,0,0.0174083875090765,0,0,0,0,0,0,0,8.67361737988404e-19,0.0147679072194443,0.157815034002838,0,0,0,0,0.246910000500185,0,0.126908680547337,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0809554470568865,0,0.802715882986596,0,0,0,0,0,0.0444167545127649,0,0,0.0169150801345806,-0.0080745439816141,0,0,-6.93889390390723e-18,0.0802645668390621,2.71050543121376e-20,0,0,0,0,0,0.0252529825540978,0,0,0,0,0,0,0,0,0,0,0,0,0.0678235810564723,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.892735199330515,0,-0.0595390274683453,0,-0.0905877460096583,0,0,0,0,0,0,0,0,0.00643934509295296,0,0,0,0,0.0286212871411886,0,0,0.075410434079956,0.0661792912998305,0,0,0,0,0,0,0.0984760241101056,0,0,0,0,0,0,0,0,-0.124281431304436,0,0,0,0,0,0,0,0,0,-0.0330592583972625
X601628.CH.EQUITY,0.0122182234261946,0,0,0,0,0,0,0,0,0.282309030461068,0,0.165732617865853,0,0,0,0,0,0,0,0.441584006264878,0,0,0,0,-0.0250859775409394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227146714271166,0,0.247138299618935,0,0,0
X600036.CH.EQUITY,0,0,0.07192742974827,0.257133459150424,0,0,0,0,0.0479894223952412,-0.00689222746313215,0,0,0,0,0,0,0.176057648358912,0,0,0.0201336233578427,0,0,0,0,0.0238490423452218,0,0,0.18755694873173,0,0.0312187094895846,0.128864675563445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04237851245281,0,0,0,0,0.0317384628903197,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28252856136752,0,0,0,0,0,0,0,0,0,0.168850610859512,0,0,0,0.137319213835772,0,0.223066689663253,0,0,0,0.0471468730298799,0,0,0,0,0.0719164988316059,0,0,-0.064957798004864
X601988.CH.EQUITY,0,0,0,0.0868514041285876,-0.045132864156479,0,0,0,-0.0203569834262598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178358172575368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.12424477749919,0,1.00250630561461,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00353505907946449,-0.13066695917192,0,0,0,0,0.0726220104353908,0.140739973836382,0.290085203191279,0,0,0,0.0145329439216655,0,0,0,0,-0.213938753649049,0,0,0,0,0,0,0,0.130003222448489,0.081372175933046,0,0,-0.106560679543908,0,0.126727797680307,0.00683218456158175
X388.HK.EQUITY,0,0,0,0,0.261512159224957,0,0.088585010627299,0,0.0921029817627789,0,0,0,0,0,0.033789035536552,0.0818040916222189,0,-0.339779924995726,0,0,0.158272153355569,0,0.284537246305845,0,0,0,0,0.133686737036363,0.229986561445053,0,0.045110281308724,0,0.053861432714532,0,0,0,0,0,0,0,-0.105533379447989,0,0,0,0,0,0,0,0,-0.266766905737978,0.0341146918997486
X601658.CH.Equity,0,0.0848411418991682,0.150778827655393,0.0889319926394057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690216823160767,0,-0.0131771032272105,0,0,0,0,0,-0.0446547684582555,0,0,0.216672186288974,0,0,0,0,0,0,0,0,-0.136954243993493,0,0,0,0.638658510533084,0,0,-0.178087210327371,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.063159210456067,0,0,-0.0255611367712718,-0.00530529641730677,0.0849370286786676,0.0349198795411321,0,0,0.365648324420048,0.0341058003717944,0,0,0,0,0,-0.0523778823170909,0,0,0,0,0,0,0,6.7762635780344e-21,0,0,0,-0.0348705055805169,0.0734092330187282,0,0.0877811327681382,0,0,0,0.135976136602843,0,0.035039098945895,0,0.120241375969924,0,0,0,0.151307253208586,0,0,0.106016552462856
X601166.CH.EQUITY,0,0.0651717668832265,0,0,0,0.0956845159239725,0.0304607040007459,0.324781258935929,0,0,0.0540340878796777,0,0,0,0,0,0.0638330874645721,0,0,0,0,0.092151122537062,0,0.050459209038497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027794279429816,0.0302294695491936,0,0,0,0.00892043614828884,0,0,0,0,-0.012529080497652,0.277154794687449,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0.0210531782087463,0,0,0,0,0.720898537755781,0,0,0.0239909541463943,0,0,0,0,-0.0220736248643808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432814104990501,0,0,-0.0714362629260598,0,0.0824969897867501,0,0,0.0483547985006941,0.0102711771393099,0,0,0.0164775163090761,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.238423654315171,-0.0244088433770517,0,0,0,0.0862736083930497,0,0,0,0.0430051306426485,0.17984706549078,0,0,0,0,0,0,0.0412880445042483,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411913181255886,0.101960134348659,0,0,0,0,0,0,0,0,0,0.00777301038768703,0,0.00836614398852511,0.0868018163398979,0,0
X601328.CH.EQUITY,0.108117993085443,0,0,0.1404244430673,0,8.67361737988404e-19,0,0,0,0,0,0.0543007162936486,0,0,0,0,0.0849426294131843,0,0,0,0,0.390705121824807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255451679306867,0,0,0,0,0.0785825464946878,0,0,0,0.00559865014062312,0,0
X600000.CH.EQUITY,0,0,0.223289253208511,0,0,0.148635423838836,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.100906778390509,0.0615521653946989,0,0,0,-0.137310145060744,0,0.171142461227327,0,0,0,0,0,0,0,0,0,0.0556226266467872,0,0,0,0,0,0.610940969858705,0,0,0,0,0,0,0,0,0.14547843589712,0
X000001.CH.EQUITY,0,0,0,0,0,0.408433494166444,0,0,0,0,0,0.0891076770241483,0,0,0,0,0,0,0,0.0319490830627332,0.0137662898553233,0,0,0,0,0.102800925955723,0,0.110190790080855,0,0,-0.227720070108442,0,0,0,0,0,0,0,0,0.223903847637402,0.0469597816530468,0,0,0.0505264510725311,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.215513463848163,0,0,-0.0950709839149962,0,0,0,0,0,0,0,0.235319696549288,0,0,0,0,0,0,0,0,0.0991602054684381,0,0,0,-0.0468965842176808,0,0,0,0,0,0.0940976621819573,0.0148032443684348,0,0.0555036293858621,0,0,0,0,0,0,0,0,0,0.193757850641239,0,0,0,-0.0525583320349039
X601601.CH.EQUITY,0,0,0,0,0.181587593154697,0.117630754243557,0,0,0,0,0,0,0,0,0,0,0,0,0.43850926020071,0,0,0,0,0,0,0,0.0558153392859047,0.119086137605093,0,0,0,0,0,0,0.191894778499878,0,0,0,0,0,0,0,0,0.352360901290117,0,0,0,-0.102999819926921,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.085516750349688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4271866831738,0,0,0,0,0,0,0.0447822914510016,0,0,0,0,-0.0449561418537415,0.112248807877791,0,0,0,0.0457230223284999,0,0,0.303808352041651,0,-0.0525495756062299,0,0,-0.0460688972569304
X600016.CH.EQUITY,0,0,0.0656016674020633,0,0,0,0,0,-0.0227149569971812,0,0,0,0.0923964282035459,0,0,0.126082581795533,0,0,0,0,0,0,0,0,0.00862145248165908,0,0,0.11034626550408,0,0.0129679176399442,0.0344912373132888,0.209004542357122,0,0,0.099936284360941,0,0,0,0,0,0,0,0,0,0,0,0.00160876005444323,0,0,-0.0231874413382006,0.0504623055645529
X1109.HK.EQUITY,0,0,0,0,0.0705420397960605,0.220672519624327,0.03792055411321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528798903053294,0,0,0,0,0,0,0.327140706707136,0,0,0,0,0,0,0.0563274501471762,0,0,0,0,0,0.23855537444777,0,0.00637899041167108,0,-0.10306689266313,0
X601998.CH.EQUITY,0.205540423636788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111874973848865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147567691684805,0,0.120162009408228,0,0.466733286547756,0,-0.166679936630711
X2388.HK.EQUITY,0,0,0,0,-0.176630446238888,0,0,0.0271441776573965,0.0244300648498399,0,0,0,0,-0.0763161767547941,0,0,0.0243600808923011,0,0,0,0,0,0,0,0,0,0.361992505132153,0,0,0,0,0,0.198112682044662,0,0.0865836957649918,0,0,0,0.0681894710801694,0,-0.140207034665604,0,0,0,0.164532368261907,0.261603018421119,0,0,0,0,0
X688.HK.EQUITY,0.309967107983892,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,-0.0902754079034087,0,0,0,0,0,0,0.0407120731305947,0.395370816672708,0,0.0314200292006949,0,-0.00196871748639027,0,0.0287216972348132,0,0,0,0.283158830800114,0,0,0,0,0,0,-0.018932200970341,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.0885609287004263,0,0.507332191495874,0,0,0.13790761261587,0,0,0,0,0,0.0333444906458893,0.0118128228047638,0.0581130436650681,0.0243212390731205,0,0.0261408577757768,-0.258643480157181,0.219079937814528,0.0846156007045739,0,0,0,0.000939558513679453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114406326752233,0,0,0,0,4.33680868994202e-19
X002142.CH.EQUITY,0,0,0,0,0,0.152922436238227,-0.319508851957208,0,0,0.026180942517817,0,0,0,0,0,0,0,0.341998799905365,0,0,0,0.105877659327301,0,0,0,0.0483583629849854,0,0,0,0.189467974470716,0,0,0,0,0,0,0,0.293314776056251,0,0,0.209216960133853,-0.18372563754842,0,0,0,0,0,0,0,0.118014601009994,0
X300059.CH.EQUITY,0,0,0,0,0,-0.00149056455506282,0,0,0,0.267280020163592,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773792505197158,0,0,0,0,0,0,0,-0.0332351221162281,0,0,0.4498865460728,0,0.0943822860576187,0,0,0,0,0,0.0339609312823083,0,0.0022396321981585,0,0,0,0.160391017680959,0.00994616143662972,0,-0.0200711077924922
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0220579708604217,0,0,-0.0135145631673042,0.888073411157154,0,0,0,0,0,0,0,0,0,0.0141594986448925,0,0,0.0529172755692302,0,0,0.126902354433318,0,0,-0.120737335055551,0,0,0,0,-0.0944143607478726,0,0.0404175150716446,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,3.46944695195361e-18,0,0,0.0217733819789364,0.153820433987286,0,0,0.0586871274348476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176145437013096,0,0,0,0.107378032968745,0,0,0.378224975791398,0,0,0,0,0,0,0,0,0,0,0.0934949075472927,0.00957568654725677,0.0896581808937082,0,0.0226648429790878,0,-0.156674125948954,0
X601818.CH.EQUITY,0,0.18268673573165,0,0.166059229408821,0,0,0,0.0949527653435684,0,0,0,0,0,0,0,0.0117730947229756,0.0865543602898049,0,0.0652256363911037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458827239721555,0,-0.0212103732505483,0,0,0,0,0,0,0.0756227941395746,0,0,0,0,0,0.085477569257871,0,0,0
X267.HK.EQUITY,0,0.162090453438762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476725992866297,0,0.332450862237109,0.0870891557155803,0,0,0,0,0.0822432058439399,0.164808000207489,0,0,0,0,0,0,-0.0897916887416419,0,0,0,0,0,0,0.151661142401324,0,0,0,0,-0.158089835515173
