,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0.738147738988581,0,0.0466055438136497,0,0,0,0,0,0,0,0,0,0.0563616643106751,0,0.115632787534818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154570938848171,0,0,0.0180005374953436,0,0,0.000783095648531511,0,0.0160127806126885,0,0,0,0,0,0,0,0,0.0235837126985388
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14202131204688,0,0,0,0.471528902483872,0,0,0,0,0,0,0,0,0,0,0.0421687064153563,0,0.00680001659692748,0,1.73472347597681e-18,0.0511722105079974,0,0.0762788436252664,0,0,0,0,0,0,0.0634519064264163,0,0,0,0,0,-0.124069054765203
X601939.CH.EQUITY,0,0,0,0,0.675049871151993,0,0,0,0,0,0,0.235502199692124,0,-0.0214226600315762,0.0998359107847505,0,0,0,0,0.0495514057272808,0,0,0,0.0240398728936779,0,0,0.00196133946302282,0,0,0,0,0,0,0,0,0.005194039290563,0,0,0,0,0,0.0678249437480115,0,0,0,0,0,0,0,0,0.0313475276146437
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0
X601288.CH.EQUITY,0.179134833219151,0,0.829519589202675,0,0,0,0,-0.0801940841818433,0,0,0,0,0,0,0,0,0.0189452162208431,0,0,0,0.020539964744491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650790788548978,0,0,0,-0.0206231488195706,0.0214467103312493,-0.168719059369877,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0305101452830161,0,0,-0.0578365111904572,0,0.143997450106651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0677357198939176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579144578552689,0,-0.0479454106119974,0.908739496918364,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.175139137751739,0,0,0,0.0201132697464387,0,0,0,0,0,0,0,0.25175762765023,0,0,0,0.0991598948332665,0,0,0,-0.0806506783699237,0,0,0,0,0,0,0.0536359754504086,0.0664565694575073,0,0,0,0,0.11300750768332,0.131875465536531,0,0,0,0.0411226650630453,0,0,-0.0988225675247715
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251895792804307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637635327179969,0.365410006240689,0.0234442239475297,0.112895409457197,0,0,0,0,-0.0650836643599225,0,0,0.0846711235899529,0,0,0,0,0.147035262388769,0.323229255605865,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.117045391557343,0,0.163523307243745,0,0,0,0.0310368622715682,0,0,0,0,0,0,0,0,0,0,0,0,0.12540453267521,0.233612421863704,0.0283996831635082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118558557254679,0.287590651962075,0,-0.309177630754999,0,0,0.0212314998428554,0,0,0.156090480697485,6.93889390390723e-18,0,0,0
