,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.124839901425388,0,0,0,0,0,0,-0.127949989004899,0,0,0,0,0,0,0.0121007906588049,0,0,0,-0.120652744325465,0,0.0734946434049083,0.485909599287395,0,0.518785955282498,0,-0.158424663077557,-0.0474082602928845,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.231799048623005,0,0,0,-0.0485246585029918,0,0,0,0,0,0,0.0531542613894101,0,0.0264931453577774,0,0.0509058105303415,0,0,0,0,0,0,-8.67361737988404e-19,0.141109131645292,0,0.145296905632961,0,0,0,0,0.187004305967312,0.100206952464415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0871806666933477,0,0.787177335246578,0,0,0.00177279835389358,0,0,0.0302273992624601,0.0449852141167324,0,-0.0495187371967937,0,0,0,0.0948273277700228,0,0,0,0,0,0,0,0.0386638794758326,0,0,0,0,0,0,0,0,0,0,0,0.0581719511112953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00685507085910427
X601288.CH.EQUITY,0,0,0.885280748438176,0,-0.0374186042535749,0,0,-0.115852789013549,0,0,0,0,0,0,0,0.0132758232462952,0,0,0,0.110433112100413,0,0,0,0,0.111806879568232,0,0,0,0,0,0,0.0284661180522319,0,0,0,0,0,0,0,-0.0294387936491231,-0.112404000698562,0,0,0,0,0,0,0,0,0,-0.0323806738480051
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0138961581854107,0.247640286558025,0,0.348967620470451,0,0,0,0,0,0,0.0836418369131512,0,0,0.0153123957529271,0,0,-0.179852726092097,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.484055975158096,0,0,0,0,0,0,0,0,0.155321777652802,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.329942585626855,0,0,0,0,0.0590922785699323,0,0,0,0,0,0,0,0.0298546433616226,0.172977603766303,0,0,0,0,0,0,0,0,0,0,0.0452069146152161,0.182062214243676,0.103610550887968,0,0.0147043803650291,0,0,0,0,0,0,0,0,0,0,0,0.0387452949704797,0,0,0.0250279386631553,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685095286122654,0,0,0,0,-0.0536994647589877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715410406592075,0,0,0,0,0.0024121905460431,0,0,0,0,-0.0224725067519298,0,0,0,0,0,0,0,0,0,0,0,-0.133090780669392,0,0.998089056606379,0,0
X1299.HK.EQUITY,0,0,0,0,0.0492636631001837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299362568696401,0,0,0,0.0122370263299286,0,0,0,0,0,0.116932969950801,0,0,0,0,0.158626741577588,0.180664147236358,0,0,0.0813210534862018,0,0,0,0,0,0,0,0.0287577742252358,-0.0891626531104332
X5.HK.EQUITY,0,-0.0620827627576264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010098013304081,-0.0678583549026137,0,0,0,0,0,0.173976678424465,0.356748663346948,0,0,0,0,0,0,0,0,-0.0254120979977451,0,0,0,0,0,0,0,0.351784732052224,0.100639602603871,0,0,0,0,-0.316352620293723,0.0203035097799552
X388.HK.EQUITY,0,0,0,0,0.261252854360986,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.138112015866452,-0.176211554577635,0,0,0,0.168414217228842,0,0.293883561945433,0,-0.0373405773715395,0,0,0.277371301349266,0,0.0167690144738908,0,0,0.103972374429037,0,0,0,0,0,0,0,0,0.18325082600679,0,-0.0585595159128202,-0.192636641212547,0,0,-0.160368211211845,0,0,0
