,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.268440860115845,0.16475166442331,0,0,0,0,0,0,0,0,0,0,0.19423533187336,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.301687835422828,0,0,0.891147105409338,0,0,-0.177323545532429,-0.0394062489780087,0,0.0550920019290126,-0.0306723626113422,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.123855335048687,0,0.192144438675433,0.0157979259543849,0,0,0,0.0345599233329764,0.0652762695832585,0,0,0,0,0.133700270399027,0,0,0.0892760701571359,0.0200127385809449,0,0,0,0,0,0,0,0,0,0,0,0,0.149648855378772,0,0.209663769920478,0,0,0,0.0397368083143944,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.302435592494258,0,0,0,0.156445894544896,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0520522562191464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144441638076318,-0.113670985743648,0,0.114863011465581,0,0.432036910625917,0,0,0.0770404439958963,0,0,0,0,0,0,0,-0.018883444717465
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.500585956295689,0.177377560827302,0,0.465880818655163,0,0,0,0.498105090171849,-0.268077024571068,0.108303307785181,0,0,0,0,0,0,-0.186855188873247,0,0,0,0,0,0,0,-0.604211825100048,0,0,0,0,0,0,0,0,0,0,0,0,0.229997975794801,0,0.144656200239985,0,0,0
X5.HK.EQUITY,-0.0310719362109354,-0.0895869580512894,0,0,0,0.065482257786848,0,0.0293746898390906,0,0,0,0,0,0,0.0845647418749007,0.112354528928172,0,0,0,0.832075366633677,0,0,0,-0.218152523396665,0,0,0.0589392071433882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119551480265648,0,0,0,0,0.123103789114449,0,0.015054268852859
X601988.CH.EQUITY,-0.293319461254965,0,0,0,0.416309766482465,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.650003163800099,0,0,0,-0.0990659486452475,-0.0461854047419116,0,0,0,0,0,-0.446072923198193,0,0,0,0,0,0,0,0,0,0.147231686877947,0,0,0,0,0,0.0978494452897263,0,0,0,0
X600036.CH.EQUITY,0,0.146990813065994,-0.0848502394621829,0,0,0.0193453443569358,0,0,0,0.321605145586696,0,0.405743236862741,0,0,0,0.0308073507194825,0,0,0,0,0,0,-0.0899315019463381,0.102583271560542,0,0.0446257095611446,0,0,0,0,0,0.0525417622278899,0.0307197501612621,-0.167819192442397,0,0,0,0,0,0,0,0,0.189946459724265,0,0,0,0,0,0,-0.33815432028149
X1299.HK.EQUITY,0,0,0,0,0.233740684766959,0,0,0,0,0,0,-0.0898052268028251,0,0,0,0,0.0251021386576842,0,0,0,0,0,0,0,0,0,0.142162807645819,0,0.124580924423221,0,0,0,0.0979690278973263,0,0,0,1.73472347597681e-18,0,0,0.0211947754955883,0,0,-0.0861230481001682,0,0,0,0,0,0,0.0105524520900621
X601628.CH.EQUITY,0,0.109346767003825,0,0.0191366485980276,0,0,0,0,0,0,0.148395260603891,0,0,0.358948606447482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0459826342568105,0,0,0,0,0.0619331772017595,0,0.150712957635921,0,0,0,0,0,0,0,0.0676597556937983,0,0,0,0
X601328.CH.EQUITY,0,0,0.138293128925844,0.0674893680505346,0,0,0.620974896991693,0,0,0,-0.0585261646651445,-2.77555756156289e-17,0,0,0,0,0,0.0226330375034489,0,0,0,0,0,0.276519225903839,0,0,0.274747719915368,0,0,-0.0312324711959785,0,0,0,0,-0.003552980574143,0,0,0,0,0,0,0,0,0,0,-0.622285938567256,0,0,0,0
