,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.464061948775643,0.150608660209008,0.125806776673563,0,0,0,0,0,-0.130073222092204,0,0,0,-0.00858234837836146,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0236063974904175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345909784472974,0,0,0,0,0,0,0,0,0.0906366257695292,0.129385729477938,-0.0356810744244123
X601939.CH.EQUITY,0.211221541413557,0,0,0.273648029977712,0,0,0,0,-0.0324328226765723,0,0.010970816813914,0,0,0.263322851674255,-0.158106707791242,0,0,0,0,0,0,0,0.223690995429803,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294218753609557,0,0,0,0,0,0,0,0,-0.0554041217681712,0,0,0,0.167735516365576,0,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.289110181247179,0.0484112315083218,0,0,0,0,0,0.0412515632722478,0,0,0,0,0,0,0,0,0,0.17520713407149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964311897802177,0,0,0.0731367870784822,0,0.153922647322588,0,0,0,0,0,0
X601288.CH.EQUITY,0.360856758120051,0,0,0,0.332898523283281,0,0,0,0,0,0.0231353096988695,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0744627610796328,0.0308056725335766,0,0,0,0,0,0,0,0,0,0,0,0.0439344767306229,0,0.0879905756193976,0,0,0,0,0.0418612841472627,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.500810945140895,0,0,0,0,0,0.236304015214124,0,0,0,0,0,0.225140200982952,0.0664288427514316,0,0,0,0.044118274881606,0,0,0,0,0,0.0870528866004404,0,0,0,0,0,0,0,0,-0.5834036220674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0438652380126854,0,0,0,0,0,0,0.230732858876698,-0.0232743266123904,0,0,0,0.115536512122301,0,0,0.0508617448967445,0,0.152055403493247,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.263197591278157,0,0,0,-0.00697840118461012,0,0,0,0,0.113055425273698,0,0.103422281148938,0.089212973969057,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0349798930395672,0,0,0,0,0,0,0,0,0.157355648787735,0,0,0.050269260634925,0.50267305842205,0,0,0,0,0,0.135508666534186,0,0,0,0,0,0,0.0884253502344107,-0.0257285165330224,0,0,0,0,0,0,0,0,0,0,0.0777329174934371,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117226480442195,0,-0.0963037669046405,0,0,0,0,0,0,0.319859344817795,-0.0311980495060293,0,0,0.615110976488159,0,0,0,0,0,0,0,0,0,0.284398388815421,0,0,0,0,0,0,-0.185170536402675,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0307992226596855,0,0,0,0,0,0,-0.172473002288166,0,0,0,0,0,0,0,0,0.24827320825471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32625980160672,0,0,0,0,0,0,0.219016208438274,0.11148988844699,0,0
X601658.CH.Equity,0,0,0,0.163997220260482,0.158017077224343,0,0,0,0,0,0,0,0,0.108818530485198,0,0,0,0,0,0,0,-0.0785904268601249,0,0,0,0,0.0334973686958817,0,0.101090269482353,0,0,0,0,0,0,0,0,0.272068377771363,0,0,0,0,0,0,0,0,0,0,0.425784683423172,0,0
