,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.265742641358015,0.0561138638840941,0.00216716819453405,-0.0128197919388918,0,0.460859568501768,0,0,0,0.0546069802152449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903376866480515,0.032955823250039,0,0,0,0,0,0,0,0,0,0,0.0856173363100489,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.22102041324378,0,0,0,0,0,0.190779667122863,0,0,0,0,0,0.108535982494225,0,0,0.0855755212039214,0,0,0.125437118217936,0,0,0,0,0,0,0,0,0,0.0136343102329371,0,0,0,0,0,0,0.0621209683105079,0,0,0,0,0,0,0.00298663304597375,0,0,0,0,0,-0.154866783489942
X601939.CH.EQUITY,0.467037352746524,0.287553536890323,0,0,0,0.0454308713682336,0,0.283185182832194,0,0,0,0,0,0,0,0.0143544488696739,0,0,0,0,0,-0.228221276063485,0,0,0,0,0,0,0,-0.0561288282723621,0,0,0.117672106872942,0,0,0,0,0,0,-0.0751458567724166,0,0,0,0,0,0,0,0,0,0.0805936116986566,0
X600036.CH.EQUITY,0,0,0,0,0,0.0286727722410281,0.18927933338578,0.141621844579015,0,0,0,-0.113043072563197,0.156430577669549,0,0,0.0498504615682437,0,0,0,0.0439194898960452,0,0,0,0,0,0.0567146456643573,0.0824401856620127,0,0.108821624061023,0.0163078085852756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373640053874968,0
X601288.CH.EQUITY,0,0,0,0,0,0.065873410797347,0,0.477106057742728,0,0,-0.101386399780366,0.135807388134377,0,0,0.0467531310780588,0,0,0,0,0,0,0,0.0414907340264741,0,0,0.048064300222314,0,0,0.0504042090235837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379542186237923,0,0,0,0.0687968197251934,0,0.0778030641834444
X601628.CH.EQUITY,0.17824331944286,0,0,0,0,0,0,0,0,0,0.080553472509131,0,-0.0173781742057416,0,0,-0.164797620583462,0,0,0,0,-0.0885853905534452,0.134494900144022,0,0,0.0146219651779904,0,-0.129446431533509,0,0,0,0,0,0,0,0.606122551221642,-0.0408222624874871,0,0,0,0.0395494019338017,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.207160309116783,0,0,0,0,0,0,0,0.106522658361293,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0197743179783329,0,0,0.112591518358924,0,0,0,0,0,0,0,0,0,0.171610465127202,0,0,0,0,0,0.0932097569143004,0.157452895154319,0.0652029657790466,0,0.296066674755854,0,0,0,0,0.298623491501974,0,0,0
X601988.CH.EQUITY,0.0403585241406578,0,0.0903211914049242,0,0.358139824152747,0,0,0,0,0,0,0,0.209604293601992,0,0,0,0.150780787692193,0,0.0179476486430528,0,0,0,0.00951042450921523,0,0,0.0265955092393912,0,0,0,0,0.12547684550689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.106409979078126,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,-0.120748517954147,0,0,0,0,0,0,0.229049675797257,0,0.17962176695248,0.130634024920847,0,0,0,0,0,0,-0.0101478839268619,0,0.0782290042403213,0,0,0,0,0,0.217115607753081,0.0671165536221943,0,-0.0391968273460691,0.247163677138413,0,0.00724478630435609,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.067817808909901,0,0,0,0,0,0,0,0.12301974390395,0.111404982504439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12902392800436,-1.73472347597681e-18,0.417499104493577,0,0,0,0,0,0.0226577860019657,0,0,0,0,0,0,0,0,0,0,0,-0.00274148331864312,0,0,0,0.109039928465204
