,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.103400446754102,0,0.178322051886794,-3.46944695195361e-18,0,0,0,0,0,0,0.127213919603051,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168797166808179,0,0,0,0.149224133868169,0,0,0,0,0,0,0,0,0.16264647902658,0,0.130816972114911,0
X601318.CH.EQUITY,0,0,0,0,0,0.0574828788916382,0,0,0.191327479382544,0,0,0,0.184818890044675,-0.0100520829942835,0,0.257769146651067,0,0,0,0,0,0,0,-0.0426930017408221,0,0,0,0,0,0,-0.161008173906457,0,0,0,0.286356564587258,0,0,0,0.0380840219590011,0.199015093869959,-0.232197103889282,0,0.142110405115531,0,0.131374370599507,0,0,0,0,-0.0435649861119693,0
X601939.CH.EQUITY,0.521079219916457,0,0,0,0.00555016694105225,0,0,-0.0369529623252007,0,0,0,0.130888366408023,0,0,0.109137909929757,-0.043674357760525,0,0,0,0,0,0,0,0.0377627927538605,0,0.217157560169899,-0.127939142812598,0,0,0,0,0,0,0,0,0,0,0.101673004860617,0,0,0.305834320654308,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.311661865826786,0,0.121205544063378,0,0,0.339985398398074,0,0,0,0,0,0,0,0,0,0,0.089252259892038,0,0,-0.0481966184241608,0.0202378711000462,0,0,0,0,-0.0752378160988328,0,0,0,0,0,0,0,0,-0.0497126569134145,0,0,0,0,0,0.218799746588531,0,0,0,0,0,0,0.0791911612471249,0,0,-0.041648132796276
X5.HK.EQUITY,0.0515919874211923,0,0.0476344575725661,0.190850571967561,0,0,0,-0.063131705052126,0,0,0,0,0.149677783688171,0,0,0,0,0,0,0,0,0.486699005328482,0,0,0,0,0,0,0,0,0.221286332289328,0,0,0,0,0,0,0,0,0,0.0551626945320993,0,0,0,0,0,0,0,-0.181055085084541,0,0
X601988.CH.EQUITY,0.255442948920746,0.0835267286208404,0.0899108677308996,0,0,0,0,0,0.192974240267675,0,0,0.273077652158808,0,-0.114175787903449,0,0,0,0,0,0,0,0.0118165058125508,0,0,0,0.050647973317522,0,0,0,0,0,0,0,0.192715946830666,0,0,0,0,0,0,-0.0401653466327649,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,-0.0508832274427755,0,0.230224456389208,0,-0.0443350743762444,0.0217275579796693,0,0.295516199324989,0,0.21864984597502,0,0,0,0,0,0,0,0,-0.0114952802873662,0.100984504039321,0,0,0,0,0.0292417503820082,0,0.0260230591855852,0.0516355554250491,0,0.137624342749087,0,0,0.0254802572807873,0,0,0,0.0322361165546119,0,0,0,0,0,0,0,0,0.0418463141404352
X1299.HK.EQUITY,0,0,0,0,0,0,0.09968490088294,0,0,0,0.115779123015166,0,0,-0.106865166183198,0,0.0182965334493071,0.244239542328243,0,0,0,0,0.0392153959789454,0,0,0.062377992916632,0.0505754075680961,0.0796523624392571,0,0,0,0,0,0.0250821325791951,0.220534019408919,0,0.0239963920849108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.113868783252158,0.349068895072806,0,0,0,0,0,0,0,0.0466282629366409,0,-0.0484231360144977,0,0,-0.0822382158165567,0,0,0,0,0,0.0263652715365925,-0.0120087504470121,0,0,0,0,0.1707373208355,0,0,0.0141181097632477,0,0,0,0,0,0,0,0,-0.052487386449175,0,-0.0371987739586017,0,0,0,0,0,0,0.202231852889276,0,0,0.202199121422581
X601658.CH.Equity,0,0,0,0,0,0,-0.105361405152066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293669252596669,0,0,0,0.175682087116189,0,0,0,0,0,0,0,0,0.592407675147388,0,0,0,-0.492399892384568,0.345891454195578,0,0,0,0,0.0510808898038057,0,-0.127983510572799,0,-0.276139033071917,-0.326760980722822
