,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.374153423485591,0,0.164216998315669,0,0.13674807091721,0,0,0.194862389335464,-0.0547074674505802,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0923401740130528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554302103394545,0,0,0,0,0,0,0,0,0,0,0.0604284097221807,0,0
X601939.CH.EQUITY,0.402479877615102,0,0,0.315885340558909,0,0,-0.120311334209331,0,0,0,0.027991679461443,0,0.136427746956163,0,-0.0912971571317748,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00756906862448083,-0.0249522223259965,0,0,0,0,0,0,0,0.176351041546365,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.216560219164112,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260379833465732,0,0,0,0,0,0,0.181026728844359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258984482202177,0,0,0,0,0.218496813950043,-1.73472347597681e-18,0,0,0,0,0,0.111099338710473,0
X601288.CH.EQUITY,0.500260134375047,0,0,0,0.198588307905028,0,0,0,0,0,0,0,0.0747658125642378,0,0,0,0,0,0,0.0129400186426686,0.118435455045838,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0507783998860638,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,3.46944695195361e-18,0,0.381072588668957,0,0,0,0,0,0.264979905619372,0,0,0,0,0,0.356562261666421,0.0873625794057651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.368437424432426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278494604681567,0,0,0,0,0.0920710277727375,0,0,0,0,0,0,0.010191827754605,0,0,0,0,0,0.043362424825382,0.185151313125279,0,0,0.0916187640837307,0,0,0,0.0159817134354425,0,0,0,0.172707131539466,0,0,0,0,0,0.105441957379379,0.0157016292457397,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0848620132966654,0,0,0.0588450490464236,0.122707728703949,0,0,0,0,0,0,0,0,0,0.0246763882703732,0,0,0,0.147117825839842,0,0,0,0,0,0,0,0,0.219903721209338,0,0,0,0,0,0,0.0922900952645175,0,0,0,0,0.117246327765283,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664270961567337,0,-0.123158745252463,0,0,0,0,0,-0.287527875460904,0.645370680492796,0,0,-1.38777878078145e-17,0,0.777605707219484,0,0,0,0,0,0,0,0,0,0.408959438704312,0,0,0,0,-0.303668035616793,0,0,0,0,0,0,0.155110786632068
X601628.CH.EQUITY,0.000923555368626379,0,0.0973166477562239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652627623030718,0,0,0,0.0417849939941749,0.0260866122145557,0,0,0.131343285670332,0,0.231525606792615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676959455526828,0,0,0,0.251778711355222,0,0.094910170644067,0,0
X601658.CH.Equity,0,0,0,0.0418553849157164,0.19732945669979,0,0,0,0,0,0,0,0.262614894094401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876374139574004,0.173448955722751,0,0,0,0,0,0,0,0,0,0,0.0447262722546009,0,0,0,0,0,0,0,0.352155978697449,0,0,0,0
