,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0840973554294127,0,0,0,0,0,-0.0780613396266688,0,0,0,0,0,0,0,0,0,0,-0.0833013214190655,0,0.502586259804683,0.0506552685444877,0.528080240681651,0,0,-0.163872712687233,0,0.190632602933227,0,-0.133929951042341,0,0,-0.142689319708536,0,0,0,0,0,0,0,0,0.0235382951687597,0,0,0,0,0,0,-0.0413004706804883
X601318.CH.EQUITY,0,0,0,0,0,0.270201848574182,0,0,0,-0.0847808987118747,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193725814520979,0,0.00979953991197512,0.0390629363588117,0,0,0,0.227438750949757,0,0.158723418861193,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.833406212684366,0,0,0,0,0,0.0132632529866501,0.000562802528596133,0,-0.0492530655369458,0,0,0.0457350986334054,0,0.140732666646093,1.73472347597681e-18,0,0,0.0089272964390046,0,0,0,0,0,0,0.0239564412487277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671647842428588,0,0.00895063020027148,0,0
X601288.CH.EQUITY,0,0,0.923345349836374,0,-0.078552797790409,0,0,0,0,0,0,0,0,0,0,0,0.00700674137538853,0,0.105630607131284,0,0.0548614198629826,0,0,-0.114952000216085,0,0.053450233702773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546047635549433,0,0,0,0,0,-0.0202994895809735,0,0,0.0507348091108492,-0.059616027643161
X601628.CH.EQUITY,0.0132546951300872,0,0,-3.46944695195361e-18,0,0,0,0,0,0.256545787053737,0,0.223052046748896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127890118105192,0,0,0,0,0,0,0,0.0164662441717158,0,0,0,0.521912578130869,0,0,0,0,0,0,0,0.117398566928328,0.270058482001962,0,0,0,-0.026528863514263
X600036.CH.EQUITY,0,0,0.080407708207897,0.250552062470564,0,0,0,0,0.0629530850822821,-0.00588304756072345,0,0,0,0,0,0.151443565097952,0,0.119185203424703,0,0.00871924067461456,0,0,0,0,0,0,0,0,0.153823053808368,0.137866210966417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601636295568664,0,-0.0238343837417457,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.00285324766668596,-0.13655049312468,0.0796487386030524,0,0.0512661489264664,0,0,0,-0.0218321788573136,0,8.67361737988404e-19,0,0,-0.000940558157816711,0,0,0,-0.0439036819897877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108655206255427,0,0,0,0,0,0,0,1.05183021397538,0,0
X1299.HK.EQUITY,-0.0788514016283477,0,0,0,0.119231756709354,0,0,0,0,0,0,0,0.0106058792577846,0,0,0,0,0,-0.0425049330284093,0,0,0,0,0.176030995360856,-0.0730412722417026,0,0.0345516217857816,0,0,0,0.325273788324905,0.253912042963354,0,0,0,0,0,0,0,0.0073510571171676,0,0.164198520846399,0,0,0,0,0.0779295718382574,0,0,0,-0.0684436133654631
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.288234328540365,0,0,0,0,0,0,0.191715215085293,0.531879355954705,-0.0325347897515226,0,0,0,0,0,0,0,-0.00453077065106746,0,0,0.0491307317975301,0,-0.0841627868648401,0,0,0.0755714177238104,0.12208244681697,0,-0.108005416775593,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.263487888567059,0,0,0,0,0,0,0,0,0,0,0,0.033864727055649,-0.240932233955207,0,0,0,0,0,0.410296009138886,0,0,0,0.170720359709655,0,0,0,0,0,0,-0.000189057783895635,0,0,0,0,0,0,0,0,-0.274333023814488,0,0.19276965904408,0,0,0,0,0
