,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.478909445196899,0.117874264048829,0.123326633567253,0,0,0,0,4.33680868994202e-19,-0.0916773510352357,0,0,0,-0.0318652257886499,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0341927727857972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965653396065619,0.120310268843135,0
X601939.CH.EQUITY,0.30422160910584,0,0,0.201159063030496,0,0,0,0,-0.128117637912839,0,0.0598465836192233,0,0,0.253047348059174,-0.0731909801490341,0,0,0,0,0,0,0,0,0,0.195405459606667,-0.0267393186209566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019492304314371,0,0.0349163698665562,0.0813671864677126,0,0
X601318.CH.EQUITY,0,0,0,0,0.224788711865036,0.117469268322905,0,0,0,0,0,0,0,0,0.0515834085436623,0,0,0,0,0,0,0.188867653030786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395607537104335,0,0,0,0,0,0,0.187273519154752,0,0,0,0,0
X601288.CH.EQUITY,0.376184745036026,0,0,0,0.214666120506608,0,0,0,0,0,0,0,0,0.146401409961963,0,0,0,0.0916512631058613,0,0,0.0341477502799422,0,0,0,0,0,0,0,0,0,0,0,0.084286953610215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.545456771339732,0,0,0,0,0,0.269335816996609,0,0,0,0,0,0.0901825250897488,0.0815891186375424,0,0,0,0.0496015256068393,0,0,0,0,0,0.0687264590500903,0,0,0,0,0,0,0,0,-0.547253862896521,0,0,0,0,0,0,0,0.157225729637361,-0.0586712117333595,-6.93889390390723e-18,-0.0767168175062907,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.240065933229863,0.00134895701509785,0,0,0,0.124487394903996,0,0,0,0,0.026046051305133,0,0.0110951887661836,0,0,0,0,0,0.154301404526766,0.0407063587530638,0.126489506230851,0,0,0,0,0,0,0.0605326667054179,0,0,0,0.149114831194157,0,0,0,0.0920886416413858,0.00509952188801282,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0326546059596219,0,0,0,0,0,0,0,0,0.203591760882972,0,0,0.0437084928018963,0,0.479685425512444,0,0,0,0,0.135672179535802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864798891670036,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142487346915014,0,-0.149768932175313,0,0,0,0,0,-0.148709657832228,0.394184600992112,0,0,0,0.713381052338992,0,0,0,0,0,0,0,0,0,0.34500806512987,0,0,0,0,0,0,0,-0.233046107426213,0,0,0,0,0
X601628.CH.EQUITY,0.0823369688231831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187582781809718,0,0,0,0,0,0,0,0,0,0,0,0.168952195707697,0,0,0,0,0,0,0,0,0,0,0,0,0.208279369310816,0,0,0.0364961870497251,0,0,0,0,0.151675796162143,0
X601658.CH.Equity,0,0,0,0.0581090402447645,0.154821634820373,0,0,0,0,0,0,0,0,0.15260303561151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223118025317209,0,0,0,0,0,0,0,0,0.146508776993416,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.312046808918047,0,0
