,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0936078480116033,0,0,0,0,0,-0.0649434166569137,0,0,0,0,0,0,0,0,0,0,-0.102898715307475,0,0.530082181493492,0.524775796654453,0.0426735659382565,-0.159799760237729,0.181013157212426,0,0,0,-0.160132656036607,0,0,0,-0.116440535641834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289215590952279
X601318.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0.231381928039624,0,0,0,-0.0644247895664281,0,0,0,0.0268002077314156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188308570304188,0.0402065363025815,0,0,0,0,0.196848857168656,0.192972329695216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.024542648021202,0,0.827908392583419,0,0,0,0,0,0,0,0,-0.0433861861761278,0,0,0,0.0699095160333104,0,0.104293006886941,0,0,0,0,0,0,0,0.00664939033475513,0.030850288933511,0,0.00997478119654417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03814838591196,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.894302555771674,0,-0.0716294091787652,0,0,0,0,0,0,0,0,0,0,0.00392511314466166,0,0.209430443466196,0,0,0.0610744804325315,0,0,0,-0.0990955751713416,0,0,0.023581034490121,0,0,0,0,0.00121388769357327,0,0,0,0,0,-0.039075409016692,0,-0.0837808906271499,0,0,0,0,-0.0130058145865297,0,0,0,0,-0.0175165270184132
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.12557339313061,0,0.0524223304455643,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0270622837817635,0,0,0,0,0,0,0,0.383900215796565,0.318639809495543,0,0,0,0,0,0,0,0,0.318512429574838,0.05663406305855,0,0,0,-0.00642301900775538
X600036.CH.EQUITY,0,0,0.379329544462539,6.93889390390723e-18,0,0,0,0,0.0302415081705891,-0.0070055657598007,0,0,0,0,0,0,0.131678273202616,0,0,0.013380287988622,-8.67361737988404e-19,0,0,0,0,0,0.203528766991492,0.126093150162209,0,0.000928318411879836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329457216136948,0,0.0353720715778254,0,0,0,0.00109240871460834
X601988.CH.EQUITY,0,0,0,0.00284756378682522,-0.137006207673526,0.0798649133602673,0,0.049585674191512,0,0,0,-0.0217958420509139,0,0,0,-0.000938346301719064,0,0,0,0,-0.0438880588483715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108636759512921,0,0,0,3.46944695195361e-18,0,0,0,1.05040732431136,0,0
X1299.HK.EQUITY,0,0,0,0,0.151142913706458,0,0,0,0,0,0,0,0.0375727253501162,0,0,0,0,0,0,0,0,0,0,-0.115031669332547,0.117828175787101,0,0,0,0.0867781518828021,0,0.167722875944547,0.347128898392617,0,0,0,0.0275588518265719,0,0,0,0,0,0,0.149011955619505,0,0,0.0606262288923137,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.00903552827304663,0,0,0,0,0,0,0,0,0,0,0,0,-0.185332207653089,0,0,0,0,0,0,0,0,0,0.225910411032123,0.469482144863931,0,0,0,0,0,0,-0.12376193323644,0,0,0,0.00581028138179893,0,0,0,0.0997762061829196,0.093277412646503,-0.0802836002215406,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.303731333744167,0,0,0,0.12846747893504,0,0,0,0.00592918440076255,0,0,0.042474971721026,0,0,-0.212355445134975,0,0,0,0,0,0.385190113183716,0.110233726143596,0,0,0,0,0,0,0,0,0,0,0,0,0.0463843880514515,0,0,0,0,-0.280000954440715,0,0.227254348265657,0.0935280749642551,0,0,-0.213175141855846,0
X601658.CH.Equity,0,0,0.0185223856989672,0.298649587341335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109021807935831,0,0,0,0,0,0,-0.145727600014881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795455203613228,-0.00575480912765142,0,0,0.362121352473559,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0464461017508068,0,0,-0.0725800152107108,0,0.0947382930516571,0,0,0.232014888785231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362154262623981,0,0.23262413409187,0,0,0.282211037801827,0,0,0.0735807748827536,-0.0143081212307735,0.0926405879650055,0,0.0704376651383247,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0549533886306843,0,0,0,0.0699466256263671,0,0,0.74338448284084,0,0,0,0.0341970469529541,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0202701561524933,0.017990861336242,0,0,0,0,0,0,0,0,0,0,0,0.0656142440800112,0.0634585329156667,0,0,0,0.0623145437821345,0,0,0,0,0,0,-0.00869946007286883
X601166.CH.EQUITY,0,0,0,0.00672412480874424,0,0.130178654160212,0.365394207666413,0,0,0,0.0564888024896582,0,0,0,0,0,0.0514319663376007,0,0,0,0,0.0747666191762348,0,0,0,0,0,0,0,0,0,0,0,0,0.0184180366756335,0,0,0,0,0.0207182589453726,0,0,0,0,0,-0.0204817656523846,0,0,0.248455076462877,0.0492310230626094,0
X601328.CH.EQUITY,0,0,0,0.0463704385104439,0,0.112529263170242,0.0205569024559081,0,0,0,0,0,0,0,0,0,0.0290307008099252,0,0,0,0,0.372931067278334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249985925326012,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.223965018274165,0.0406288889962144,-0.129528610037154,0,0,0,0.0751246438207925,0,0,0,0.185755520228698,0,0,0,0,0,0,0,0.0351935763467617,0,0,0,0.113926688873409,0.077963647052467,0,0,-0.150284687497275,0,0.0803558983552734,0,0,0,0,0.064541421906192,0,0,0,0,0,0,0,0.0226565407514007,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.25485560030296,0.0418005385697661,0,0.248468161231484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155416682386432,0,0,0.0331260768681632,0,0,0,0,0,0,0.306379364938877,0,0,0,0,0,0.674349565718623,-0.060920881691884,0,0.112905409976011,-0.0191477564026045,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.187794986698808,0,0,0,-0.0738178221885845,0,0,0,0,0,0,0,0.182009849478404,0,0,0,0.00235044010431221,0,0,0,0.0703641654293505,0,0,0,0,0,0,0,0,0,0.0167205540810538,0,0,0,0,0,0,0,0.118807743732466,0,0,0.0669373903874935,0,0,0.234876180669223,0,0,-0.121527165046797
X000001.CH.EQUITY,0,0,1.38777878078145e-17,0,0.0246039468370288,0.398503664051683,0,0,0,0,0,0,0,0,0,0,0.0361863621457005,0.0547332659715178,0,0,0,0.0497233844405509,0,0,0,0,4.33680868994202e-19,0,0.0545218741203737,0,0.0291291154874138,-0.0244251963111928,0,0,0.0112300453269211,0,0,0,0.295845953336265,0,0,0,0,0.105782976546318,0.0455073473202168,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.396507947765378,0,0,0.349881197389165,0,0,0,0.0115624675215585,0,0,0,0,0,0,0,0,0.137727431484873,0,0,0,0,0.0609678332372876,0,0,0,0,0,0.106839770967717,0,0,0,0,0,0,0.0274961886555126,0.00891240883437641,0,0,0,0,0,0,0.112576355208301,0,-0.146409838290187,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.25866138807841,0.0241766513647002,-0.0403221651501873,0,0,0,0,0,0,0.0310713249361233,-0.0168994163643027,0,0,0,0,0.0633079799969749,0,0,0,0,0.0262692529887949,0,0,0.0741733397257647,0,0,0,0,0,0,0,0,0.0956616744118892,0,0,0.461984942438669,-0.0198068674357589,0,-0.04546962687544,0,0,0,0,0
X600016.CH.EQUITY,0.00541510797910841,0,0,0.0431958134639358,0,0,0,0,0,0,0,0,0,0.0884368538823533,0.110129617764797,0,0,0,0,0,0,0,0,0,0,0,0.135985081349677,0.104303372128932,0,0,0.0566849991638404,0,0.097004724400055,0,0.102912870209703,0,0,0,-0.0147980145269196,0,0,0,0,-0.0479648770712158,0.0335537125265966,0,0,0.0831164082998811,0,0,0
X688.HK.EQUITY,0.351671883908915,0,0,0,0,-0.0803808275404884,0,0,0,0.0364669605666394,0,0,0,0,0,0,0,0,0,0.100184663532022,0.488959107980518,0,0,0,0.262120350854444,0,0,-0.0222180592157126,0,0,0,0,0,0.0196651297028765,0,0,-0.103384244725736,0,0,0,0,0,0,0,0,-0.0377647532660292,0,0,0,0,0.018431537913802
X601998.CH.EQUITY,0.200692375065212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942257504762815,0,0,0,0,0.0720501376988606,0,0,0,0,0,0,0,0,0,0,0.118763875008721,0.0191687760453017,0,0,0,0,0,0.0255336673312281,0,0,0,0,0,0,0.134766270132517,0.530732327296761,-0.101149760068658,-8.67361737988404e-19
X1109.HK.EQUITY,0,0,0,0,0,0,0,0.0397984469734992,0.200336220648583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459175420295004,0,0,-0.0707844004183592,0.126096234846153,0,0,0,0,0.171431063291413,0,0,-0.0914293899487617,0,0,0,0,0,0,0,0,-0.073016763563031,0,0,0.0909869766876064,0,0.109292406442248,0,0
