,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.651630189981592,0,0,0.0209657092953172,0,0.0614884597220522,0,1.73472347597681e-18,0,0,0,0.0738507320277099,0,0,0,0,0.0486892190223907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0562953769194816,0,-0.037443902713208,0.0433653042421697,0.0199088209734504,0,0,-0.0201535173718557,0,0,0
X601939.CH.EQUITY,0.162522228837148,0,0,0.553472322685272,0,0.0068602780220233,0,0,0,0,0.023156482270356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765491279549307,0,0,0,0,0,0.130915092352919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0
X601288.CH.EQUITY,0.211900564776581,0.22563368808927,0,0,0,0.05896272717657,0,0,0,0,0,0,0,0,0,0,0,0.140287183968402,0,0,0,0,0,0,0.0472030463057569,0,0.121768874213984,0,0,0.0648377559209629,0,0,0,0,0,0,0.0103186904786924,0,0.0568968581766161,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,-0.106813835959717
X5.HK.EQUITY,0,0,0,0,0,0.0403880483854727,0,0.32166073034089,0,0,0,0,0,0,-0.320091824047579,0.221123483273128,0,0,0.118052772697172,-0.125862629838182,0,0,0,0,0,0,0,0,0,0.304651381024626,0,0,0.233328233747571,0.168478978665298,0,0,0,0,0,0,0,0.0548937548910193,0,0,0,-0.471138698960005,0,0,0,0
X601988.CH.EQUITY,0.263656477850075,0,0,0,0,0,0,0,0.114831920088297,0,0,0,0.00631010248380324,0.181153497687605,0,0,0,0,0,0,0,0,0.389994160902521,0,0,0,0,0,0.0475706284388571,0.0385165257546736,0,0,0,0,0,0,0,0.0357416560444726,0,0,0,0,0,0,0,0,0,-0.0257576093729909,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0282031403477805,0,0,0,0.0323500533434416,0,0,0,0,0,0,0,-0.0222122285852666,0.0377889775322324,0,0,0,0,0,0,0.757626800147192,-0.00619471912776917,0.0323273324135223,0,0,0.103270713534935,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0653836779852171,0.0704323210164341,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.211030296345797,0,0,0,0,0,0,0,0.230867008206142,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0.193106879292339,0.12575920052244,0,0,0,0,0.128553952128054,0,0,0,0,0,0,0,0,0,-0.0434582442368042,0,0.0591139689036815,0,0,0,0.0909179892558034
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171814952083062,0,0,0,0,0.115082409593277,0,0,0,0,0,0,0.256716311167904,0,0,0,0,0,0,0,0.224864151781331,0,0,0,0,0.0656253096386759,0,0,0,0,0.00608212994565372,0,-0.00585916093944994,0,0,0,0,0,0.198597109201856,0,0,0,0.00221909985868462,0,0,0,0.027853915672366,0,0
