,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0291636244470674,0,0,0.209694790328321,0,0,0,0,0,0,0,0,-0.0290568842276245,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.100938569549556,0,0,0,0,0,0,0,-0.142074859332035,0,0.0577465188158719,0,0,0.211324386961358,0,0.0404734614457166,0,0,0.10396060160144,0,-0.115449877011899,0,0,0,0.0119481141316646
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108190298946582,0,0.100629587532965,0,0,0.34320936002264,0,-0.032054588437709,0,0,0,0,0,0,0,0,0,0,0,-0.00352252998047635,0,0,0,0,0,0,0,-0.0694138704872481,0.334228291731683,0,0.164867881510202,0.00527317318114044,0,0,0,0,-0.0769847603390254,0,0
X601939.CH.EQUITY,0.284366514056453,0,0,0,0.0369309739709689,0,0,0,0,0,0.0152728565345077,0,0,0.111204073628606,0,0,0,0,0,0.156899434748807,0.0016644469031816,0,0,0,0,0.189109577877793,0,0,0,0,0,0,0,0.170146136720125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388888081145771
X601288.CH.EQUITY,0.124729171325383,0,0.057413460242834,0,0.11071806167471,0.179642128694128,0,0,0.127495813877437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0760468664006207,0,0,0,0.175350581671115,0,0,0,0,0,0,0,0.0762809171803622,0.192353436370404,0,0.113310110699928
X5.HK.EQUITY,0,-0.190248449484946,0,0.451876479514928,0,0,0,-0.0893164020967101,-0.0539538941984962,0,0.127748956731918,0,0,0,0,0.118248334684585,0,0.158709031234767,0,0.0247074329021843,0,0.459691906595679,0,-0.168906580623782,0,0,0,0,0,0,0,0,-0.0285710409574305,0,-0.175746121004647,0,0,0,0.0384691033937063,0,0,0,0.179828789844919,0,0,0,0,-0.234633625200882,0,0
X601988.CH.EQUITY,0.0071057324784359,0,0,0.265181105496291,0,0,0,0,0,0.14937948117871,0.175692286560558,0,0,0,0,0,0,0,0,0,0,0,0.2844086374623,0,0,0,0,0,0,-0.0834258684436375,0,-0.0481780513486884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106980935204064
X600036.CH.EQUITY,-0.100094617197108,0.334873451210585,0,0,0,0,0,0,0,0,0,0,0,0.262275252380614,0,0,0,0,0.0762872653800671,0,0.0369294381441252,0.237917357604003,0,0,0,0,-0.0427012847922695,0,0,-0.00932851268230953,0,0,0.230543171619023,0,0,0,0.0253965289464008,0,0,0.0312208674372606,0.0631013886766003,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.165703179721822,0.0440116837375475,0,0.253704247566777,0.15522566801857,0,0.220180966802665,0.00418459115524048,0,0,0,0,0,0.146213943113465,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.196350780088098,0,0,0,0,0,0,0,0,0,0,-0.0978397413024092
X601628.CH.EQUITY,0,0,0,0.0154690618095791,0,0,0,0,0,0.0042853425188611,0,0,0,0,0,0,0.299042330297415,0,0,0,0.0228442409030305,0.0923066595678732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381516709703482,0,0,0,0,0,0,0,0,0,0.0369666228318179
X601166.CH.EQUITY,0,0,0,0,0,0.165154750636138,0.0762620246381044,0,0,0,0,0,0,0,0,0,0.211536478608473,0,0,0,0,0,0,0,0,0.0124894823632554,0,0,0,-4.33680868994202e-19,0,0,0.38791616886008,0.204763165997972,0,0,0,0,0,0.178203492462126,0,-0.101677546738552,0,0,0,0,0,0,-0.0862836462462203,0.056269699827852
