,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.119712837703832,0,0,6.93889390390723e-18,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.00951929646773551,0,0,-0.0304012661613749,0,0.0124876528627,0.415864750633362,-0.203283030666649,0.463884852601882,0.26451713616057,0,0,-0.130305498273844,0,0,0,0.00951238089391527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.236696859607111,0,0,0,-0.0875852216243331,0,0,0,0.0953370714646039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335873465291197,0.169957629651064,0,0,0,0,0.246954273047141,0,0.0708345089321648,0,0,0,0,0,0,0,0,0,0,0.100333875187163,0,0
X601939.CH.EQUITY,0,0.040082339964258,0,0.809372130584029,0,0,0.00505148027106437,0,0,0.0357981544262454,0,0.0118853372269416,-0.0572254328297526,0,0,0,0,0.0999545659559775,0,0,0,0.00777469763786018,0,0,0,0,0,0.0263671389584377,0,0,0.0245223702330505,0,0,0,0,0,0,0.0821371622339995,0,0.0219094497033906,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.959111401427113,0,-0.103940165430046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246025967197077,0,0.0367870253624786,0,0,0,0,0,0,0.0546386470604832,0,0,0,0.0114817299536587,0,0,0,0.0270052957404478,0,0,0.00422827062509686,0,0,-0.0814117021058847,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.00703817515002212,0,0,0,0,0,0,0,0,0.239550391284902,0.194619708921194,0,0,0,0,0,0,0,0,0.0834647232756425,0,0,0,0,0,0,0,-0.132477435537146,0,0,0,0,0.0298551989734308,0,0,0,0,0.466637969154502,0,0,0,0,0,0,0,0,0.0873936244831035,0.288067450045101,0,0,0
X600036.CH.EQUITY,0,0,0,0.328967187456513,0,0,0.00603452707380222,0,0.0377551212837378,0,0,0,0,0,0,0,0.171871108400464,0.0118839122043954,0,0.0251220932979806,0,0,3.46944695195361e-18,0,0,0,0.170212927881943,0.0374836124219708,0,0,0.113104833885136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405843936522914,0,0,0,0,0.0416418582680148,0
X601988.CH.EQUITY,0,0,0,0.0335022877011339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346538736679558,0,0,0,0,0,0,0.0340302931058745,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387200490361339,0,0,0,-0.0833301896293566,0.0248979620251468,0,1.01004885211754,0,0
X1299.HK.EQUITY,0,0.0017015337371615,0,0,0.114242750578291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364079521839968,-0.0274371075915621,0,0,0,0,0.0152944914984425,0,0,0,0.122243245741532,0.269414134434957,0,0,0,0,0,0,0,0,0.0484738513523612,0,0,0,0,-1.73472347597681e-18,0,0,-0.107483206778363
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0170709169002654,0,0,0,0,0,0,0,0,-0.325031093675022,0,0,0,0,0,0,0,0,0.0806786288069071,0.517081512619568,0,0.0149692950248432,0,0,0,0,0,0,-0.0356026732522935,0.115526435631967,0,0,-0.158001554415263,0,0.0486714536068275,0.17160560226713,0,0,-0.185059304219308,0,0.109152728270739,0
X388.HK.EQUITY,-0.123212124128353,0,0,0,0.185650534066903,0,0,0.095914755865096,0.107056587104317,0,0,0,0,0,0.145489215190357,0,0,-0.158089973490438,-0.0789509062705213,0,0,0,0.520110825704375,0,0.401125577299587,0,0.029359930712033,0,0,0,0,-0.123466613043446,0,0,0,0,0,0,0,0,-0.0323048452917926,0,0,0,0,0,0,0,0,-0.375498747547139,0
X600030.CH.EQUITY,0,0,0,0,0.0732039008289759,0,0,-0.101476841899551,0,0.0642804918391912,0,0,0.218936981690626,0,0,0,0,0,0,0,0,0,0,0,0.0428406614987178,0,0,0,0,0,0,0,0.200960527513608,-0.0375655297186542,-0.0539174270033552,0.123215219006803,0,0,0,0.208201267508242,0.10316823026257,0,0,0.192134770518133,0,0,0,0.0282647332516577,0,0,0.0662417860933053
X601658.CH.Equity,0,0.156464411726044,0.237567001369306,0.0119707254702277,0,0,0,0,0,-0.0191381302985727,0,0,0,0,0,0,0,0,0.107126172917855,0,-0.22862998362345,0,-0.0857531404137189,0,0,0,0,0,-0.013320843994366,0.00568518191270813,0,0,0,0,0,0,0,0,-0.0475732364588867,0,0,0,0.814206550892414,0,0,0,-0.222382522797319,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0869930494706351,0,0,0.0546221933945892,0,0,0.767807412186486,0,0,0,0,0.0102512188738536,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195039869650987,0,0,0,0,0,0,0,-0.0211106944211842,0,0.121960634786315,0,0,0.0564993451918366,0,0,0,0,0,0,-0.00151789910602997,0
X601166.CH.EQUITY,0,0,0,0,0,0.129217957195246,0.255552445670989,0.0108674334118012,0,0,0,0.0536233641236787,0,0,0,0,0.0402888456558056,0,0,0,0,0.0650674070030504,0,0,0,0,0,0,0,0,0,0.0928106479891893,0,0,0,0,0,0.018930795925995,0.0220676519177483,0,0,0,0,0,0,0,0,-0.0206119440313733,0.37486477879729,0,0.025245040457944
