,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0597131536271915,0,0,0,0,0,0,0,0,0,0,-0.0351543475509035,0,0,0,-0.279404948462876,0,0,0,0,0,-0.102695432373303,0,0,0,0.849986880558739,0,0,0,0,0,-0.0370093484588419,0,-0.000871409052357461,0,0,0,0.185151958010039
X601318.CH.EQUITY,0,0,0,0,0,0,0.136359266773388,0,0.19244052480045,0.0183888766929531,0,0,0,0.0299077730387743,0,0.0594021342850857,0,0,0.10939417963277,0,0,0.0770825109978697,0,0,0.0623424506174632,0,0,0,0,0,0,0,0,0,0,0,0,0.0515855950309189,0,0.306814576775713,0,0,0,0,0.101832349454653,0,0,0,0,0
X601939.CH.EQUITY,0.177006765788187,0,0,0,0.174400177884258,0,0,0,0,0.0565035117921214,0,0,0,0,0,0,0,0.107413866212561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.263207893839925,-0.0726863890862626,0,0,0.0892120798097674,0,0.403090092943359,0,0,0,0.121092013047262,0,0,0,0,0,-0.0577198776285509
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.550573836396883,0.293614992207635,0.0858082912423213,0.565151187587361,0,0,0,0.272125389313386,0.118562624781082,0,0,0,0,0,0,0,0,-0.362613792473021,0,0,0,0,0,0,0,-0.755380588998674,0,0,0,0,0,0.022633638548058,-0.367320836291516,0,0.289663847864707,0,0,0,0,0.393295875920685,0,0,0
X5.HK.EQUITY,-0.0177384399276569,-0.105109876012328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519422636418465,0,0.0332010690313865,0.538862743604849,0,0,0,0,0.0905663916898666,0,0,0,0,-0.187078712876362,-0.0524137370565756,-0.0754114689890031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248701521943951,0,0,-0.164999468259739,0,0
X601988.CH.EQUITY,-0.354430660476996,0,0,-0.0305180641957952,0.481221723075533,0,0,0,0,0,0,-0.00014420291480231,0,0,0,0,0,0,0,0.755361242675553,0,3.46944695195361e-18,0,0,-0.0671257317877173,0,0,0,0,-0.524365254539557,0,0,0,0,0,0,0,-0.0624713971821462,0.0797980123171971,0,0,0,0.134969067784113,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.32013985878192,-0.0751798910737941,0,0,0.0160048160539881,0,0,0,0,0,0.648402044452094,0,0,0,0,0.007564778117268,0,0,0,0,-0.180916782833553,0,0,0.164927455449003,0,0,0.0203384653203347,0,0,0.00774746900225563,0.0261627704358517,0,-0.0370497413322004,0,0,0,0,0,0,0,0,0,0,0.124723975800308,0,0,0,0,-0.457936291020913
X1299.HK.EQUITY,0,0,0,0,0.130558900252985,0.0115606300506291,0,0,0.132759477886259,0,0,-0.0823969956304586,0,0,0.142462267763915,0.0301306451221621,0,0,0.0508266392744277,0,0,0,0,0,0,0.151401517463914,0,0,0,0,0,0.146675805969278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056753953477707,0
X601628.CH.EQUITY,0,0.0670819925190394,0.0159526434793241,0.0092356699919693,0,0,0,0,0,0,0.145223118249478,0,0,0.334774800357914,0,0,0,0,0,0.0246631697635532,0,0,0,0,0,0,0,0,0,0,-0.0536225792982829,0,0,0,0,0.176051268523435,0.162286297853047,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0159178190086923,0.0614882794352136,0.0460007788130913,0,0,0.585383349565202,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,1.0842021724855e-19,0,0.233014608315933,0.241519249945434,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0766314406158169,-0.0276143977104152,0,0,0,-0.308217990155195,0.0500494731893118,0,0,0,0,-0.0281060704843371,0
