,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.119811653180272,0,0.349238401402958,0.077398703401894,0.0955296511573865,0,0,0,0,0,0,0,0,0,0,0.0143194621879515,0.320769283574697,0,0,0,0,-0.0650711698133105,0,0,0.0264289840715011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312920306157288,0.0429549086570727,0,0,0,0.0405522754979126,0,0.0616845482020138,0,0.0675666673954323
X601318.CH.EQUITY,0,0,0,0.141602508478265,0,0,0,0,0.164968348456089,0,0,0.111984631462096,0,0,0,0,0.0246289277892401,0,0.143365153143231,0,0.2164583578693,0,0,0,0,0,0,0,0.0680237625859961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306638394253507,0,0,0,0,0,-0.16820350855375
X601939.CH.EQUITY,0.262881755301428,0.00695826721940344,0,0,0.134059679807192,0,0,0,0,0,-0.0361023436690413,0.105580711466403,0,0.0684708265247598,0,0,0,0,0,0.095076095098625,0,0,0.272132175255003,1.73472347597681e-18,0,0.218544307698861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.135098508313797,0,0,0,0.0459511628098108,0.0901943247096333,0.131992618730893,0,0,0,0,0.173292158942248,0.09071057324737,0,0,0,0.00596059142196704,0,0,0,0,0,0,0,0,0.271982591903299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109955729068733,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.253169115514358,0.0773126217157324,0.0456051412886576,0,0,1.73472347597681e-18,0,0.327169251619003,0,0,0,0,0,-0.0233151085064464,0,0.137523295139512,0,0,0,0,0,0,0,0,0.0610605442251513,0,-0.0396581116520158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158599605464777,0,0,0,0,0,0
X601628.CH.EQUITY,0.0810755678066612,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0193338904928753,0,0,0,0,0,0.199408635654979,0,0,0,0,0,0,0,0.141714840911921,0,-0.0966330313471853,-0.0645953928029016,0,0,0,0,0.0594694334235765,0,0,0.655180281008187,0,0,0,0,-0.0410629030298035,0.175781696664882,0,0,0,0,0,0,0,-0.0197404396803715,-0.0529960479726241
X1299.HK.EQUITY,0,0,0,0,-0.0136300514994162,0,0,0,0,0,0.0831725018039443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155999937487625,0,0.0686484943515149,0,0.320209312946695,0.248120374630845,0,0.16680333200359,0,0,0,0,0,0.309539672518756,0
X601988.CH.EQUITY,0,0.121271279468802,0.00713300804155068,0.312640599200861,0.24455378722228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269645634458089,0,0,0,0,0,0,0,0,0.097944210435075,0.118474570815845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333961298777592,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.128300004242917,0,0,0,0,0,0.0385646153620667,0,-0.00822697989685533,0,0,0,0,0,0,-0.0762244856528361,0,0,0,0,0,0,0.0784538861438656,0,0.0187849205868494,0,0.312448073248105,0,0,0,0,0,0,0,0,0.107208580445302,0,0.220460099674603,0,0,0.234420986089367,0.117002212269843,0,0,0,0,0.0168967534017638,0,0,0
X601166.CH.EQUITY,0,0,-3.46944695195361e-18,0.155999341032451,0,0,0,0,0,0,0,0.141534758817643,0.0265522166937622,0,0,0,0.0212180891788922,0,0,0,0,0,0,0,0,0,0.181752777819864,0,0,0.394177651521429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050898061953356,0,0,0.107622605367625
X388.HK.EQUITY,0,0,-0.199316811201997,0,0,0,0.201588609939255,0,0,0,0,0,0,0,0,0,0,0,0,-0.00591725483633907,0,0,0,0,0.361718342536455,0,0,0,0,0,0,-0.00954325481741149,0,0,0,0,0,0,0,0.304605026834243,0,0.074384924880626,0,0,0,0.153932820931203,0,0,0,0.0447694044653032,0
X601658.CH.Equity,0.209480195324491,0,0,0.155433417379622,0,0,0,0,0,0.377392360021348,-0.0597536881019459,0,0,0.0229772242025304,0,0,0,0,0,-0.0148262529479954,0,0,0,0,0,0,0,0,0,0.139744259303343,0.130779318163537,0,0,0,0,0,0,0,0,0,-0.0263229489624513,0,0,0,-0.115483558166958,0,0,0.0640307988683691,0,0,0
X000001.CH.EQUITY,0,0,0,0.635078156318955,0,0.0528693664120863,0,0.0717947402330177,0,0,0.0976218271102177,0,0,0,0.0438238832252803,0,0,0,0,0,0,0,0,0,0,0,0.129502845368668,0,-0.238238335709998,0,0,-0.139366734571181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322938543999556,0,0
X000002.CH.EQUITY,0,0,0.0301881948956489,0,0,-0.300302826684556,0,0,0.231048170375845,0.0946924911887654,0.0698673239854482,0.0733149104859909,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0445089974883324,0.0726224163514931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0936291320710616,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.00557738018490671,0,0,0,0,0,0,0,0,0,0,0.4320439871471,0,0,0.245160880932945,0,0,0,0.0580248048162024,0,0,0,0,0,0,0,0,0,0.0443048947242023,0,0,0,0,0,0,0,0,0.184325158644879,0,0.0751734276865548,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177354577594105,0,0.553398692455806,0,0,0,0,0,0,0.108559399075109,0,0,0,0,0.0687486108995403,0.0484197137656994,0,0,0,0,0,0,0,0,0,0,0,0,0.0396828005503338,0,0,0,0,0,0
