,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.14956620173594,0,0.0916261011419763,4.33680868994202e-19,0,0,-0.0381250100010495,0,0,0,0.415768066216042,0,0,0,-0.0993956613481229,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0230392009542941,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.150917915346168,0,0,0,0,0,0.118426510952803,0,0,0.0432096766214252,0,-0.0159667116313938,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.116180195166863,0,0,0,0.201013771598261,-0.0455738457253094,0,0.197848164630957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0839299279378233,0,0,0.315135547865303,0,0,0,0,0,0.21776938513392,-0.261902765748874,0,0,0.253898224211283,0.191914218739417,0,0,0,0,0,0
X601939.CH.EQUITY,0.562449331045314,0,0,0,0,0,0,-0.0742398020382943,0,0,0,0.0764120408683029,0,0,0.111874527635092,0,0,0,0,0,0,0,0,0,0.181702301396096,0,0,0,0,0,0,-0.01836060901305,0,0,0,0,0,0.104312503763591,0,0,0.308775984006137,0,0,0,0,0,-0.00273259002447593,0,0,0,0
X601288.CH.EQUITY,0.205232937740134,0,0.216089611176712,0,0.0653749495091173,0.32898355489042,0,0,0,0,0,0,0,0,0,0,0.0650775331791381,0,0,-0.0514253168214145,0.0183257579925038,0,0,0,-0.125018557726063,0.018176439349238,0,-1.73472347597681e-18,0,0,0,0,0,-0.073290316706549,0,0,0,0,0,0,0.179901719776876,0,0,0,0,0,0,0.0869368318270972,0,0,-0.0422405816618269
X5.HK.EQUITY,0,0,0.0394366182820901,0.22991944353058,0,0.168826337457809,0,-0.312826292735828,0,0,0,0,0.0806386792526348,0,0,0,-0.0431392031109596,0,0,0,0,0.419190566894163,0,0,0,0.415886000141393,0,0,0,0,0,0,0.0625305850463958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161821638160267,-0.109793151205413,0,0
X601988.CH.EQUITY,0.240534931518501,0.0514801952260553,0.205903794215913,0,0,0,0,0,0.175791248041291,0,0,0.205302187094556,0,-0.149461905680298,0,0,0,0,0,0,0,0,0,0,0.0242360280156421,0,0.0779067835592034,0,0,0,0,0,0,0,0.0710733510949612,0,0,0,0,0.185004936519108,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0196733496906272,-0.0120277084461661,0,0.0969616050873551,0,-0.0264345155251327,0.0290275332907531,0,0.32442071914922,0,0.262347965927615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547263812018192,0.0715954422996663,0,0.0710211347324063,0,0,0,0.0904322402825762,0,0,0,0.117296013605021,0,0,0,0,0,0,0.0636092341790562,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0335184580861114,0,0,0,0.011675767175941,0,0,-0.0958965490044257,0,0.163207751394176,0.328920716507875,0,0,0,0,0.129737132866265,0,0,0,0,0.123926558534255,0,0,0,0,0,0.0154899528544046,0,0,0,0,0,0.112914451475674,0,0,0,0,0,0,0,0,0,0,0,0.0249753327985859
X601628.CH.EQUITY,0.0562135970864006,0.39705506788373,0,0,0,0,0,0,0,0.0714282599569548,0,0,0,0,-0.0498079123015999,0,0,0,0,0,0.083113281482778,0,0,0,0,0,0.0240794389982054,0,0,0.0437124410453753,0,0,0,0,0,0,-0.0545234513410045,0,-0.156657143106531,0,0,0,0,0,0.150983620952411,0,0,0.17718634635703,0,0,0.231179765156007
X601658.CH.Equity,0,0,0,0,0,0.0097254554164785,-0.322757695169687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540115654687784,0,0,0.226908488485245,0,0,0,0,0,0,0.105799623431256,0,0.23513403545019,-0.31073800435286,0,0,0,0,0,0,0,0,0,0,0,0,-0.151573321778233,-0.527670790036928
X601166.CH.EQUITY,0,0,0.075960027383858,0,0,0,0.434824260770754,0,0,0,0,0,0,0,0.062969713207961,1.0842021724855e-19,0,0,0,-0.031395785059337,0,0,0,0,0,0,0.144269692600401,0,0.294003977341881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180020910451523,0,0,0,0,0,0,0.00733264344297948
X601328.CH.EQUITY,0,0,0,0,0,0.0592757361269061,0.151329680490333,0,0,0,0,0,0.371410526539145,0,0,0,0,0,0,0,0,0,0.19968889168359,0,-0.0689593996759905,0,0,0,0.0868113411212073,0,0,0,0,0,0.0428726116212208,0,0,0,0,0.0390281731105463,0.0484842663739724,0,0,0.0973178951801559,0,0,0,0,0,0,0.00918461721765806
X600000.CH.EQUITY,0,0.0234849097289926,0,0.044970220117134,0,0,0.220032108436976,-0.0883981254459515,0,0,0,0.34387873660494,0,0,0,0,0,0,0,0,0,0,0,0,-0.00184224392142617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052507565551108,0,0.147596764296259,0.103897109237222,0,0,0,0.085065512037079
X000002.CH.EQUITY,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0346759012726528,0,0,0,0.0499085546136231,0,0,0,0,0,0,0,0,-0.0224145573255852,0.468632749012378,0,0,0,0,0,0.0991548950330597,0,0,0,0,0.0400654369382469,0,0.013364245755316,0.0564793275190803,0,0,0,0,0.145310346384816,-0.0951888674887841
X000001.CH.EQUITY,0,0,0.0542699110914432,0,0,0,0.335264650601488,0,0,0,0,0,0,0,0,0.00510011951925863,0.253902520891919,0,0,0,0,0,0,0,0,0,0,0.160749865037652,0.12799554858072,0,0,0,0,0.0581083514545056,-0.200677195912808,0,0,0,-0.0260956205307815,0,0.0493442219614335,-0.0505939428310879,0,0.089270291305214,0,0,0.156776689034134,0,0,0,0
