,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,2.77555756156289e-17,0.484856492240242,0.0899697305219477,0,0,0,0,0,0,0,0,0,0.0816448545986332,0.0668179223461788,0,0,0,0,-0.143777113052676,0,0,0,0,0,0,0,0,0.024737852680805,0,0,0,0,0,0,0.0485300443453485,0,0,0,0,0,0,0,0,0,0,0.10036853147597,0.182411262777176,0.0392227455409836,0
X601318.CH.EQUITY,0,0,0.210127001976684,0.109194357665425,0,0,0,0,0,0,0,0,0,0,0.296311256463703,0.071049540363336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140467600597051,0,0,0,0,0,0,0,0.099704515110152,0,0,0,0,0,0,0,0.0238476133628049,0,0
X601939.CH.EQUITY,0.331713768365031,0,0,0,0,0,0,0,0,0,0,0,0,0.456194931575133,0,0,0,0,0.148646032296926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010476692830831,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0
X601288.CH.EQUITY,0.347929899570747,0,0.0171278866950077,0,0.506044687949757,0,0,0,0,0,0.0105381402997082,0,0,0,0,0.0488338933550685,0,-0.0318624983370501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042253115282136,0,0,0,0,-3.46944695195361e-18,0,0,0.0857336140787301,0,0
X601988.CH.EQUITY,0,0,0,0.109227375508709,0,0,0,0,0,0,0,0.499985614492643,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0208078648737162,0,0.00744903312026773,0,0,0,0,0,0,0,0,0,0.104783308664625,0,0,0,0,0,0.11220900885413,0,0,-6.93889390390723e-18,0,0.0312776330824541,0,3.46944695195361e-18,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.332061851125759,-1.38777878078145e-17,0,0.24153738270164,0,0,0,0,0.718663624654895,0,-6.93889390390723e-18,0,0.697720221010873,0,-0.658408208931127,0,0,0,0,0.0857034944749637,0,0.0115711777070044,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0826090378059857,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0937124102848482,0.0304329697784772,0,0,0,0,0,0,0,0,0.156468297772797,0,0,0,0.0502167250764452,0,0,0,0.0729461760051275,0,0,0,0,0,0,0,0,0,0,0,0.107841038500517,0,0,0.239498652039825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213287280949164,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121514103712329,0.0260833491718542,0,0,0,0.0889043959133732,0.0843164187408867,0,0,0,0,0,0,0.0707774240063465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313053736644809,0,0
X601628.CH.EQUITY,0,0,0.299877696222683,0.135002049994302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600230426078039,0.0499786673748045,-0.00745144300547333,0,0,0,0,0,0,0,0,0.202499722017591,0,0,0,0,0.00756363987023749,-4.33680868994202e-19,0,0,0,0,0,0,0.10458206506002,0,-1.38777878078145e-17,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.131366116823065,0,0,-0.0319143375351215,0,0,0,0,0,0,0,0,0,0,0,0,0.0625546956098793,0,0,0,0,0,0.571831019148525,0,0,0,-0.161944244231424,0,0.466948678167191,-0.35160188787781,0,0,0,0,0.79506546581303,0,-0.369952023786621,0,-0.190733977856457
