,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.495392012607092,0.228809817271846,0.0380598706911618,0,0,0,0,0.029420791828583,-0.083711105082969,0.0816905540628771,0,0,-0.0384362347931543,0,0,0,0,0,0,0,0,0,0,0,-0.0099010323679781,0,0,0,0,0.01167062251196,0,0,0,0,0,0,0,0,-0.0157033485907608,-0.0680387473200294,0,0,0,0,0,0,0,0.0569850059914545,0.0741670918233061,0
X601939.CH.EQUITY,0.449137183915902,0,0,0.117735407340861,0,0,0,0,0,0.0146281485232555,0.166402374727647,0,0,0,-0.0741370567898097,0,0,0,0,0,0,-0.0351677054778749,0,0,0.188567962585753,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085642537846267,0,0,0.0708043845593173,0,0
X601318.CH.EQUITY,0,0,0,0,0.208206259120896,0,-4.33680868994202e-19,0,0,0,0,0,0.133853953885095,0,0.0162837064943795,0,0,0,0,0,0,0.154206899709809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047910463581718,0,0,0,0,0,0,0.189758390245344,0,0,0,0,0
X601288.CH.EQUITY,0.296182542263662,0.0898697055877834,0,0,0.180664889397221,0,0,0,0,0,0,0,0,0.192203497585155,0,0,0,0,0,0.0480443965846567,0,0,0,0,0,0,0,0,0,0,0,0,0.123342642168161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,1.38777878078145e-17,0,0.40945129224461,0,0,0,0,0,0.244747311377511,0,0,0,0,0,0.313238274166475,0.108983721780999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.456509370120927,0,0,0,0,0,0,0,0,0,0,0,0,-0.127386970646214
X600036.CH.EQUITY,0,0.0665228944911012,0,0,0,0,0,0,0,0,0,0,0.198884679471138,0,0,0,0.00721472171908095,0,0,-1.0842021724855e-19,0,0.272613890099597,0,0,0,0,0,0,0,0,0,0.282083791800692,0,0,0,0,0,0,0,0,0.0709902155542479,0,0.0461191792475422,0.00584412506645359,0,0,0,0.0991809799215075,3.46944695195361e-18,0,0
X1299.HK.EQUITY,0,0,0,0,0.0254840732973209,0,0,0,0,0,0,0,0,0.188879593942763,0,0,0.0345372288485631,0.506935154328589,0,0,0,0,0,0,0,0.110978613873326,0,0,0,0,0,0,0,0,0,0,0,0,0.0966042168933924,0,0,0,0,0,0,0.0198835100399934,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.401543124568959,0,-0.246121987569607,0,0,0,0,0,-0.00300030707428465,0,0,0.332008088978168,0.764977763597429,-0.036539911711657,0,0,0.254357427577651,0,0,0,0,0,0.386831952810683,0,0,0,0,0,0,0,0,-0.241893716837632,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.030140623328676,0,0,0,0,0,-0.189421978960335,0,0,0,0,0,0,0,0,0,0.275145401655243,0,0,0.0774101333671199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265813075424728,0,0,0,0,0,0,0.180243128384398,0.0685744592368405,0,0
X601658.CH.Equity,0,0,0,0.162561078951572,0.178055587384801,0,0,0,0,0,0,0,0,0.120172603623505,0,0,0,0,0,0,0,-0.0818243520529308,0,0,0,0,0,0.0300837313792064,0.0969871894683529,0,0,0,0,0,0,0,0.281579081541123,0,0,0,0,-0.00651145324200199,0,0,0,0,0,0,0.431195825400914,0,0
