,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0327500378696747,0,0,0,0,0,0,0,0,0,0,-0.0505411907820465,0.565219018660038,0,0.859040391561281,0.0697904831840894,0,0,-0.121676596210517,0,0,-0.195039022822284,0,0,0,0,0,-0.00299110770021278,0,0,-0.314358349073312,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.114886808131845,0.0648406555986843,0,0,-0.0349229376683524,0,0,0,0,0.0254661032566119,0,0,0,0,0.248361928540613,0,0,0,0,0,0,0,0,0,0.152569586882869,0,0,0,0,0,0.492608130727975,0,0,0,0,0,0,0,0,0,0,0.0590829947016796,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.808903254940182,0,-6.93889390390723e-18,0.0653541811739729,0,0,0,0,0,0.0305570989687813,0,0,0,0.0248196475408853,0,0,0,0,0,0.0107423565244208,0.00717160055556064,0,0,0,0,0,0,0,0.0416285121933356,0,0,0,0.00978520216889291,0,0,0,0,0,0,-0.0132943224651096,0.0250921206654299,0,0,0,0,0,0.0499554628453802,0
X601288.CH.EQUITY,0,0,0.879127503860744,0,-0.0706209915388971,0,0,0,0,0,0,0,0,0.0340878105544405,0.0221731548251161,0,0.0360497108609927,0.12713373690512,0,0,0,0,0,0,-0.114103230462336,0,0.0313419640411728,0,0,0,0,0,0,0,0,0,-0.104537220929013,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0012034049108735
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.138554703633313,0.84702490816617,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.117841448584089,0,0,0,0,0,0,0,-0.0651599085933114,0,0,0,0,0.19298223045475,-0.000842726522283709,0.0383103024779031,0,-0.115352450003798,0,0,0,0.0407427505971672,0,0,0,0,0,0.0927844668006539,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,1.21235602344705,0,0,0,0,0,0,-0.248909077671963,-0.21184277994267,0,0,0,0,0,0.0198433568779889,0,-0.0910830683755382,0,0,0,-0.0531529252493881,0,0,0,0,0,0,0,0,0,0,0,0.0392364071831449,0,0,0,0.00873659495238909,0,0
X600036.CH.EQUITY,0,0,0.384400500896867,0,0,0,0,0,0.0448247880353451,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0.0470046438076716,0,0.0623488722291313,0,0,0,0.42383582311766,0,0,0,0,0.0144408277952294,0,0,0,0,0,-0.00592898140700033,0.059352202051265,0.0380094122805025,0,0,0,0,0.0658842360062488
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.138807598514059,0.0561561428642093,0,0.113227327368821,0,0,0,0,0,0,0,0,0.0722413163986144,0.0799268173126408,0,-0.2418898298032,0,0,0,0,0.0505638000735567,0,0.240526800551809,0,0,0.0628315780913867,0,0,0,0,0,0,0,0.0935401095035991,0.00929537139125622,0,0,0.455936601967059,0,0,0,0.0146454329600709,0
X5.HK.EQUITY,0,0,0,0,-0.112279241084795,0,0,0,0,0,0,0,0,0,0,0,0.185412371535975,0,0,0,0,0.17817608434711,0,0,0,0.465783206293341,0.157103254588328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296541714951168,0,0,0.0734439994345031,0,0,0,0,0,0.22561157456573
X388.HK.EQUITY,0,0,0,0,0.172342981709274,0,0,0,0,0,-0.0424590788835681,0,0,0,0.0820079668696456,0,0.0400207826480165,-0.127476182043882,0,0,0.0561528897931457,0.00497873626379799,0,0,0,0,0,0.517802300153079,0,0,0,0,0,0,0,0,0.274213436813545,0,0,0,0,0,0,0,-0.206824923133846,0.0201980508859115,0,0,0,0,0
