,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.550713801483429,0,0,0,0,0,0,0,0.0983267094194472,0,0,0,0.142272409837274,0,0.134924986795459,0,0,0,0,0,0,0,0.000970903459957486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472187182879646,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.106433330293589,0.310365968457304,0,0,0,0,0,0,0,0.262622082417913,0,0,0.0869524190972494,0.0598329438993957,0,2.71050543121376e-20,0,0.00343019902372335,0.0949107162011864,0,0,0,0,0,0,0,0,0.00916588189324274,0,0,0,0,0.0308397121201988,0,0.0104528911129093,0,0,0,0,0,0.0158714013647516,0,0
X601939.CH.EQUITY,0,0,0,0.539414545042582,0,0.0509777468010823,0.125649206634231,0,0,0.0190106664702907,0.08930092887826,0,0,0,0,0,0,0,0,0,0.0251074561262738,0,0,0,0,0,0,0.201630442106195,0,0,0,0,-0.020381184387317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.10815085722277,0,0,0.711795526803903,0,0,0,-0.230280763357567,-4.33680868994202e-19,0,0,-0.29232422377248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118039562566945,0.00990684582784393,0,0.103763321834567,0,0,0,0,0,0,0,0,0,0,0.105506156229498,0,-0.154189551669727
X5.HK.EQUITY,0,0,0,0,0,0.144134125997852,0,0.35366386002067,0,0.0756206173918016,0.0312978400271676,0,0,0,0,0,0,0,-0.0182142314125609,0,0,0,0,0,0,0.0108928795117649,0,0,-0.159269490000109,0,0,0,0,0,0,0,0.115389827140755,0,0,0.260729637168832,0,0,0,0,0,0,-0.09916063559974,0,0.0475941459565375,0
X601988.CH.EQUITY,0,0,0.240656963634183,0,0.185819124803672,0,0,0.0968744620404636,-1.38777878078145e-17,0,0,0,0,0,0,0.158109453729774,0,0,-0.0568593626004391,0,-0.224293710282051,0,0,0,0.20456996440069,0,0,0,0,0,0,-0.127743786259165,0,0.0286978231360539,0,0,0,0,0,0,0,0.0572132029342188,0,0,0,0,0,0,-0.0155478842881972,0
X600036.CH.EQUITY,0,0.120886329627275,0,0,0,0,0,0,0,0.421895454502875,0,0,0,0,0,0,0.153619092274332,0.059336138736473,0,-0.12985664852391,0,0,0,0,0.0759199869412586,0,0,0,0,0,0.214280108696435,0,-0.0380299837213361,0,0,0,0,0,-0.0692001298790622,-0.165546311314386,0,0.124602474721333,0,0,0.198827010500853,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.196177089306187,0,0,0,0,0,0,0,0,0,0.0109589731930033,0,0,0.138212322897037,0,0,0.0759138515057222,0,0,0,0,0.0231952622120902,0,0,0.0470657469668214,0,0.0995627554790414,0,0,0,0,0,0.463408287407241,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0309258254279266,0,0,0,0,0,0,0,0.132901959583683,0,0,0,0,0.404394743106914,0,0,0,0,0,0,0,0.00348247389933501,0,0,0,0,0,0,0,0,0,0.066823821382438,0,0,0.180053160744792,0,0,0.185608287161108,0,0,0.073398134166915,0.0478471291953051,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.207964141333324,0,0,0,0.417761494673004,0,0,0,0,-0.0416123627340039,0.499206662875256,0,0,0,0,0,0,0,0.047135308227282,0.147596562054307,0,0,0,0,0,0,0,0,0,0,-0.0366766948307672,-0.0484320958152967,0,0,0,0,0,0,0,-0.116783062988827,0,0,0,-0.122247597173569,0,0,0,0
