,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0936112297882058,0,0,0,0,0,-0.0649550984465012,0,0,0,0,0,0,0,0,0,0,-0.102900325666316,0,0.530084709682567,0.524767386650291,0.0426739712467806,-0.159796865779501,0.181015515783302,0,0,0,-0.160130420048223,0,0,0,-0.116440262101258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289262395217757
X601318.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0.231381928039624,0,0,0,-0.0644247895664281,0,0,0,0.0268002077314156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188308570304188,0.0402065363025815,0,0,0,0,0.196848857168656,0.192972329695216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0245462497960234,0,0.827907802455396,0,0,0,0,0,0,0,0,-0.043384757026412,0,0,0,0.0699133220948576,0,0.104286868272429,0,0,0,0,0,0,0,0.00665139057582391,0.0308500576150697,0,0.00997213544087262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381482318104403,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.89437759298298,0,-0.0748958846011421,0,0,0,0,0,0,0,0,0,0,0,0,0.199020153315551,0,0,0.0601735949621217,0,0,0,-0.0916617517076848,0,0,0.0220002499245325,0,0,0,0,0.0126455878553216,0,0,0,0,0,-0.0351043765198033,0,-0.085437664097722,0,0,0,0,-0.0114722901137262,0,0,0,0,0,0,-0.0211828457885929
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.13350943551667,0,0.056201312883764,0,0,0,0,0,0,0,0,0,0.00197672302456249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378411136749171,0.334346115065171,0,0,0,0,0,0,0,0,0.306564110107153,0,0,0,0,0,0.0336291615995678,0
X600036.CH.EQUITY,0,0,0.379329544462539,6.93889390390723e-18,0,0,0,0,0.0302415081705891,-0.0070055657598007,0,0,0,0,0,0,0.131678273202616,0,0,0.013380287988622,-8.67361737988404e-19,0,0,0,0,0,0.203528766991492,0.126093150162209,0,0.000928318411879836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329457216136948,0,0.0353720715778254,0,0,0,0,0,0.00109240871460834
X601988.CH.EQUITY,0,0,0,0.00455883866580797,-0.138473212626651,0.0766789353806023,0,0.0494628151218351,0,0,0,-0.0201535162920421,0,0,0,0,0,0,0,0,-0.0439071657913528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107905535291308,0,0,0,3.46944695195361e-18,0,0,0,1.05002107781832,0,0.00190345834197793,0,0
X1299.HK.EQUITY,0,0,0,0,0.115651952604568,0,0,0,0,0,0,0,0.0881346938414601,0,0,0,0,0,0,0,0,0,0,-0.0906153662226309,0.0745931631808697,0,0,0,0.0687673723943229,0,0.176348406919521,0.380953013852995,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.122175066896549,0,0,0.0639297932744621,0,0,0,0,-0.0349793026941617,0.0662983350297149,0
X5.HK.EQUITY,0,0,0,0,-0.00901061928189636,0,0,0,0,0,0,0,0,0,0,0,0,-0.185316446450167,0,0,0,0,0,0,0,0,0,0.225926819922619,0.469454074910416,0,0,0,0,0,0,-0.123819417425988,0,0,0,0.00580342370045523,0,0,0,0.0997660344606617,0.0932749474031393,-0.0802546272355097,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.277287820286093,0,0,0,0,0,0,0,0,0,0,0.0508273527387094,0,0,-0.231854461677697,0,0,0,0,0,0.43445426618471,0.122901251146136,0,0,0,0,0.0216550183661408,0,0,0,0,0,0,0,0,0,0,0,0,-0.241351207889099,-0.0235521869089384,0.1181434666091,0.113789986587417,0,0,-0.0756657162197332,0,0,0
X601658.CH.Equity,0,0,0.0185133536744638,0.298662057649205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109014661944228,0,0,0,0,0,0,-0.145731581312822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795259930276968,-0.0057541386496252,0,0,0.362125362906278,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0464461017508068,0,0,-0.0725800152107108,0,0.0947382930516571,0,0,0.232014888785231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362154262623981,0,0.23262413409187,0,0,0.282211037801827,0,0,0.0735807748827536,-0.0143081212307735,0.0926405879650055,0,0.0704376651383247,0,0,0,0,0,0,0
