,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.243987174445941,0,0.393839775794384,0,0,0,0,0.0942419125383408,0,0,0.124917054700806,0,0,0,0,0,0,0,0,0,0,-0.0801597290138955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540520853930763,0,0.0200221029119959,0,-0.11490332739493,0,0
X601939.CH.EQUITY,0.35380034543292,0,0,0.286599990982794,0,0,-0.09594908962449,0,0,0,0.00278268273489585,0,0.140041648557463,0,-0.0647214309559227,0,0,0,0,0,0,0,0,0,0,0.0316007935982549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201201253090954,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.154235141139728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1209519447532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175456713707066,0,0,0,0,0,0,0,0.129971622426798,0.0854774469300525,0,0,0.142894709777243,0,0,0,0,0,0
X601288.CH.EQUITY,0.471861230233084,0,0,0,0.258449946769786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872168554179939,0,0,0,0,0,0,0,0,0,0,0.0273789082365785,0,0.0348869125022783,0,0,0,0,0,0,0,0.0708932878625882,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.11813769507509,0,0.416168538905073,0,0,0,0,0,0.273876191542665,0,0,0,0,0,0.122844079058072,0,0,0,0,0,0,0,0,0,0,0,0.0252629422267839,0,0,0,0,0,0,0,0,0,0,0,0.087297456192157,0,0,0,0,0,0,0,0,0,0,0,0.0757807469549268,-0.0556856449997915
X600036.CH.EQUITY,0,0,0.0498514058650689,0,0,0,0,0,0,0,0,0.358418490806009,0,0.0319784297278122,0,0,0,0,0,0,0,0,0.0288249806876291,0,0.127351876603329,0,0,0,0,1.73472347597681e-18,0,0,0,0.0697248425823521,0,0,0,0,0,0.0523209313252151,0,0.0123949002494009,0,0,0,0,0,0,0.277578074777303,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0848826577126499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557391250808099,0.244770594490611,0,0,0.130178367671002,0,0,0,0.134188867242956,0,0,0,0,0,0,0,0,0,0,0,0.146694261014113,0.0443615940716762,0,0,0,0
X5.HK.EQUITY,0,-0.186366754529783,0,-0.0883498032383362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18774726112234,-0.770209367233429,0,0,0.493172841957858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43725526548338,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0833302159674313,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.130035062254154,0,0,0,0,0,0.15144290824808,0,0.204307058444381,0,0.136260355006342,0,0,0,0.115968006873821,0,0,0.0712809612543647,0,0,0,0,0,0,0,0.0355023437708839,-0.0259827260313646,0,0,0,0,0,0,0,0,0,0,0.00187093389209956,0,-0.0511085227159562,0,0
X601658.CH.Equity,0,0,0,0.0982066868732362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323483125004663,0,0,0,0,0,0,0.362658877149541,0,0,0,0.131777035753162,0.0591298083930522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
