,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.343881184662436,0,0.329543920838102,0,2.77555756156289e-17,0,0,0,0,0.0397756171959069,0,0,0,0,0,0,0,0,0,0,0.0190306413299839,0,-0.0564328995981411,0,0,0,0,0,0,0.0272699491468568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290762854644031,0.109850676648851,0,-0.127028153318599,0,0
X601939.CH.EQUITY,0.440347607572922,0,0,0.204338599367173,0,0,-0.158069448448669,0,0,0.028604501180409,8.67361737988404e-19,0,0.23887575581051,0,-0.0416074934410539,0,0,0,0,0,0,0,0,0,-0.0267684231512004,0,0,0,-0.0189022976412143,-0.0467818290459577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183235317186055,0,0,0,0.0442676489146135,0,0
X601318.CH.EQUITY,0,0,0,0,0.216560219164112,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260379833465732,0,0,0,0,0,0,0.181026728844359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258984482202177,0,0,0,0,0.218496813950043,-1.73472347597681e-18,0,0,0,0,0,0.111099338710473,0,0,0
X601288.CH.EQUITY,0.500234761432062,0,0,0,0.198615214147968,0,0,0,0,0,0,0,0.0747662617805758,0,0,0,0,0,0,0.0129497917108791,0.118439554972041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507725775281923,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.381101181659017,0,0,0,0,0,0.264988862949164,0,0,0,0,0,0.356555981937017,0.0873493231688291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.368402168535958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278494604681567,0,0,0,0,0.0920710277727375,0,0,0,0,0,0,0.010191827754605,0,0,0,0,0,0.043362424825382,0.185151313125279,0,0,0.0916187640837307,0,0,0,0.0159817134354425,0,0,0,0.172707131539466,0,0,0,0,0,0.105441957379379,0.0157016292457397,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0848604674959548,0,0,0.0588445076201105,0.122708623850018,0,0,0,0,0,0,0,0,0,0.0246771512528344,0,0,0,0.147116566872371,0,0,0,0,0,0,0,0,0.219903916023547,0,0,0,0,0,0,0.0922904756260322,0,0,0,0,0.117246670397831,0,0,0,0,0
X5.HK.EQUITY,0,-0.0538843648415677,0,-0.123543150834691,0,0,0,0,0,0,0,0,0,0,-0.00818443352783922,0,0,0,0,0,0,0,-0.591090538917846,1.04022866861013,0,0,-1.38777878078145e-17,0,0.499379015624052,0,0,0,0,0,0,0,0,0,0.420883463172096,0,0,0,0,-0.103916910965511,0,0,0,0,0,0,-0.0724744630866249,0,0
X601628.CH.EQUITY,0.0255316307999928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164052348025965,0,0,0,0,0,0,0,0,0,0.145101686337809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100485276248584,0.179937245800235,0,0,0.0671129132535472,0.065931790812079,0,0.0560451792412773,0,-0.100835253780165,0.0227572300704658,0
X601658.CH.Equity,0,0,0,0.041863282616036,0.197313840543622,0,0,0,0,0,0,0,0.26260949228119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876413631250579,0.173452270395053,0,0,0,0,0,0,0,0,0,0,0.0447262631845541,0,0,0,0,0,0,0,0.352155942542859,0,0,0,0,0,0
X601328.CH.EQUITY,0.121810301135386,0,0,0.297557293455961,0,0,0,-0.095921261607007,0,0,0,0,0,0.160591497169657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290148126218463,0,0,0,0.171252228716507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686386262500675,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.435400268329056,0,0,0,0,0.00723194214680603,0,0.0315545871728695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161049659544521,0.235774546524508,0,0,0,0,0.00200438961792499,0,0,0,0,0,0,0,0,0,0.0448677448896098,0.101644166949689,0.0226645148721918,0.0620521144324883,0,0,0,0
X600000.CH.EQUITY,0.210929415326257,0.0871498524091837,0,0,0.0919748744324035,0,0.0102412392006988,0,0.0271321932335078,0,0,0,0,0,0,0,0.0828637082415179,0.0468407771097958,0,0.0304439859856029,0.0224213609281749,0.0959497057740494,0,0,0,0,0.0640263548067862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561997107654643,0,0,0,0,0,0,0,0,0,0
