,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.224518620547882,0.0912564883531221,0,0,0.273855440078325,0,0,0,0,0,0,0,0,0.271670219202672,0,0,0,0,0.0701656857088587,0,0,0,0,-0.0311202762438401,0,0,0,0,0,0,0.0601918274862855,0,0,0,0.117708818800247,0,0,0,0,0,0,0.108779709431673,0,0,-0.125873497558226,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.327115867898811,0,0.14160354983786,0,0,0,0,0,0,0,0,0,-0.0795736279623621,0,0,0,0,0,0,0,0,0.0366939131289923,-0.276966416415564,0,0,0,0,0.136609660129393,0,0,-0.0545976144015518,-0.0127533242695835,0,0,-0.0758988044440367,0.249374134315059,0.212307298359843,0,0.183562244094921,0,0,0,0,0,0,-0.0686032190685498
X600000.CH.EQUITY,0.16485313354842,0,0,0,0,0,0,-6.93889390390723e-18,0,0.125737159264445,0,0,0.525611724290539,0,0,0,0,0,0,0,0,0,0,0,0.00434114807083967,0,0,0.0811429046301491,0,0,0,0,0,0,0,0.11702337700506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.0312853466547744,0,0,0,0,0.142553221289144,0,0.0886263837135206,0,0,0,0,0.10854260278286,0,0,0,4.33680868994202e-19,0.0286824904132612,0,0.083215303477105,0,0,0,0,0,0,0,0.206220648659206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206792307102748,0,0,0,0.0982697544237006,0,0,0
X600016.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0,0.0701442849119377,0,0,0,0,0,0.47196490831404,0,0,0,6.93889390390723e-18,0,0,0.0918906461008493,0,0,0,0,0,0,0,0,0,0.144744888071077,0,0,0,0,0,0,0,0.130193082593354,0,0,0,0,0,0,0,0,0,0,0,0.0979605268574052,0
X600036.CH.EQUITY,0.467211691647474,0,0.143004610253152,0,0,0,0,0,0.0231149794840045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555463585219912,0,0,-0.0873527192815711,0,0,0,0,0,0,0,0.0674648076004577,0,0.0173005606796116,0.0125567197169414,0,0,0,0,0,0,0.207730837987339,0,-3.46944695195361e-18,0,0
X600919.CH.EQUITY,0,0,0,0,0.355976004300797,0,0,0,0,0,0.0265927606897671,0,0.0719493904513364,0,0,0.243093211256677,0,0,0,0,0,0,0,0,0,0,0,0,0.19801286575959,1.38777878078145e-17,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0598023423927116,0,0,0.158901137638257,0,0,0,0,0.0632879357303893,0,0.0647223547642876,0.150914064083822,0,0,0.196417993080746,0.145962713590687,0,0,0,0,0.0409786690298367,0,0,0,0,0,0,0,0,0,0.0815584646829176,0,0,0,0,0,0,0,0,0,0.0212905300696742,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.39560353205626,0,0.310265552040652,0,0.0400762247750333,0,0,0,0,0.159962365947872,0.035175873405144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481362662364599,0
X601169.CH.EQUITY,0,0,0.116302326440733,0.242125427664861,0,0,0,0,0.100027297664872,0,0,0,0,0,0,0,0.147125224445911,0,0,0,0,0,0,0,0,0,0.055438249500406,0,0,-1.73472347597681e-18,0,0,0,0,4.33680868994202e-19,0,0.015603962122256,0,0,0,0,0.0817747867242548,0,0.19659053353334,0,0,0.0940303118684173,0,0,0,0
X601229.CH.EQUITY,-0.044419475048639,0,0,0,0,0,0,0.250025887786576,0,0,0,0.205588296180226,0,0,0,0,0,0,0.090698838826185,0,0,0,0.267296708016014,0,0,-0.146064178622298,0,0,0,0,0,0,0.215991036126582,0,0,0.0711264630161984,0.0968094381363834,0,0,0,0,0,0,0,0.0208811949425241,0.00055734911014093,0,0,0,0,0
