,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.303111549920569,0,0,0,0.164697052233087,0.252746127936794,0,0.447866522596183,0,0,0,0,0,0,0,0,0,0,0.0203861584937114,0,0,0,-0.0794852939629175,0,0,0,0,0,0,0,0,0,0,0,-0.0858680251705665,0,0.0840299630785227,0,0,0.088982828243261,0.0456025167864498,0,0,0,0.0658452083108723,0,0,0,-0.10726709835157,0
X002142.CH.EQUITY,0.020065711503331,0,0,0,0,0.311864122742462,0.224014562391761,0,0,0,0.0492181103331578,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623439421735725,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0163920372055693,0,0,0.136514918588728,0,0,0,0,-0.0344746754004574,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0924105746637413,0,0,0,0,0,0,0.44456037920724,0,0,0,0,0,0,0,0,0,0,0.00349699259486539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875284794163842,0,0,0,0,0,0,0,0.0271904095985185,0
X600015.CH.EQUITY,0,0.087857498177216,0,0,0,0,0,0.154091369426129,0.204637940258613,0,8.67361737988404e-19,0,0.183426992540934,0,0,0,0.134350169009969,0,0,0,0,0,0,0,0,0,0,0.0631726091760465,0.181822793191878,0,0,0,0,0,0,0,0,0,0,0.0308683632643733,0,0,0,0,0.0422088147102143,0,0,0,0,0.0353987448840204,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.170623087936334,0,0,0,0,0.105320704196114,-0.0100446223938284,0,0,0,0,0,0,0,0,0,0,0,-0.228807885260695,0,0.0829500176376878,0.122201525925666,0.604703719979767,0,-0.292792985224818,0,0,0,0,0,0.0900713656405954,0,0,0,0,0,0,0,0.0601157868648448
X600036.CH.EQUITY,0.251322783708458,0.253272268640937,0,0,0,0,0,0,0,0,0,0,0,0.0995877313804767,0,0,0,0.200019708084575,0,0.0468973732138701,0,0,0.0264140765289835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237749699933911,0,0,0,0,0,0,0.106300570184212,0.282000183652171,0,0,0.00656484968306659,0
X600926.CH.EQUITY,0,0.304867771231389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175216373860228,0,0.141568744788458,0,0,0,0,0,0,0,0,-0.150287556799711,0.317738665122912,0,0,0,0,0,0,-0.0120769795075273,0,-0.0955593695953269,0,0,0.0594136626697874,0,0,0.0386914217139538,0.0280984334192016,0,-0.0505256656858599,0,0,0,-0.0560266461917053
X601009.CH.EQUITY,0,0,0,0,0,0.0837592860706487,0,0,0,0,0,0.151934631315949,0,0.222361651662979,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.138317955074336,0,0,0,0,0,0,0,0,0.258207954112764,0,0,0,0,-0.305873839132662,0.083861026376016,0,0,0,0.1385095452517,0,0.214230160594784,0,0,0.106519597891308
X601166.CH.EQUITY,0.105349860965482,0.139424708945381,0,0,0,0.0929659262731956,0.0210967031005392,0,0,0,0,0,0,0,0.374057944377737,0.0975765607976828,0,0,0.0319716939335538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857313303375101,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.113921009212177,0.0573200547227281,0,0,0,0,0.0283051762477231,0,0.239722216501183,0,0.00843677472249828,0,0,0,0,0.143051196097605,0.0808828331362601,0,0,0,0,0,0.0533429111297519,0,0,0,0,0,0,0.0089489269157871,0,0,0.0753385096627669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
