,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.179861084069442,0,0,0,0,0,0.161306839845435,0,0,0.0972780418877187,0,0,0,0,0,0.109124083986849,0,0,0,0,0.00356327020033206,0,0.347639992983359,0,0,0,0,0,0.160331168621476,0,0,0,0,0.015750363688134,0,0,0,0,0,0,0,0,0,0.0345789887837867,-0.143640797656685,0,0,0
X002142.CH.EQUITY,0.312294428952139,0,0,0,0,0.133345828240293,0,0,0,0,0,0,0,0,0,0.263005508891316,0,0,0,0,0,-0.128524128898248,0,0.0238754667661569,-0.0819723183845362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399207386312081,1.73472347597681e-18,0.0751291209913664,0,0,0,0.0225937878927486,-0.0827175151789114,0,0
X600000.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0297060069646824,0.277396002710029,0.12628718252079,0,0,0.112154417385745,0,0,0.0234599217832117,0,0,0,0,0.114728006722981,0,0,0,0.257954313441389,0,0,0.0712180259561811,0,-0.027493851324219,0,0,0,0,0,0,0,-0.169084484368046,0,0,-0.192940403773484,0,0,0,0,0.309330106318381,0,0,4.33680868994202e-19,0,0.100503309107056,0
X600015.CH.EQUITY,0.116880228997523,0,0,0,0,0,0,0,0,0.446311971840399,0,0,0,0,0.0734298172109608,0,0.166477476094397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984137505582685,0,0,0,0,0,0.11987875761159,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.117962058123765,0,0,0,0.0556181511952429,0,0,0,0,0,0,0,0,0,0.205534254519692,0.112082446220651,0,0,0,0,0,0,0,0,0,0,0.145137820398618,0,0,0,0,0,0,-0.661078136220911,0,0.0337356773634216,0,0,0,0,0,0,0,0.0350241231036179,0.0551824495071424,3.46944695195361e-18,0.236435444938507
X600036.CH.EQUITY,0,0,0.439285640511089,0,0,0,0.252430999187759,0,0.0393588551900203,0,0,0,0.0273735829387014,0,0.15461962796531,0,0,0,0,0,0,0.0960989130123864,0,0,0,0,0,0,0,0,0,-0.0106049567073689,0,0,0,0.219733639386587,0,-0.121577133526801,0.0970830444117438,0.194220079688408,0,0.00439236358485551,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,-0.0541215028684049,0,0,0,0.85988314144976,0,0.0171296053101842,0,0,0,0,0,0,0,0,0,0,0.00102991754149643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0867555488112829,0,0,0,0,-0.997767372953264,0,0,0.427839954807865,0.120389476499507,-0.0807712071061489
X601009.CH.EQUITY,0.166815609391557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448953470667054,0.0450062789644338,0,0,0,0,0,-0.357466711221259,0,0.182104087652646,0,0,0,0,0,0,0,-0.114568427724287,3.46944695195361e-18,0.25408650193949,-0.0963472270019335,0,0,0.0928611663185973,0,0.432297815615789,0,0,0,0,0,0,0,0.0487881617724243,0
X601166.CH.EQUITY,0,0.171087699223223,0,0,0,0,0,0,0,0,0,0.233808828266494,0,0,0,0,-3.46944695195361e-18,0,0,-0.0679079829940578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537160426200242,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,-0.0473634966364861,1.25632656888369,0,-0.137368870896553,0,0,0,0,0,0,0,0,0,0,-0.0629584963008496,0,0,0,0,-0.246749076969998,0.251285351245329,0,0.0601374769483273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.397737516545758,0,0,0,0,0,0
